PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Harrison Phillips,2560840,DL,NYJ,@NO,1,4,,,,,,,,,,,,,,,,79,3.90
Roy Robertson-Harris,2556665,DL,NYG,MIN,1,3,,,,,,,,,,,,,1,,,80,3.80
Jamaree Caldwell,2574507,DL,LAC,@DAL,,2,,,,,,,,,,,,1,,,,81,3.70
Zach Allen,2562219,DL,DEN,JAX,1,1,,,,,,,,,,,,,3,,,82,3.60
Shelby Harris,2549926,DL,CLE,BUF,2,1,,,,,,,,,,,,,,,,83,3.60
James Houston,2567544,DL,DAL,LAC,2,1,,,,,,,,,,,,,,,,84,3.60
Cedric Johnson,2571931,DL,CIN,@MIA,2,1,,,,,,,,,,,,,,,,85,3.60
Javon Kinlaw,2565117,DL,WAS,PHI,2,1,,,,,,,,,,,,,,,,86,3.60
Alim McNeill,2566061,DL,DET,PIT,1,1,,1,,,,,,,,,,,,,,87,3.60
Kwity Paye,2565612,DL,IND,SF,1,1,,1,,,,,,,,,,,,,,88,3.60
Kentavius Street,2560885,DL,ATL,@ARI,1,1,,1,,,,,,,,,,,,,,89,3.60
Arik Armstead,2552493,DL,JAX,@DEN,2,,,,,,,,,,,,,,1,,,90,3.50
Emmanuel Ogbah,2555278,DL,JAX,@DEN,,,,,,,1,,,,,,,1,,,,91,3.50
Cory Durden,2570951,DL,NE,@BAL,1,3,,,,,,,,,,,,,,,,92,3.30
Andre Jones Jr.,2570383,DL,BUF,@CLE,1,3,,,,,,,,,,,,,,,,93,3.30
Keion White,2570107,DL,SF,@IND,1,2,,,,,,,,,,,,,1,,,94,3.20
Alex Wright,2567484,DL,CLE,BUF,,2,0.5,,,,,,,,,,,,2,,,95,3.20
Jonathan Bullard,2555335,DL,NO,NYJ,,1,,,,,,,,,,,,1,,,,96,3.10
Zeek Biggers,2574319,DL,MIA,CIN,,5,,,,,,,,,,,,,,,,97,3.00
Michael Danna,2564262,DL,KC,@TEN,,5,,,,,,,,,,,,,,,,98,3.00
Davon Godchaux,2558012,DL,NO,NYJ,2,,,,,,,,,,,,,,,,,99,3.00
LaCale London,2565405,DL,ATL,@ARI,1,,,1,,,,,,,,,,,,,,100,3.00
Jer'Zhan Newton,2572579,DL,WAS,PHI,2,,,,,,,,,,,,,,,,,101,3.00
Jordon Riley,2570167,DL,GB,@CHI,2,,,,,,,,,,,,,,,,,102,3.00
Vita Vea,2560909,DL,TB,@CAR,,,,,,,,,,,,,,1,1,,,103,3.00
Brenton Cox Jr.,2570509,DL,GB,@CHI,1,2,,,,,,,,,,,,,,,,104,2.70
Howard Cross III,2574027,DL,CIN,@MIA,1,2,,,,,,,,,,,,,,,,105,2.70
A.J. Epenesa,2563605,DL,BUF,@CLE,1,2,,,,,,,,,,,,,,,,106,2.70
Carl Granderson,2562273,DL,NO,NYJ,1,2,,,,,,,,,,,,,,,,107,2.70
Sam Okuayinonu,2568831,DL,SF,@IND,1,2,,,,,,,,,,,,,,,,108,2.70
Mike Pennel,2550242,DL,KC,@TEN,1,2,,,,,,,,,,,,,,,,109,2.70
T.J. Sanders,2573972,DL,BUF,@CLE,1,2,,,,,,,,,,,,,,,,110,2.70
Khalen Saunders,2562723,DL,NYJ,@NO,1,2,,,,,,,,,,,,,,,,111,2.70
Bryce Huff,2565510,DL,SF,@IND,1,1,,,,,,,,,,,,,1,,,112,2.60
Jermaine Johnson II,2568033,DL,NYJ,@NO,1,1,,,,,,,,,,,,,1,,,113,2.60
Brent Urban,2543765,DL,BAL,NE,1,1,,,,,,,,,,,,,1,,,114,2.60
Colby Wooden,2569783,DL,GB,@CHI,1,1,,,,,,,,,,,,,1,,,115,2.60
Dylan Horton,2569828,DL,HOU,LV,,4,,,,,,,,,,,,,,,,116,2.40
Tedarrell Slaton,2566094,DL,CIN,@MIA,,4,,,,,,,,,,,,,,,,117,2.40
Bobby Brown III,2566199,DL,CAR,TB,1,1,,,,,,,,,,,,,,,,118,2.10
Brandon Dorlus,2571802,DL,ATL,@ARI,,1,0.5,,,,,,,,,,,,1,,,119,2.10
Myles Garrett,2557965,DL,CLE,BUF,,1,0.5,,,,,,,,,,,,1,,,120,2.10
Mason Graham,2574046,DL,CLE,BUF,1,1,,,,,,,,,,,,,,,,121,2.10
Braiden McGregor,2572705,DL,NYJ,@NO,1,1,,,,,,,,,,,,,,,,122,2.10
Arron Mosby,2568564,DL,GB,@CHI,1,1,,,,,,,,,,,,,,,,123,2.10
Elijah Ponder,2574381,DL,NE,@BAL,1,1,,,,,,,,,,,,,,,,124,2.10
LaBryan Ray,2568441,DL,CAR,TB,1,1,,,,,,,,,,,,,,,,125,2.10
Preston Smith,2552276,DL,WAS,PHI,1,1,,,,,,,,,,,,,,,,126,2.10
Grover Stewart,2558766,DL,IND,SF,1,1,,,,,,,,,,,,,,,,127,2.10
T'Vondre Sweat,2572075,DL,TEN,KC,1,1,,,,,,,,,,,,,,,,128,2.10
Solomon Thomas,2558018,DL,DAL,LAC,1,1,,,,,,,,,,,,,,,,129,2.10
Josh Tupou,2559003,DL,BAL,NE,1,1,,,,,,,,,,,,,,,,130,2.10
Elijah Williams,2574361,DL,MIN,@NYG,1,1,,,,,,,,,,,,,,,,131,2.10
Sam Williams,2567514,DL,DAL,LAC,1,1,,,,,,,,,,,,,,,,132,2.10
Warren Brinson,2574126,DL,GB,@CHI,1,,,,,,,,,,,,,,1,,,133,2.00
Thomas Booker,2567670,DL,LV,@HOU,,3,,,,,,,,,,,,,,,,134,1.80
Kingsley Enagbare,2567589,DL,GB,@CHI,,3,,,,,,,,,,,,,,,,135,1.80
Moro Ojomo,2570209,DL,PHI,@WAS,,3,,,,,,,,,,,,,,,,136,1.80
Jarran Reed,2555238,DL,SEA,LAR,,3,,,,,,,,,,,,,,,,137,1.80
Dominique Robinson,2567421,DL,CHI,GB,,3,,,,,,,,,,,,,,,,138,1.80
Jerry Tillery,2562763,DL,KC,@TEN,,3,,,,,,,,,,,,,,,,139,1.80
Dalvin Tomlinson,2557846,DL,ARI,ATL,,3,,,,,,,,,,,,,,,,140,1.80
Khyiris Tonga,2565935,DL,NE,@BAL,,3,,,,,,,,,,,,,,,,141,1.80
Donovan Ezeiruaku,2574073,DL,DAL,LAC,,2,,,,,,,,,,,,,1,,,142,1.70
B.J. Hill,2560740,DL,CIN,@MIA,,2,,,,,,,,,,,,,1,,,143,1.70
Cameron Sample,2565959,DL,CIN,@MIA,,2,,,,,,,,,,,,,1,,,144,1.70
Osa Odighizuwa,2566016,DL,DAL,LAC,,1,,,,,,,,,,,,,2,,,145,1.60
Andrew Billings,2555267,DL,CHI,GB,1,,,,,,,,,,,,,,,,,146,1.50
DaVon Hamilton,2564190,DL,JAX,@DEN,1,,,,,,,,,,,,,,,,,147,1.50
Tyrion Ingram-Dawkins,2574349,DL,MIN,@NYG,1,,,,,,,,,,,,,,,,,148,1.50
Drake Jackson,2568213,DL,WAS,PHI,1,,,,,,,,,,,,,,,,,149,1.50
John Jenkins,2539231,DL,BAL,NE,1,,,,,,,,,,,,,,,,,150,1.50
Eric Johnson,2567703,DL,IND,SF,1,,,,,,,,,,,,,,,,,151,1.50
Sebastian Joseph-Day,2561079,DL,TEN,KC,1,,,,,,,,,,,,,,,,,152,1.50
Arden Key,2560779,DL,TEN,KC,1,,,,,,,,,,,,,,,,,153,1.50
Sheldon Rankins,2555242,DL,HOU,LV,1,,,,,,,,,,,,,,,,,154,1.50
Dawuane Smoot,2557839,DL,JAX,@DEN,1,,,,,,,,,,,,,,,,,155,1.50
Barryn Sorrell,2574137,DL,GB,@CHI,1,,,,,,,,,,,,,,,,,156,1.50
Jalon Walker,2573920,DL,ATL,@ARI,1,,,,,,,,,,,,,,,,,157,1.50
Adam Butler,2558924,DL,LV,@HOU,,2,,,,,,,,,,,,,,,,158,1.20
Marcus Davenport,2561037,DL,DET,PIT,,2,,,,,,,,,,,,,,,,159,1.20
Tyler Davis,2572192,DL,LAR,@SEA,,2,,,,,,,,,,,,,,,,160,1.20
Greg Gaines,2562391,DL,TB,@CAR,,2,,,,,,,,,,,,,,,,161,1.20
Da'Shawn Hand,2561004,DL,LAC,@DAL,,2,,,,,,,,,,,,,,,,162,1.20
Derrick Harmon,2574493,DL,PIT,@DET,,2,,,,,,,,,,,,,,,,163,1.20
McKinnley Jackson,2571925,DL,CIN,@MIA,,2,,,,,,,,,,,,,,,,164,1.20
Benito Jones,2564466,DL,MIA,CIN,,2,,,,,,,,,,,,,,,,165,1.20
Eyioma Uwazurike,2567535,DL,DEN,JAX,,2,,,,,,,,,,,,,,,,166,1.20
Perrion Winfrey,2567478,DL,DAL,LAC,,2,,,,,,,,,,,,,,,,167,1.20
Isaiah Foskey,2570134,DL,CIN,@MIA,,1,,,,,,,,,,,,,1,,,168,1.10
Mike Green,2573928,DL,BAL,NE,,1,,,,,,,,,,,,,1,,,169,1.10
Rashan Gary,2562376,DL,GB,@CHI,,,,,,,,,,,,,,,2,,,170,1.00
Denico Autry,2550646,DL,HOU,LV,,1,,,,,,,,,,,,,,,,171,0.60
Bryan Bresee,2570128,DL,NO,NYJ,,1,,,,,,,,,,,,,,,,172,0.60
Karl Brooks,2569753,DL,GB,@CHI,,1,,,,,,,,,,,,,,,,173,0.60
Elijah Chatman,2573820,DL,NYG,MIN,,1,,,,,,,,,,,,,,,,174,0.60
DJ Davidson,2567991,DL,NYG,MIN,,1,,,,,,,,,,,,,,,,175,0.60
Marlon Davidson,2563479,DL,HOU,LV,,1,,,,,,,,,,,,,,,,176,0.60
Sheldon Day,2555241,DL,WAS,PHI,,1,,,,,,,,,,,,,,,,177,0.60
Justin Eboigbe,2572468,DL,LAC,@DAL,,1,,,,,,,,,,,,,,,,178,0.60
Clelin Ferrell,2562263,DL,SF,@IND,,1,,,,,,,,,,,,,,,,179,0.60
Leonard Floyd,2555285,DL,ATL,@ARI,,1,,,,,,,,,,,,,,,,180,0.60
Eric Gregory,2574030,DL,NE,@BAL,,1,,,,,,,,,,,,,,,,181,0.60
Ty Hamilton,2574268,DL,LAR,@SEA,,1,,,,,,,,,,,,,,,,182,0.60
Jalyn Holmes,2560744,DL,WAS,PHI,,1,,,,,,,,,,,,,,,,183,0.60
Maurice Hurst,2560748,DL,CLE,BUF,,1,,,,,,,,,,,,,,,,184,0.60
Desjuan Johnson,2569969,DL,LAR,@SEA,,1,,,,,,,,,,,,,,,,185,0.60
Naquan Jones,2566953,DL,HOU,LV,,1,,,,,,,,,,,,,,,,186,0.60
George Karlaftis,2567796,DL,KC,@TEN,,1,,,,,,,,,,,,,,,,187,0.60
Tyquan Lewis,2560791,DL,IND,SF,,1,,,,,,,,,,,,,,,,188,0.60
Roy Lopez,2566133,DL,DET,PIT,,1,,,,,,,,,,,,,,,,189,0.60
James Lynch,2564565,DL,TEN,KC,,1,,,,,,,,,,,,,,,,190,0.60
Rylie Mills,2574569,DL,SEA,LAR,,1,,,,,,,,,,,,,,,,191,0.60
PJ Mustipher,2570939,DL,ARI,ATL,,1,,,,,,,,,,,,,,,,192,0.60
A'Shawn Robinson,2555265,DL,CAR,TB,,1,,,,,,,,,,,,,,,,193,0.60
Jay Tufele,2566172,DL,NYJ,@NO,,1,,,,,,,,,,,,,,,,194,0.60
Tyree Wilson,2570050,DL,LV,@HOU,,1,,,,,,,,,,,,,,,,195,0.60
Christian Barmore,2566328,DL,NE,@BAL,,,,,,,,,,,,,,,1,,,196,0.50
Adam Gotsis,2555502,DL,TB,@CAR,,,,,,,,,,,,,,,1,,,197,0.50
Travis Jones,2567277,DL,BAL,NE,,,,,,,,,,,,,,,1,,,198,0.50
Walter Nolen,2574485,DL,ARI,ATL,,,,,,,,,,,,,,,1,,,199,0.50
Charles Omenihu,2562324,DL,KC,@TEN,,,,,,,,,,,,,,,1,,,200,0.50
Myles Adams,2563620,DL,DET,PIT,,,,,,,,,,,,,,,,,,201,0.00
Adetomiwa Adebawore,2569843,DL,IND,SF,,,,,,,,,,,,,,,,,,202,0.00
McTelvin Agim,2563872,DL,FA,Bye,,,,,,,,,,,,,,,,,,203,0.00
Tommy Akingbesote,2574066,DL,BUF,@CLE,,,,,,,,,,,,,,,,,,204,0.00
Darius Alexander,2574412,DL,NYG,MIN,,,,,,,,,,,,,,,,,,205,0.00
Deslin Alexandre,2570593,DL,FA,Bye,,,,,,,,,,,,,,,,,,206,0.00
Jaylon Allen,2573076,DL,FA,Bye,,,,,,,,,,,,,,,,,,207,0.00
Bradlee Anae,2563821,DL,FA,Bye,,,,,,,,,,,,,,,,,,208,0.00
Evan Anderson,2573524,DL,SF,@IND,,,,,,,,,,,,,,,,,,209,0.00
Felix Anudike-Uzomah,2569930,DL,KC,@TEN,,,,,,,,,,,,,,,,,,210,0.00
Dorance Armstrong,2560959,DL,WAS,PHI,,,,,,,,,,,,,,,,,,211,0.00
Popo Aumavae,2573656,DL,CAR,TB,,,,,,,,,,,,,,,,,,212,0.00
Eric Banks,2564325,DL,FA,Bye,,,,,,,,,,,,,,,,,,213,0.00
Ricky Barber,2574605,DL,WAS,PHI,,,,,,,,,,,,,,,,,,214,0.00
Dante Barnett,2574023,DL,GB,@CHI,,,,,,,,,,,,,,,,,,215,0.00
Tyler Baron,2574431,DL,NYJ,@NO,,,,,,,,,,,,,,,,,,216,0.00
Alex Barrett,2559140,DL,FA,Bye,,,,,,,,,,,,,,,,,,217,0.00
Simeon Barrow Jr.,2573906,DL,MIA,CIN,,,,,,,,,,,,,,,,,,218,0.00
Kyon Barrs,2573891,DL,FA,Bye,,,,,,,,,,,,,,,,,,219,0.00
Kyler Baugh,2573358,DL,PIT,@DET,,,,,,,,,,,,,,,,,,220,0.00
Robert Beal Jr.,2570299,DL,SF,@IND,,,,,,,,,,,,,,,,,,221,0.00
Travis Bell,2569612,DL,FA,Bye,,,,,,,,,,,,,,,,,,222,0.00
Diwun Black,2573924,DL,FA,Bye,,,,,,,,,,,,,,,,,,223,0.00
Philip Blidi,2574144,DL,FA,Bye,,,,,,,,,,,,,,,,,,224,0.00
Quinton Bohanna,2565995,DL,FA,Bye,,,,,,,,,,,,,,,,,,225,0.00
Anthony Booker,2574286,DL,FA,Bye,,,,,,,,,,,,,,,,,,226,0.00
Nick Bosa,2562629,DL,SF,@IND,,,,,,,,,,,,,,,,,,227,0.00
Khristian Boyd,2572309,DL,NO,NYJ,,,,,,,,,,,,,,,,,,228,0.00
Will Bradley-King,2566583,DL,SF,@IND,,,,,,,,,,,,,,,,,,229,0.00
Devin Brandt-Epps,2573957,DL,FA,Bye,,,,,,,,,,,,,,,,,,230,0.00
C.J. Brewer,2569330,DL,TB,@CAR,,,,,,,,,,,,,,,,,,231,0.00
Josiah Bronson,2565690,DL,FA,Bye,,,,,,,,,,,,,,,,,,232,0.00
Vernon Broughton,2574393,DL,NO,NYJ,,,,,,,,,,,,,,,,,,233,0.00
Earnest Brown IV,2566202,DL,DAL,LAC,,,,,,,,,,,,,,,,,,234,0.00
Shakel Brown,2571479,DL,FA,Bye,,,,,,,,,,,,,,,,,,235,0.00
Taven Bryan,2560983,DL,BAL,NE,,,,,,,,,,,,,,,,,,236,0.00
Matthew Butler,2567871,DL,MIA,CIN,,,,,,,,,,,,,,,,,,237,0.00
Solomon Byrd,2572084,DL,HOU,LV,,,,,,,,,,,,,,,,,,238,0.00
Anthony Campbell,2574625,DL,GB,@CHI,,,,,,,,,,,,,,,,,,239,0.00
Xavier Carlton,2574006,DL,FA,Bye,,,,,,,,,,,,,,,,,,240,0.00
Owen Carney,2569011,DL,FA,Bye,,,,,,,,,,,,,,,,,,241,0.00
James Carpenter,2574210,DL,FA,Bye,,,,,,,,,,,,,,,,,,242,0.00
DeWayne Carter,2571853,DL,BUF,@CLE,,,,,,,,,,,,,,,,,,243,0.00
Jalen Carter,2570203,DL,PHI,@WAS,,,,,,,,,,,,,,,,,,244,0.00
Zachary Carter,2567445,DL,ARI,ATL,,,,,,,,,,,,,,,,,,245,0.00
Nelson Ceaser,2572753,DL,FA,Bye,,,,,,,,,,,,,,,,,,246,0.00
Micheal Clemons,2568024,DL,NYJ,@NO,,,,,,,,,,,,,,,,,,247,0.00
Kameron Cline,2564109,DL,FA,Bye,,,,,,,,,,,,,,,,,,248,0.00
Keondre Coburn,2569924,DL,FA,Bye,,,,,,,,,,,,,,,,,,249,0.00
Myles Cole,2572135,DL,FA,Bye,,,,,,,,,,,,,,,,,,250,0.00
L.J. Collier,2562248,DL,ARI,ATL,,,,,,,,,,,,,,,,,,251,0.00
Maliek Collins,2555400,DL,CLE,BUF,,,,,,,,,,,,,,,,,,252,0.00
Keith Cooper Jr.,2574106,DL,CLE,BUF,,,,,,,,,,,,,,,,,,253,0.00
Byron Cowart,2562392,DL,FA,Bye,,,,,,,,,,,,,,,,,,254,0.00
Jaden Crumedy,2571886,DL,CAR,TB,,,,,,,,,,,,,,,,,,255,0.00
Carl Davis,2552280,DL,FA,Bye,,,,,,,,,,,,,,,,,,256,0.00
Devonta Davis,2574184,DL,FA,Bye,,,,,,,,,,,,,,,,,,257,0.00
Domenique Davis,2565501,DL,FA,Bye,,,,,,,,,,,,,,,,,,258,0.00
Jasheen Davis,2574395,DL,FA,Bye,,,,,,,,,,,,,,,,,,259,0.00
Denzel Daxon,2573046,DL,ARI,ATL,,,,,,,,,,,,,,,,,,260,0.00
Matt Dickerson,2561044,DL,JAX,@DEN,,,,,,,,,,,,,,,,,,261,0.00
Fadil Diggs,2574398,DL,NO,NYJ,,,,,,,,,,,,,,,,,,262,0.00
Ethan Downs,2574213,DL,KC,@TEN,,,,,,,,,,,,,,,,,,263,0.00
Michael Dwumfour,2565723,DL,FA,Bye,,,,,,,,,,,,,,,,,,264,0.00
Mario Edwards,2553433,DL,HOU,LV,,,,,,,,,,,,,,,,,,265,0.00
TeRah Edwards,2574509,DL,LAC,@DAL,,,,,,,,,,,,,,,,,,266,0.00
Daniel Ekuale,2561458,DL,PIT,@DET,,,,,,,,,,,,,,,,,,267,0.00
Jordan Elliott,2563779,DL,SF,@IND,,,,,,,,,,,,,,,,,,268,0.00
James Ester,2572657,DL,GB,@CHI,,,,,,,,,,,,,,,,,,269,0.00
Desmond Evans,2574148,DL,FA,Bye,,,,,,,,,,,,,,,,,,270,0.00
Joe Evans,2574641,DL,FA,Bye,,,,,,,,,,,,,,,,,,271,0.00
Joshua Farmer,2574373,DL,NE,@BAL,,,,,,,,,,,,,,,,,,272,0.00
Foley Fatukasi,2560722,DL,HOU,LV,,,,,,,,,,,,,,,,,,273,0.00
Breiden Fehoko,2565030,DL,FA,Bye,,,,,,,,,,,,,,,,,,274,0.00
Viliami Fehoko Jr.,2569702,DL,IND,SF,,,,,,,,,,,,,,,,,,275,0.00
Braden Fiske,2572195,DL,LAR,@SEA,,,,,,,,,,,,,,,,,,276,0.00
Michael Fletcher,2574438,DL,FA,Bye,,,,,,,,,,,,,,,,,,277,0.00
Jonathan Ford,2567592,DL,GB,@CHI,,,,,,,,,,,,,,,,,,278,0.00
Trace Ford,2574422,DL,NYG,MIN,,,,,,,,,,,,,,,,,,279,0.00
Leki Fotu,2564910,DL,HOU,LV,,,,,,,,,,,,,,,,,,280,0.00
Morgan Fox,2556529,DL,FA,Bye,,,,,,,,,,,,,,,,,,281,0.00
