PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Devin Lloyd,2567751,LB,JAX,@DEN,3.54,2.98,0.08,0.28,0.06,,0.06,,,,,,,0.28,0.23,0.45,,8.78,41,46,8.80,0.02
Jaylen Harrell,2572066,LB,TEN,KC,0.9,0.56,0.06,0.23,,,,,,,,,,0.06,0.23,,,2.42,138,47,8.50,6.08
Travon Walker,2567778,LB,JAX,@DEN,,,,,,,,,,,,,,,,,,0.00,385,48,8.50,8.5
Elandon Roberts,2556119,LB,LV,@HOU,2.36,1.59,0.07,0.29,,0.05,,,,,,,,0.05,0.24,,,5.49,86,49,8.20,2.71
Zack Baun,2564664,LB,PHI,@WAS,5.18,3.21,0.16,0.52,0.07,0.13,0.07,,,,,,,0.2,0.39,,,12.26,3,50,8.10,-4.16
Patrick Queen,2563575,LB,PIT,@DET,3.76,3.24,0.12,0.41,0.06,0.12,0.06,,,,,,,0.35,0.35,0.47,,10.19,22,51,7.80,-2.39
Omar Speights,2573743,LB,LAR,@SEA,2.88,2.59,0.06,0.18,,0.06,,,,,,,,0.18,0.06,,,6.95,66,52,7.80,0.85
Que Robinson,2574099,LB,DEN,JAX,0.24,0.18,,,,,,,,,,,,,,,,0.47,193,53,7.70,7.23
Jordan Magee,2572573,LB,WAS,PHI,0.94,0.53,,,,,,,,,,,,,,,,1.73,152,54,7.50,5.77
BJ Ojulari,2570233,LB,ARI,ATL,1.23,0.8,0.18,0.18,,,,,,,,,,0.06,0.31,,,3.26,126,55,7.50,4.24
E.J. Speed,2562955,LB,HOU,LV,1.69,0.71,0.04,0.04,,,,,,,,,,0.16,0.04,,,3.52,119,56,7.50,3.98
Eric Wilson,2559012,LB,MIN,@NYG,3.4,3.27,0.17,0.4,0.07,0.2,0.07,,,,,,,0.07,0.2,,,9.29,29,57,7.30,-1.99
Daiyan Henley,2570281,LB,LAC,@DAL,4.32,3.36,0.06,0.48,0.12,0.06,,,,,,,,0.3,0.24,0.48,,10.85,12,58,7.20,-3.65
Jihaad Campbell,2574455,LB,PHI,@WAS,1.43,1.03,0.05,0.13,,0.07,0.03,,,,,,,0.07,0.1,,,3.56,118,59,6.90,3.34
Zaire Franklin,2561155,LB,IND,SF,2.76,2.49,0.11,0.16,0.05,0.05,,,,,,,,0.21,0.21,0.21,,7.08,64,60,6.70,-0.38
Joe Giles-Harris,2562591,LB,CIN,@MIA,0.97,0.46,,0.11,,0.06,0.06,,,,,,,,,,,2.17,140,61,6.70,4.53
Shemar James,2574077,LB,DAL,LAC,2.28,0.48,0.04,0.18,,,0.04,,,,,,,0.04,0.09,,,4.24,105,62,6.60,2.36
Mykal Walker,2563530,LB,NYJ,@NO,0.51,0.8,,0.11,,0.06,,,,,,,,,,,,1.62,159,63,6.60,4.98
Logan Wilson,2563752,LB,DAL,LAC,1.57,0.66,,0.03,,,0.03,,,,,,,0.06,0.06,0.82,,3.03,128,64,6.60,3.57
Payton Wilson,2572456,LB,PIT,@DET,3.59,1.12,0.06,0.18,0.06,0.06,0.06,,,,,,,0.24,0.12,0.82,,7.61,59,65,6.60,-1.01
Christian Elliss,2567004,LB,NE,@BAL,3.26,2.82,0.25,0.13,0.06,0.06,0.06,,,,,,,0.38,0.69,,,9.05,37,66,5.70,-3.35
Arnold Ebiketie,2567238,LB,ATL,@ARI,1.45,0.79,0.33,0.33,,0.07,0.07,,,,,,,0.13,0.79,,,4.84,94,67,5.50,0.66
Tremaine Edmunds,2560713,LB,CHI,GB,3.4,2.86,0.06,0.3,0.06,0.06,,,,,,,,0.42,0.18,,,8.95,39,68,5.50,-3.45
Anfernee Jennings,2564613,LB,NE,@BAL,1.71,0.94,0.21,0.35,,0.06,,,,,,,,,0.47,,,4.52,97,69,5.50,0.98
Isaiah Stalbird,2573400,LB,NO,NYJ,1.59,0.77,0.12,0.24,0.06,0.06,,,,,,,,0.18,0.18,,,4.41,103,70,5.50,1.09
Jared Verse,2572213,LB,LAR,@SEA,2.06,1.76,0.47,0.59,,0.12,0.12,,,,,,,0.18,1,,,7.46,61,71,5.30,-2.16
Derrick Barnes,2566055,LB,DET,PIT,2.37,2.06,0.12,0.19,,,,,,,,,,0.06,0.31,,,5.62,82,72,5.10,-0.52
Mohamoud Diabate,2570849,LB,CLE,BUF,1.56,1.06,,0.2,,,,,,,,,,0.08,,,,3.48,120,73,5.10,1.62
Samson Ebukam,2558830,LB,IND,SF,1,0.59,0.24,0.18,,0.06,,,,,,,,0.06,0.59,,,3.26,125,74,5.10,1.84
Demetrius Knight Jr.,2574031,LB,CIN,@MIA,4.96,4.03,,0.26,,0.07,,,,,,,,0.07,0.13,,,10.73,14,75,5.10,-5.63
Del'Shawn Phillips,2563179,LB,LAC,@DAL,0.53,0.35,,0.12,,,,,,,,,,0.06,,,,1.34,167,76,5.10,3.76
Jihad Ward,2555248,LB,TEN,KC,0.94,0.59,,,,,,,,,,,,,,,,1.76,151,77,5.10,3.34
Jack Cochrane,2568408,LB,KC,@TEN,0.59,0.29,,,,,,,,,,,,,,,,1.06,175,78,4.80,3.74
Danny Stutsman,2574408,LB,NO,NYJ,1.59,0.77,0.12,0.24,0.06,0.06,,,,,0.06,,,0.18,0.12,,,4.62,95,79,4.80,0.18
Byron Young,2570014,LB,LAR,@SEA,2.41,1.47,0.47,0.71,,0.06,0.06,,,,,,,0.06,0.94,,,7.39,62,80,4.70,-2.69
Cody Barton,2562472,LB,TEN,KC,3.32,2.95,0.05,0.16,0.05,0.05,0.05,,,,,,,0.21,0.16,1.19,,8.13,53,81,4.60,-3.53
Terrel Bernard,2567325,LB,BUF,@CLE,3.74,2.78,0.11,0.34,0.11,,0.06,,,,,,,0.23,0.28,,,9.17,34,82,4.50,-4.67
Baron Browning,2566025,LB,ARI,ATL,1.11,0.68,0.28,0.43,0.06,,0.06,,,,,,,0.06,0.62,,,4.01,111,83,4.50,0.49
Isaiah McDuffie,2566082,LB,GB,@CHI,2.31,1.86,0.06,0.17,,0.06,,,,,,,,0.11,0.23,,,5.56,84,84,4.50,-1.06
Jonah Elliss,2571991,LB,DEN,JAX,1.57,0.93,0.21,0.43,,,,,,,,,,0.14,0.36,,,4.51,99,85,4.20,-0.31
Chris Braswell,2572540,LB,TB,@CAR,0.77,0.41,,,,,,,,,,,,,,,,1.40,164,86,3.60,2.2
Edgerrin Cooper,2572030,LB,GB,@CHI,4.53,2.4,0.3,1,0.07,0.13,0.13,0.07,,,,,,0.4,0.67,2.4,,12.86,1,87,3.60,-9.26
Haason Reddick,2557887,LB,TB,@CAR,0.69,0.4,0.34,0.46,,0.06,,,,,,,,0.06,0.63,,,3.32,122,88,3.60,0.28
Dondrea Tillman,2573875,LB,DEN,JAX,,,,,,,,,,,,,,,,,,0.00,371,89,3.60,3.6
Josh Woods,2561626,LB,ATL,@ARI,,,,,,,,,,,,,,,,,,0.00,404,90,3.60,3.6
Jalyx Hunt,2572378,LB,PHI,@WAS,1.31,0.84,0.14,0.19,,0.09,0.09,,,,,,,0.19,0.38,,,4.10,108,91,3.50,-0.6
Bradley Chubb,2561020,LB,MIA,CIN,2.22,0.86,0.46,0.37,,0.12,0.12,,,,,,,0.06,0.98,,,6.50,73,92,3.30,-3.2
Kaden Elliss,2562901,LB,ATL,@ARI,4.12,1.59,0.32,0.65,0.06,0.12,0.06,,,,,,,0.18,0.71,,,10.24,19,93,3.30,-6.94
Chop Robinson,2572252,LB,MIA,CIN,1.06,0.77,0.53,0.59,,0.06,0.06,,,,,,,0.35,1.06,,,5.67,81,94,3.30,-2.37
Jahlani Tavai,2562755,LB,NE,@BAL,1.1,0.47,,0.08,,0.08,,,,,,,,0.16,,,,2.73,130,95,3.30,0.57
Henry To'oTo'o,2569831,LB,HOU,LV,3.27,2.54,0.06,0.34,,0.06,0.06,,,,,,,0.11,0.11,,,7.66,58,96,3.30,-4.36
Dorian Williams,2569582,LB,BUF,@CLE,1.82,1.32,0.03,0.15,,0.03,0.03,,,,,,,0.03,0.09,,,4.06,110,97,3.30,-0.76
"Kenneth Murray, Jr.",2565063,LB,DAL,LAC,1.69,1.11,0.09,0.2,0.03,,,,,,,,,0.09,0.14,,,4.08,109,98,3.20,-0.88
Jonathon Cooper,2566028,LB,DEN,JAX,2.24,1.53,0.47,0.53,,0.06,,,,,,,,0.06,1.12,,,6.93,67,99,3.10,-3.83
Nick Bellore,2495262,LB,WAS,PHI,0.94,0.53,,,,0.06,,,,,,,,,,,,1.94,146,100,3.00,1.06
Tommy Eichenberg,2572225,LB,LV,@HOU,,,,,,,,,,,,,,,,,,0.00,236,101,3.00,3.0
Shaka Heyward,2570831,LB,CIN,@MIA,,,,,,,,,,,,,,,,,,0.00,260,102,3.00,3.0
Troy Dye,2564535,LB,LAC,@DAL,1.93,1.2,0.17,0.13,,,,,,,,,,,0.2,,,4.25,104,103,2.70,-1.55
Dre Greenlaw,2562428,LB,DEN,JAX,4.85,1.92,,0.15,,,,,,,,,,0.15,0.15,,,9.10,36,104,2.70,-6.4
Derick Hall,2570329,LB,SEA,LAR,1.43,1.21,0.43,0.36,,0.07,0.07,0.07,0.07,,0.07,,,,1,,0.07,5.93,77,105,2.70,-3.23
Jordan Turner,2574101,LB,DEN,JAX,,,,,,,,,,,,,,,,,,0.00,376,106,2.70,2.7
D.J. Wonnum,2564583,LB,CAR,TB,1.75,1.52,0.35,0.29,,0.06,,,,,,,,0.12,0.76,,,5.56,85,107,2.70,-2.86
Odafe Oweh,2565848,LB,LAC,@DAL,1.42,0.83,0.47,0.42,,0.12,,,,,,,,,1.07,,,5.15,91,108,2.60,-2.55
Yaya Diaby,2570344,LB,TB,@CAR,2.41,0.94,0.47,0.76,,0.06,0.06,,,,,,,,1.06,,,7.06,65,109,2.50,-4.56
Kyle Van Noy,2543699,LB,BAL,NE,1.26,0.96,0.36,0.48,,0.06,0.06,,,,,,,0.18,0.72,,,4.99,92,110,2.50,-2.49
Cameron Goode,2567892,LB,MIA,CIN,0.29,0.24,,,,,,,,,,,,,,,,0.58,192,111,2.40,1.82
Yasir Abdullah,2569891,LB,JAX,@DEN,0.37,0.14,0.02,0.02,,,,,,,,,,0.01,0.05,,,0.76,186,112,2.10,1.34
Jerome Baker,2560966,LB,CLE,BUF,1.53,1.02,0.05,0.07,,0.04,,,,,,,,0.11,0.11,,,3.58,117,113,2.10,-1.48
Nakobe Dean,2568072,LB,PHI,@WAS,4.58,2.71,0.16,0.52,0.06,0.06,0.13,,,,,,,0.26,0.32,,,10.96,11,114,2.10,-8.86
Dante Fowler Jr.,2553431,LB,DAL,LAC,1,0.82,0.29,0.35,,0.12,,,,,,,,0.12,0.59,,,4.11,107,115,2.10,-2.01
Khalid Kareem,2563734,LB,ATL,@ARI,,,,,,,,,,,,,,,,,,0.00,288,116,2.10,2.1
Tyrice Knight,2572525,LB,SEA,LAR,1.16,0.77,0.04,0.08,,0.02,0.02,,,,,,,0.05,0.11,,,2.67,132,117,2.10,-0.57
Connor O'Toole,2574571,LB,SEA,LAR,,,,,,,,,,,,,,,,,,0.00,319,118,2.10,2.1
DeMarvion Overshown,2569705,LB,DAL,LAC,3.64,1.86,0.3,0.45,0.07,0.07,0.07,,,,,,,0.22,0.45,,,9.19,33,119,2.10,-7.09
Sione Takitaki,2562753,LB,MIN,@NYG,,,,,,,,,,,,,,,,,,0.00,366,120,2.10,2.1
Shaq Thompson,2552447,LB,BUF,@CLE,3.06,1.61,0.15,0.46,0.08,0.15,0.08,,,,,,,0.31,0.23,,,8.32,51,121,2.10,-6.22
Pete Werner,2566358,LB,NO,NYJ,2.6,1.67,,0.14,,,,,,,,,,0.05,,,,5.24,90,122,2.10,-3.14
Josh Hines-Allen,2562619,LB,JAX,@DEN,1.94,1.24,0.47,0.65,0.06,0.12,0.06,,,,,,,0.12,1.06,0.71,,7.11,63,123,2.00,-5.11
Carson Bruener,2574490,LB,PIT,@DET,0.53,0.41,,,,,,,,,,,,0.06,,,,1.19,169,124,1.80,0.61
Darius Muasau,2572339,LB,NYG,MIN,3.63,1.6,,0.34,,0.08,0.08,,,,,,,0.17,0.17,,,7.79,56,125,1.80,-5.99
Quinton Bell,2562908,LB,MIA,CIN,0.27,0.22,,0.11,,,,,,,,,,,,,,0.70,188,126,1.70,1.0
Nik Bonitto,2567517,LB,DEN,JAX,3.19,1.38,0.81,0.88,0.06,0.13,0.06,,,,,,,0.38,1.38,2.06,,10.99,9,127,1.70,-9.29
Krys Barnes,2563971,LB,CAR,TB,0.79,0.97,0.06,0.06,,,,,,,,,,0.06,0.12,,,2.19,139,128,1.50,-0.69
Tyler Batty,2574338,LB,MIN,@NYG,0.53,0.35,,,,,,,,,,,,,,,,1.01,176,129,1.50,0.49
Damone Clark,2567493,LB,HOU,LV,1.77,1.06,0.05,0.1,,,,,,,,,,0.1,0.15,,,3.87,115,130,1.50,-2.37
Dennis Gardeck,2561200,LB,JAX,@DEN,2,0.86,0.14,0.21,,0.07,,,,,,,,,0.21,,,4.46,101,131,1.50,-2.96
Jamal Hill,2572096,LB,HOU,LV,0.35,0.24,,,,,,,,,,,,,,,,0.67,190,132,1.50,0.83
Jacob Hummel,2569390,LB,BAL,NE,0.47,0.41,,0.18,,,,,,,,,,,,,,1.22,168,133,1.50,0.28
Kobe King,2574352,LB,NYJ,@NO,0.51,0.34,,0.06,0.06,,,,,,,,,0.06,,,,1.42,163,134,1.50,0.08
Dorian Mausi,2574354,LB,TEN,KC,,,,,,,,,,,,,,,,,,0.00,302,135,1.50,1.5
Ventrell Miller,2569906,LB,JAX,@DEN,2.53,1.12,,0.18,,0.06,0.06,,,,,,,0.12,,,,5.31,89,136,1.50,-3.81
Von Miller,2495202,LB,WAS,PHI,1.31,0.38,0.47,0.5,,0.06,,,,,,,,0.06,0.69,,,4.59,96,137,1.50,-3.09
David Ojabo,2567301,LB,BAL,NE,0.47,0.35,0.2,0.12,,0.06,,,,,,,,,0.47,,,1.94,147,138,1.50,-0.44
Segun Olubi,2569263,LB,IND,SF,2.06,0.76,,0.06,,0.06,0.06,,,,,,,,,,,3.91,114,139,1.50,-2.41
Owen Pappoe,2570227,LB,ARI,ATL,0.53,0.82,,0.12,,0.06,,,,,,,,,0.06,,,1.71,154,140,1.50,-0.21
Jaelan Phillips,2566289,LB,PHI,@WAS,3.33,1.33,0.33,0.42,,,,,,,,,,0.17,0.75,,,7.88,55,141,1.50,-6.38
Noah Sewell,2569633,LB,CHI,GB,0.75,0.45,,0.08,,0.03,,,,,,,,,,,,1.62,158,142,1.50,-0.12
Josaiah Stewart,2574278,LB,LAR,@SEA,0.77,0.41,,0.06,0.06,,,,,,,,,0.06,,,,1.85,149,143,1.50,-0.35
Austin Ajiake,2571766,LB,IND,SF,0.57,0.29,,0.36,,,,,,,,,,,0.14,,,1.64,156,144,1.20,-0.44
Oren Burks,2560984,LB,CIN,@MIA,1.88,0.81,0.06,0.13,,0.06,,,,,,,,0.19,0.25,,,4.43,102,145,1.20,-3.23
Jaylan Ford,2572315,LB,NO,NYJ,1.59,0.77,0.12,0.12,,0.06,,,,,,,,0.18,0.06,,,3.96,112,146,1.20,-2.76
Luke Gifford,2562942,LB,SF,@IND,2.76,1.61,,,0.06,,,,,,,,,0.19,0.06,,,5.82,79,147,1.20,-4.62
Eric Kendricks,2552312,LB,SF,@IND,,,,,,,,,,,,,,,,,,0.00,289,148,1.20,1.2
Khalil Mack,2543463,LB,LAC,@DAL,1.06,1,0.35,0.35,,0.12,0.06,,,,,,,0.47,0.82,,,5.48,87,149,1.20,-4.28
Ivan Pace Jr.,2571210,LB,MIN,@NYG,3.59,2.12,0.18,0.35,0.06,0.06,0.06,,,,,,,0.12,0.47,0.41,,8.57,44,150,1.20,-7.37
Jeremiah Trotter Jr.,2572396,LB,PHI,@WAS,0.56,0.32,0.02,0.04,,,,,,,,,,0.02,,,,1.18,172,151,1.20,0.02
Uchenna Nwosu,2560826,LB,SEA,LAR,0.83,0.44,0.28,0.22,,0.11,,,,,,,,0.11,0.5,,,3.31,123,152,1.10,-2.21
Kain Medrano,2574616,LB,WAS,PHI,0.94,0.53,,,,,,,,,,,,,,,,1.73,153,153,1.00,-0.73
Tavius Robinson,2569567,LB,BAL,NE,3.7,1.43,0.3,0.38,,0.15,0.08,,,,,,,0.08,0.6,,,8.68,43,154,1.00,-7.68
Zaire Barnes,2570185,LB,NYG,MIN,1.38,1.02,0.03,0.09,,0.03,,,,,,,,0.06,0.09,,,3.18,127,155,0.60,-2.58
Jeffrey Bassa,2574239,LB,KC,@TEN,0.59,0.29,0.09,,,0.06,0.06,,,,,,,0.06,,,,1.66,155,156,0.60,-1.06
K.J. Britt,2566559,LB,MIA,CIN,1.44,0.67,,0.1,,,,,,,,,,0.1,0.1,,,3.01,129,157,0.60,-2.41
John Bullock,2574582,LB,FA,Bye,,,,,,,,,,,,,,,,,,,214,158,0.60,
Chaz Chambliss,2574342,LB,MIN,@NYG,0.53,0.35,,,,,,,,,,,,,,,,1.01,177,159,0.60,-0.41
Branson Combs,2574211,LB,JAX,@DEN,,,,,,,,,,,,,,,,,,0.00,227,160,0.60,0.6
Jake Hansen,2568870,LB,HOU,LV,0.35,0.24,,0.06,,,,,,,,,,,0.12,,,0.82,182,161,0.60,-0.22
Christian Harris,2567679,LB,HOU,LV,0.79,0.52,0.04,0.05,0.02,0.02,,,,,,,,0.11,0.09,,,2.11,142,162,0.60,-1.51
Cole Holcomb,2562872,LB,PIT,@DET,2.73,1.53,0.13,0.2,0.07,0.13,0.07,,,,,,,0.07,0.4,,,6.72,71,163,0.60,-6.12
Marist Liufau,2571979,LB,DAL,LAC,1.89,1.16,0.13,0.26,0.05,0.05,0.05,0.05,,,,,,0.26,0.26,,,5.56,83,164,0.60,-4.96
Jeremiah Moon,2567292,LB,PIT,@DET,0.48,0.37,,,,,,,,,,,,,,,,0.94,179,165,0.60,-0.34
Maema Njongmeta,2573013,LB,CAR,TB,0.97,0.46,,0.11,,0.06,0.11,,,,0.06,,,,,,,2.46,137,166,0.60,-1.86
Trevor Nowaske,2570978,LB,DET,PIT,,,,,,,,,,,,,,,,,,0.00,318,167,0.60,0.6
Grant Stuard,2566568,LB,DET,PIT,0.12,0.18,,0.18,,0.06,,,,,,,,,,,,0.77,185,168,0.60,-0.17
Josh Sweat,2560889,LB,ARI,ATL,1.8,0.51,0.62,0.68,,0.23,0.06,,,,,,,,1.07,,,6.67,72,169,0.60,-6.07
Dallas Turner,2572282,LB,MIN,@NYG,2.33,1.2,0.38,0.23,,0.08,,,,,,,,0.08,1.05,,,6.33,74,170,0.60,-5.73
Princely Umanmielen,2574003,LB,CAR,TB,0.82,0.47,0.21,0.18,,,0.06,,,,,,,,0.47,,,2.50,135,171,0.60,-1.9
Nolan Smith,2570212,LB,PHI,@WAS,1.46,1.29,0.39,0.45,,0.11,0.11,,,,,,,0.23,0.9,,,5.94,76,172,0.50,-5.44
Mitchell Agude,2571111,LB,FA,Bye,,,,,,,,,,,,,,,,,,,194,173,0.00,
Azeez Al-Shaair,2562462,LB,HOU,LV,,,,,,,,,,,,,,,,,,0.00,195,174,0.00,0.0
Troy Andersen,2567235,LB,ATL,@ARI,1.29,1.16,,0.04,,,,,,,,,,,,,,2.69,131,175,0.00,-2.69
Liam Anderson,2570521,LB,CIN,@MIA,,,,,,,,,,,,,,,,,,0.00,196,176,0.00,0.0
Joe Andreessen,2573632,LB,BUF,@CLE,0.53,0.35,,0.18,,0.12,0.06,0.06,,,,,,,,,,2.00,145,177,0.00,-2.0
Kam Arnold,2574604,LB,KC,@TEN,,,,,,,,,,,,,,,,,,0.00,197,178,0.00,0.0
Brian Asamoah II,2567901,LB,CIN,@MIA,,,,,,,,,,,,,,,,,,0.00,198,179,0.00,0.0
Eugene Asante,2574317,LB,ATL,@ARI,,,,,,,,,,,,,,,,,,0.00,199,180,0.00,0.0
Joe Bachie,2564661,LB,TEN,KC,0.41,0.19,0.01,0.02,0.01,,,,,,,,,0.02,0.02,0.11,,0.88,180,181,0.00,-0.88
