PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Justin Reid,2560851,DB,NO,NYJ,3.8,1.58,0.06,0.25,0.13,,,,,,,,,0.51,0.19,1.96,,9.03,26,47,10.60,1.57
Kemon Hall,2562975,DB,TEN,KC,,,,,,,,,,,,,,,,,,0.00,371,48,10.50,10.5
Cole Bishop,2571850,DB,BUF,@CLE,2.88,2.07,,0.2,0.07,0.07,,,,,,,,0.33,,1.07,,7.21,73,49,10.20,2.99
Malik Hooker,2558060,DB,DAL,LAC,2.88,1.56,,0.13,0.13,,0.06,,,,,,,0.25,,2.06,,6.66,92,50,10.20,3.54
Benjamin Morrison,2574592,DB,TB,@CAR,0.45,0.51,,,,,,,,,,,,0.06,,,,1.13,216,51,10.20,9.07
Montaric Brown,2567727,DB,JAX,@DEN,1.18,0.52,,,0.1,,,,,,,,,0.41,,0.62,,3.48,157,52,10.10,6.62
Nate Wiggins,2571847,DB,BAL,NE,2.08,0.79,,,0.17,0.06,,0.06,,,,,,0.9,,4.33,,7.03,75,53,10.10,3.07
Isaiah Rodgers,2564142,DB,MIN,@NYG,1.59,0.65,,0.06,0.06,0.06,,,,,,,,0.29,,0.59,,4.03,145,54,10.00,5.97
Kevin Byard,2555158,DB,CHI,GB,4.53,2.41,0.06,0.12,0.06,,0.06,,,,,,,0.24,0.12,0.53,,9.49,20,55,9.90,0.41
Jacob Parrish,2574594,DB,TB,@CAR,2.94,0.94,0.16,0.38,0.06,,,,,,,,,0.25,,,,6.70,91,56,9.80,3.1
Rasul Douglas,2558168,DB,MIA,CIN,1.65,0.53,,,0.12,0.06,,,,,,,,0.29,,2.12,,4.22,140,57,8.80,4.58
Xavier McKinney,2564766,DB,GB,@CHI,2.97,1.43,0.06,0.11,0.23,0.06,0.06,0.06,,,,,,0.57,0.11,5.54,,8.58,39,58,8.80,0.22
Benjamin St-Juste,2566604,DB,LAC,@DAL,1.06,0.53,,,,,,,,,,,,0.18,,,,2.36,185,59,8.80,6.44
Jevon Holland,2566283,DB,NYG,MIN,3.36,1.44,0.06,0.18,0.06,0.06,0.06,,,,,,,0.3,0.18,2.04,,7.68,60,60,8.70,1.02
Tre'von Moehrig,2566268,DB,CAR,TB,3.94,2.19,0.06,0.34,0.17,,0.06,0.06,,,,,,0.56,0.11,3.15,,10.31,14,61,8.70,-1.61
Isaiah Pola-Mao,2568993,DB,LV,@HOU,3.33,1.54,0.05,0.1,0.05,0.1,0.05,,,,,,,0.29,0.1,1.16,,7.56,64,62,8.70,1.14
Denzel Burke,2574477,DB,ARI,ATL,0.71,1.68,,0.06,0.19,,,,,,,,,0.13,,,,3.15,166,63,8.63,5.48
Tony Jefferson,2540164,DB,LAC,@DAL,0.29,0.21,,,,,,,,,,,,0.21,,,,1.09,218,64,8.40,7.31
Kam Curl,2565270,DB,LAR,@SEA,3.31,1.81,0.06,0.13,0.06,0.06,0.06,,,,,,,0.5,0.19,1.06,,8.23,49,65,8.30,0.07
D.J. Ivey,2569660,DB,CIN,@MIA,0.24,0.24,,,0.06,,,,,,,,,0.12,,,,1.01,222,66,8.20,7.19
Kool-Aid McKinstry,2572321,DB,NO,NYJ,2.35,0.76,,0.18,0.12,,,0.06,,,,,,0.59,,2.71,,6.48,98,67,8.20,1.72
Paulson Adebo,2566346,DB,NYG,MIN,5.03,1.2,,0.15,0.3,,,0.08,,,,,,1.13,0.08,5.56,,12.91,1,68,8.10,-4.81
Calen Bullock,2572081,DB,HOU,LV,3.7,1.19,,0.06,0.19,0.06,0.06,,,,,,,0.75,,4.14,,9.30,23,69,8.10,-1.2
Bryan Cook,2567787,DB,KC,@TEN,2.65,0.95,,0.05,0.05,,0.05,,,,,,,0.2,,0.35,,5.36,123,70,8.10,2.74
Ja'Quan McMillian,2568747,DB,DEN,JAX,3.15,1.07,0.06,0.28,0.11,0.06,0.06,,,,,,,0.45,0.11,1.69,,7.80,58,71,8.10,0.3
Malik Mustapha,2572504,DB,SF,@IND,1.27,0.93,,0.03,0.03,0.03,,,,,,,,0.13,,0.3,,3.05,169,72,8.00,4.95
DJ Turner II,2569654,DB,CIN,@MIA,2.6,0.73,0.08,0.16,0.08,,,,,,,,,0.65,0.08,1.87,,6.75,88,73,8.00,1.25
Nate Hobbs,2566259,DB,GB,@CHI,2.92,1.28,0.06,0.12,0.06,0.06,,,,,,,,0.35,0.12,0.82,,6.83,83,74,7.80,0.97
Chuck Clark,2558248,DB,PIT,@DET,1.66,0.74,,0.06,0.06,0.06,,,,,,,,0.12,,,,3.74,153,75,7.70,3.96
Will Johnson,2574484,DB,ARI,ATL,2.82,1,,0.06,0.12,,,,,,,,,0.53,,2.18,,6.74,89,76,7.70,0.96
Byron Murphy,2562318,DB,MIN,@NYG,2.76,1.08,,0.24,0.24,0.06,0.06,0.06,,,,,,0.78,,4.26,,8.59,38,77,7.70,-0.89
Jamel Dean,2562556,DB,TB,@CAR,2.89,0.98,,,0.06,,,,,,,,,0.49,,1.42,,6.41,100,78,7.60,1.19
Myles Harden,2571952,DB,CLE,BUF,1.38,0.75,,,,,,,,,,,,0.13,,,,2.85,175,79,7.60,4.75
Daxton Hill,2567451,DB,CIN,@MIA,3.93,1.43,0.15,0.15,0.08,,,,,,,,,0.68,0.3,1.28,,9.45,21,80,7.60,-1.85
Talanoa Hufanga,2566529,DB,DEN,JAX,5.17,2.3,,0.1,0.1,,,,,,,,,0.48,0.1,,,10.89,6,81,7.60,-3.29
Dee Alford,2567244,DB,ATL,@ARI,1.74,0.83,,0.08,,,,,,,,,,0.38,,,,4.18,141,82,7.50,3.32
Julian Love,2562414,DB,SEA,LAR,4.53,1.82,,0.18,0.18,0.12,0.06,,,,,,,0.59,,2.47,,10.82,8,83,7.50,-3.32
Cameron Mitchell,2569684,DB,IND,SF,0.98,0.61,,0.09,0.05,,,,,,,,,0.14,,,,2.50,183,84,7.50,5.0
Dane Belton,2567988,DB,NYG,MIN,2.37,2.58,0.05,0.05,0.05,0.1,0.05,,,,,,,0.26,,,,6.50,97,85,7.20,0.7
Dean Clark,2574433,DB,NYJ,@NO,0.34,0.46,,0.11,,0.06,,,,,,,,0.06,0.06,,,1.34,209,86,7.20,5.86
Trevon Diggs,2563836,DB,GB,@CHI,3.26,0.7,,,0.18,,,,,,,,,1.06,,1.41,,8.64,35,87,7.20,-1.44
P.J. Locke,2563012,DB,DEN,JAX,1.49,0.97,0.06,0.06,0.06,0.06,,,,,,,,0.06,0.06,,,3.63,155,88,7.20,3.57
Tykee Smith,2572555,DB,TB,@CAR,4.87,2.73,0.1,0.33,0.07,,0.07,,,,,,,0.53,0.2,1.07,,11.41,4,89,7.20,-4.21
Mekhi Blackmon,2570086,DB,IND,SF,3.06,1.02,,0.34,0.23,0.11,0.11,0.11,,,,,,1.02,,5.09,,10.17,16,90,7.00,-3.17
Jeremy Chinn,2563632,DB,LV,@HOU,3.58,1.97,0.05,0.25,0.05,0.05,0.1,,,,,,,0.2,0.15,,,8.05,52,91,6.90,-1.15
Jaylen Watson,2567811,DB,KC,@TEN,1.21,0.67,,0.06,0.06,,,,,,,,,0.3,,1.34,,3.31,163,92,6.90,3.59
Lathan Ransom,2573997,DB,CAR,TB,2.06,0.88,,0.06,,0.13,0.06,,,,,,,0.13,0.06,,,4.58,134,93,6.77,2.19
Markquese Bell,2568666,DB,DAL,LAC,1.37,0.89,,,,,,,,,,,,,,,,2.59,181,94,6.70,4.11
Jourdan Lewis,2557920,DB,JAX,@DEN,2.25,1.94,0.06,0.13,0.06,0.06,0.06,,,,,,,0.44,0.13,2.88,,6.60,94,95,6.70,0.1
Jalen Ramsey,2555280,DB,PIT,@DET,4.76,1.77,0.09,0.56,0.19,,,,,,,,,0.93,0.19,4.11,,12.44,2,96,6.70,-5.74
Tre'Davious White,2557867,DB,BUF,@CLE,1.42,1.04,,,0.07,,,,0.07,,,,,0.22,,,0.07,3.83,151,97,6.70,2.87
Rock Ya-Sin,2562614,DB,DET,PIT,2.15,0.56,,,0.08,,,,,,,,,0.48,,1.11,,5.08,126,98,6.70,1.62
Jaquan Brisker,2567370,DB,CHI,GB,3.77,1.53,0.09,0.24,0.06,0.06,0.06,,,,,,,0.24,0.24,,,8.31,46,99,6.60,-1.71
Eric Murray,2555173,DB,JAX,@DEN,3.44,1.75,0.06,0.06,0.06,0.06,,,,,,,,0.5,0.19,,,8.19,50,100,6.60,-1.59
Donovan Wilson,2562604,DB,DAL,LAC,2.63,2.31,0.19,0.25,0.06,0.13,0.06,,,,,,,0.25,0.31,0.5,,7.61,61,101,6.60,-1.01
Quinyon Mitchell,2572387,DB,PHI,@WAS,2.47,0.93,,,0.12,0.06,0.06,0.06,,,,,,0.86,,3.64,,7.46,66,102,6.50,-0.96
Nick Cross,2567700,DB,IND,SF,4.51,3.01,,0.39,0.11,0.06,,,,,,,,0.33,,1.23,,10.62,12,103,6.30,-4.32
Jessie Bates,2560970,DB,ATL,@ARI,4.69,2.34,,0.19,0.25,0.19,0.06,0.06,,,,,,0.62,0.06,4.01,,12.28,3,104,6.10,-6.18
Will Harris,2562395,DB,WAS,PHI,3.43,1.41,,0.11,0.06,,0.06,,,,,,,0.39,,0.45,,7.42,67,105,6.10,-1.32
Craig Woodson,2574389,DB,NE,@BAL,3.41,2.12,,0.29,0.06,,,,,,,,,0.12,0.06,1.41,,7.41,68,106,6.10,-1.31
Jaden Hicks,2572171,DB,KC,@TEN,3.88,1.08,,0.34,0.11,,,,,,,,,0.4,,2.62,,8.45,40,107,6.00,-2.45
Jaycee Horn,2565893,DB,CAR,TB,2.06,1.03,0.06,0.23,0.17,,,0.06,,,,,,0.69,0.11,3.2,,6.89,79,108,6.00,-0.89
Jaylon Johnson,2563701,DB,CHI,GB,2.22,0.48,,0.12,0.12,0.06,,,,,,,,0.54,,2.28,,5.85,112,109,6.00,0.15
Jordan Clark,2574434,DB,NYJ,@NO,,,,,,,,,,,,,,,,,,0.00,311,110,5.70,5.7
Jason Marshall Jr.,2574327,DB,MIA,CIN,1.43,0.86,,,,,,,,,,,,0.14,,,,3.01,171,111,5.70,2.69
Chau Smith-Wade,2571895,DB,CAR,TB,1.68,0.96,,0.12,0.06,0.06,,,,,,,,0.24,,,,4.30,139,112,5.70,1.4
Xavier Watts,2573921,DB,ATL,@ARI,4,1.23,,0.12,0.12,,,,,,,,,0.35,0.06,2.12,,8.31,47,113,5.70,-2.61
Emmanuel Forbes,2570371,DB,LAR,@SEA,1.61,0.64,,,,,,,,,,,,0.21,,,,3.32,162,114,5.50,2.18
Tyrique Stevenson,2569627,DB,CHI,GB,3.1,1.46,,0.06,0.18,0.06,,0.06,,,,,,0.79,,3.71,,8.79,32,115,5.50,-3.29
A.J. Terrell,2563527,DB,ATL,@ARI,2.35,0.82,,0.18,0.06,,,,,,,,,0.47,,1.06,,5.71,116,116,5.50,-0.21
Ronnie Hickman Jr.,2570867,DB,CLE,BUF,3.36,1.37,0.06,0.06,0.06,,0.06,,,,,,,0.12,0.19,1.5,,6.79,85,117,5.40,-1.39
Jay Ward,2570089,DB,MIN,@NYG,1.32,0.88,,,0.15,,,,,,,,,0.44,,,,4.13,143,118,5.40,1.27
Eric Stokes,2566097,DB,LV,@HOU,1.44,0.66,,,,,,,,,,,,0.09,,,,2.78,177,119,5.20,2.42
Jamal Adams,2557979,DB,LV,@HOU,2.53,0.52,0.15,0.22,0.07,0.07,0.07,,,,,,,0.3,0.37,1.04,,6.27,106,120,5.10,-1.17
Myles Bryant,2564592,DB,HOU,LV,1.91,0.64,,0.09,,,,,,,,,,0.18,,,,3.83,149,121,5.10,1.27
Brandin Echols,2565726,DB,PIT,@DET,1.92,0.66,,0.06,0.06,,,,,,,,,0.3,,0.96,,4.36,137,122,5.10,0.74
Adoree' Jackson,2558065,DB,PHI,@WAS,1.97,0.86,,0.06,,0.06,0.06,,,,,,,0.43,,,,4.91,128,123,5.10,0.19
Jack Jones,2567940,DB,MIA,CIN,2.74,1.19,,0.21,0.21,,,0.07,,,,,,0.91,0.07,5.05,,8.63,36,124,5.10,-3.53
Kamren Kinchens,2572204,DB,LAR,@SEA,3.4,1.65,,0.05,0.1,0.05,0.05,,,,,,,0.3,,2.95,,7.59,63,125,5.10,-2.49
Reddy Steward,2572974,DB,DAL,LAC,,,,,,,,,,,,,,,,,,0.00,572,126,5.10,5.1
Taron Johnson,2560766,DB,BUF,@CLE,3.79,1.54,0.06,0.13,0.13,0.06,0.06,,,,,,,0.45,0.06,1.73,,8.86,30,127,4.80,-4.06
Dante Trader Jr.,2574334,DB,MIA,CIN,2.6,1.97,,,,0.16,0.08,,,,,,,0.24,,,,6.32,104,128,4.80,-1.52
Trikweze Bridges,2574506,DB,DAL,LAC,,,,,,,,,,,,,,,,,,0.00,285,129,4.60,4.6
Cobie Durant,2567826,DB,LAR,@SEA,2.14,1,0.07,0.21,0.14,0.07,,0.07,,,,,,0.71,0.21,4.79,,7.32,71,130,4.60,-2.72
Ashtyn Davis,2564793,DB,MIA,CIN,2.23,1.59,,0.11,0.11,0.11,0.11,0.11,,,,,,0.21,,6.27,,6.52,96,131,4.50,-2.02
Noah Igbinoghene,2564457,DB,WAS,PHI,1.64,1.3,,,0.09,,,,,,,,,0.43,,,,4.63,133,132,4.50,-0.13
Greg Newsome II,2565980,DB,JAX,@DEN,2,0.69,,0.08,0.08,,,,,,,,,0.46,,1,,5.00,127,133,4.50,-0.5
Malaki Starks,2573952,DB,BAL,NE,4.33,1.89,0.06,0.22,0.06,0.06,0.06,,,,,,,0.28,0.17,0.83,,9.37,22,134,4.50,-4.87
Darious Williams,2561469,DB,LAR,@SEA,2.36,0.6,,0.08,0.08,,,0.04,,,,,,0.48,,1.76,,5.72,115,135,4.50,-1.22
Grant Delpit,2563773,DB,CLE,BUF,3.69,2.03,0.05,0.32,0.05,,0.05,,,,,,,0.11,0.21,0.75,,7.96,54,136,4.20,-3.76
Akayleb Evans,2567913,DB,CAR,TB,,,,,,,,,,,,,,,,,,0.00,341,137,4.20,4.2
Avonte Maddox,2560795,DB,DET,PIT,4.33,1.49,,0.3,0.15,0.3,0.15,,,,,,,0.45,,,,10.69,9,138,4.20,-6.49
Amik Robertson,2564430,DB,DET,PIT,2.3,0.62,0.06,0.19,0.06,0.06,,,,,,,,0.5,0.06,1.12,,5.96,111,139,4.20,-1.76
Darrell Baker Jr.,2569161,DB,TEN,KC,1.56,0.5,,,,,,,,,,,,0.13,,,,2.97,172,140,4.00,1.03
Coby Bryant,2568234,DB,SEA,LAR,4.88,1.59,0.06,0.18,0.12,0.06,,,,,,,,0.47,0.18,2.71,,10.65,11,141,3.90,-6.75
Brandon Stephens,2565851,DB,NYJ,@NO,2.55,0.65,0.05,0.05,0.05,,,,,,,,,0.54,0.11,1.62,,6.02,109,142,3.90,-2.12
Reed Blankenship,2568057,DB,PHI,@WAS,3.6,1.93,,0.07,0.2,,0.07,,,,,,,0.4,,,,8.43,41,143,3.60,-4.83
Johnathan Edwards,2574186,DB,IND,SF,,,,,,,,,,,,,,,,,,0.00,337,144,3.60,3.6
C.J. Gardner-Johnson,2562588,DB,CHI,GB,,,,,,,,,,,,,,,,,,0.00,355,145,3.60,3.6
Antonio Hamilton,2556804,DB,WAS,PHI,0.9,0.29,,,0.05,,,,,,,,,0.1,,,,1.95,197,146,3.60,1.65
Deommodore Lenoir,2566535,DB,SF,@IND,2.73,1.59,,0.1,0.1,,,,,,,,,0.5,,1.78,,6.86,81,147,3.60,-3.26
Kenny Moore II,2558976,DB,IND,SF,3.06,1.5,0.06,0.24,0.18,,0.06,,,,,,,0.42,0.12,1.98,,7.84,56,148,3.60,-4.24
George Odum,2561131,DB,IND,SF,0.33,0.28,,,,,,,,,,,,,,,,0.66,234,149,3.60,2.94
Andru Phillips,2572348,DB,NYG,MIN,2.76,1.59,0.06,0.29,0.06,0.06,,0.06,,,,,,0.18,0.12,1.65,,6.87,80,150,3.60,-3.27
Darien Porter,2574306,DB,LV,@HOU,2.68,0.84,,,0.15,0.08,,,,,,,,0.61,,1.45,,6.90,78,151,3.60,-3.3
Jeremy Reaves,2561394,DB,WAS,PHI,2.61,2.16,,0.07,0.07,0.07,,,,,,,,0.2,0.2,,,6.41,101,152,3.60,-2.81
Marcus Williams,2558847,DB,LAC,@DAL,,,,,,,,,,,,,,,,,,0.00,621,153,3.60,3.6
Kendell Brooks,2571050,DB,TEN,KC,3.28,1.87,,,,,,,,,,,,0.31,,,,6.82,84,154,3.30,-3.52
Kevin Knowles,2574249,DB,KC,@TEN,,,,,,,,,,,,,,,,,,0.00,438,155,3.10,3.1
Tyson Campbell,2566151,DB,CLE,BUF,3.08,1.4,,0.15,0.15,,,,,,,,,0.51,,1.03,,7.52,65,156,3.00,-4.52
Antonio Johnson,2569879,DB,JAX,@DEN,2.88,1.53,,,0.09,,,,,,,,,,,,,5.55,118,157,3.00,-2.55
Nick McCloud,2566638,DB,CHI,GB,1.13,0.57,,,,,,,,,,,,0.1,,,,2.29,187,158,3.00,0.71
Harrison Smith,2532948,DB,MIN,@NYG,3.24,1.68,0.09,0.12,0.12,0.06,,,,,,,,0.48,0.12,0.54,,8.14,51,159,3.00,-5.14
Tycen Anderson,2567442,DB,CIN,@MIA,0.24,0.24,,,,,,,,,,,,,,,,0.50,240,160,2.70,2.2
Jordan Hancock,2573960,DB,BUF,@CLE,1.78,1.11,,,,,,,,,,,,,,,,3.34,161,161,2.70,-0.64
Amani Hooker,2562666,DB,TEN,KC,2.72,1.66,,0.2,0.13,0.07,0.07,,,,,,,0.47,0.07,1.33,,7.40,69,162,2.70,-4.7
Garrett Williams,2570221,DB,ARI,ATL,2.22,0.96,,,0.18,0.06,,,,,,,,0.48,,1.38,,5.99,110,163,2.70,-3.29
Cordale Flott,2567997,DB,NYG,MIN,1.79,1.14,,0.08,0.16,,,,,,,,,0.57,,0.98,,5.51,121,164,2.50,-3.01
Jaylon Jones,2569870,DB,IND,SF,2.76,1.24,,0.12,0.06,,,,,,,,,0.41,,0.65,,6.32,103,165,2.50,-3.82
Marcus Jones,2567943,DB,NE,@BAL,3.38,0.85,,0.08,0.15,0.08,0.08,0.08,,,,,,0.77,,3.69,,8.95,27,166,2.50,-6.45
Josh Newton,2571943,DB,CIN,@MIA,1.69,0.45,,0.11,0.06,,,,,,,,,0.34,,1.24,,4.07,144,167,2.50,-1.57
Daijahn Anthony,2571919,DB,CIN,@MIA,0.47,0.12,,,,,,,,,,,,0.18,,,,1.23,212,168,2.10,0.87
Jalyn Armour-Davis,2567262,DB,TEN,KC,2.28,0.93,,0.06,0.06,,,,,,,,,0.31,0.06,,,5.08,125,169,2.10,-2.98
Sydney Brown,2570200,DB,PHI,@WAS,1.86,0.43,,,,0.07,,,,,,,,0.07,,,,3.47,158,170,2.10,-1.37
Cobee Bryant,2573908,DB,ATL,@ARI,,,,,,,,,,,,,,,,,,0.00,295,171,2.10,2.1
Jaden Davis,2572408,DB,ARI,ATL,,,,,,,,,,,,,,,,,,0.00,323,172,2.10,2.1
Mike Edwards,2562259,DB,KC,@TEN,,,,,,,,,,,,,,,,,,0.00,338,173,2.10,2.1
Marcus Epps,2562946,DB,PHI,@WAS,1.5,1.65,,0.07,0.07,,,,,,,,,0.3,,,,4.34,138,174,2.10,-2.24
Sam Franklin Jr.,2563638,DB,BUF,@CLE,0.12,0.18,,,0.06,,0.06,,,,,,,0.06,,,,0.71,228,175,2.10,1.39
Ronnie Harrison,2561008,DB,ATL,@ARI,1.2,0.65,0.1,0.15,,,,,,,,,,0.15,0.15,,,3.07,167,176,2.10,-0.97
Cam Hart,2572471,DB,LAC,@DAL,2.18,0.59,0.06,,0.06,0.06,0.06,,,,,,,0.47,0.18,0.82,,5.52,120,177,2.10,-3.42
Elijah Hicks,2567397,DB,CHI,GB,0.35,0.29,,,,,,,,,,,,0.18,,,,1.15,214,178,2.10,0.95
Lonnie Johnson,2562295,DB,LV,@HOU,0.35,0.24,,,,,,,,,,,,0.29,,,,1.39,208,179,2.10,0.71
