PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Mack Hollins,2558262,WR,NE,@BAL,,,,0.12,,3.24,44.24,0.25,,,,0.04,7.48,46,27,10.40,2.92
Malik Washington,2572255,WR,MIA,CIN,,,,8.72,0.06,2.45,25.17,0.19,0.06,,,0.06,6.35,60,28,9.70,3.35
Jameson Williams,2567565,WR,DET,PIT,,,,1.73,0.01,4.25,71.19,0.51,,,,0.07,12.40,9,29,9.50,-2.9
Josh Downs,2569861,WR,IND,SF,,,,0.26,,3.24,33.77,0.33,,,,0.04,6.92,53,30,9.30,2.38
Demarcus Robinson,2555478,WR,SF,@IND,,,,,,1.35,21.06,0.15,,,,0.02,3.64,85,31,9.30,5.66
Jaylen Waddle,2566292,WR,MIA,CIN,,,,0.3,,4.68,68.74,0.46,,,,0.06,11.88,15,32,9.20,-2.68
Rashid Shaheed,2569110,WR,SEA,LAR,,,,3.59,0.02,2.98,46.44,0.27,0.07,,,0.11,8.43,40,33,9.10,0.67
Jahdae Walker,2574021,WR,CHI,GB,,,,,,,,,,,,,0.00,416,34,9.10,9.1
Ryan Flournoy,2571970,WR,DAL,LAC,,,,,,2.3,26.92,0.2,,,,0.03,4.98,74,35,8.80,3.82
Troy Franklin,2571997,WR,DEN,JAX,,,,0.62,0.01,2.32,27.01,0.25,,,,0.03,5.42,68,36,8.60,3.18
Pat Bryant,2574086,WR,DEN,JAX,,,,0.03,,2.41,31.5,0.23,,,,0.03,5.68,65,37,8.20,2.52
CeeDee Lamb,2563848,WR,DAL,LAC,,,,2.88,0.02,5.79,86.09,0.46,,,,0.06,14.55,5,38,8.10,-6.45
Nico Collins,2566127,WR,HOU,LV,,,,0.92,0.01,5.41,83.7,0.52,,,,0.06,14.23,6,39,7.90,-6.33
Devontez Walker,2571844,WR,BAL,NE,,,,0.27,,0.57,8,0.09,,,,0.01,1.63,116,40,7.50,5.87
Tre Harris,2574515,WR,LAC,@DAL,,,,0.27,,1.7,20,0.16,,,,0.03,3.78,83,41,7.40,3.62
Amon-Ra St. Brown,2566073,WR,DET,PIT,,,,1.09,0.01,7.46,95.06,0.8,,,,0.08,18.05,1,42,7.40,-10.65
Tre Tucker,2570059,WR,LV,@HOU,,,,2.41,0.02,2.79,37.5,0.26,,,,0.04,6.99,51,43,7.40,0.41
Elic Ayomanor,2574142,WR,TEN,KC,,,,0.21,,2.77,33.03,0.22,,,,0.04,5.95,62,44,7.30,1.35
Keenan Allen,2540154,WR,LAC,@DAL,,,,0.13,,4.01,50.18,0.46,,,,0.08,9.64,29,45,6.90,-2.74
Adam Thielen,2541785,WR,PIT,@DET,,,,,,1.01,13.7,0.13,,,,0.03,2.60,103,46,6.90,4.3
Terry McLaurin,2562489,WR,WAS,PHI,,,,0.23,,3.56,54.8,0.44,,,,0.05,9.82,26,47,6.80,-3.02
Xavier Smith,2570002,WR,LAR,@SEA,,,,0.94,0.01,0.87,10.62,0.07,,0.01,,0.84,0.45,137,48,6.70,6.25
Jakobi Meyers,2562492,WR,JAX,@DEN,,,,1.11,0.01,4.01,54.48,0.33,,,,0.06,9.48,31,49,6.60,-2.88
Jalen Coker,2572920,WR,CAR,TB,,,,,,3.72,51.06,0.31,,,,0.04,8.75,37,50,6.20,-2.55
DK Metcalf,2562685,WR,PIT,@DET,,,,0.19,,3.89,68.63,0.5,,,,0.05,11.73,18,51,6.20,-5.53
DeAndre Hopkins,2540165,WR,BAL,NE,,,,,,1.25,17.9,0.16,,,,0.02,3.34,94,52,6.10,2.76
Mason Tipton,2573403,WR,NO,NYJ,,,,,,1.53,16.23,0.12,,,,,3.11,95,53,6.10,2.99
Adonai Mitchell,2572129,WR,NYJ,@NO,,,,1.11,0.01,3.26,47.95,0.32,,,,0.05,8.42,41,54,5.80,-2.62
Jayden Reed,2569765,WR,GB,@CHI,,,,5.26,0.03,3.42,48.32,0.34,,,,0.08,9.13,35,55,5.60,-3.53
Treylon Burks,2567643,WR,WAS,PHI,,,,0.51,,1.25,18.61,0.14,,,,,3.38,91,56,5.50,2.12
Chris Godwin Jr.,2558105,WR,TB,@CAR,,,,0.14,,3.99,51.82,0.39,,,,0.07,9.39,32,57,5.50,-3.89
Konata Mumpfield,2574272,WR,LAR,@SEA,,,,,,1.29,14.79,0.14,,,,0.02,2.92,97,58,5.50,2.58
Cooper Kupp,2557898,WR,SEA,LAR,,,,0.11,,2.94,38.84,0.25,,,,0.05,6.77,57,59,5.40,-1.37
Khalil Shakir,2567334,WR,BUF,@CLE,,,,0.4,,4.06,49.01,0.39,,,,0.07,9.17,34,60,5.40,-3.77
Jack Bech,2574285,WR,LV,@HOU,,,,0.61,0.01,2.37,25.55,0.14,,,,0.02,4.66,78,61,5.30,0.64
Christian Kirk,2560781,WR,HOU,LV,,,,0.21,,1.86,24.46,0.16,,,,0.04,4.28,81,62,5.20,0.92
Michael Pittman,2564136,WR,IND,SF,,,,0.15,,3.45,37.63,0.3,,,,0.04,7.22,49,63,5.20,-2.02
Malachi Corley,2572357,WR,CLE,BUF,,,,5.15,0.03,0.59,6.92,0.05,,,,0.01,1.96,111,64,5.10,3.14
Xavier Worthy,2572186,WR,KC,@TEN,,,,6.15,0.05,4.35,55.52,0.31,,,,0.07,10.36,24,65,5.10,-5.26
Deebo Samuel Sr.,2562721,WR,WAS,PHI,,,,4.64,0.05,3.52,44.3,0.31,,,,0.05,8.71,38,66,5.00,-3.71
Emeka Egbuka,2574585,WR,TB,@CAR,,,,0.68,0.01,2.85,45.91,0.33,,,,0.05,8.02,43,67,4.50,-3.52
Isaiah Williams,2573154,WR,NYJ,@NO,,,,2.77,0.02,2.74,27.45,0.2,,,,0.02,5.67,66,68,4.50,-1.17
Marvin Mims Jr.,2569717,WR,DEN,JAX,,,,2.02,0.02,1.29,16.98,0.16,0.06,,,0.05,3.89,82,69,4.40,0.51
Olamide Zaccheaus,2562808,WR,CHI,GB,,,,0.58,,3.05,32.3,0.31,,,,0.04,6.59,59,70,4.30,-2.29
Kendrick Bourne,2558914,WR,SF,@IND,,,,,,2.08,32.44,0.17,,,,0.03,5.24,71,71,4.20,-1.04
Drake London,2567250,WR,ATL,@ARI,,,,0.29,,4.7,66.57,0.56,,,,0.05,12.30,11,72,4.20,-8.1
Theo Wease Jr.,2574335,WR,MIA,CIN,,,,,,,,,,,,,0.00,424,73,4.20,4.2
Marquise Brown,2562379,WR,KC,@TEN,,,,0.13,,3.42,43.51,0.33,,,,0.04,7.97,44,74,3.70,-4.27
Wan'Dale Robinson,2568012,WR,NYG,MIN,,,,1.03,0.01,4.95,52.83,0.35,,,,0.08,9.86,25,75,3.70,-6.16
KaVontae Turpin,2569509,WR,DAL,LAC,,,,5.69,0.04,1.1,14.83,0.11,0.06,,,0.04,3.78,84,76,3.70,-0.08
Jordan Addison,2570074,WR,MIN,@NYG,,,,0.89,0.01,2.83,41.72,0.34,,,,0.06,7.66,45,77,3.60,-4.06
Kayshon Boutte,2570092,WR,NE,@BAL,,,,0.11,,2.49,39.17,0.28,,,,0.03,6.79,56,78,3.60,-3.19
Van Jefferson,2564358,WR,TEN,KC,,,,0.1,,2.57,30.22,0.18,,,,0.03,5.34,69,79,3.40,-1.94
Scott Miller,2562865,WR,PIT,@DET,,,,0.01,,0.02,0.26,,,,,,0.04,147,80,3.40,3.36
Darnell Mooney,2563707,WR,ATL,@ARI,,,,0.15,,2.41,35.99,0.23,,,,0.05,6.10,61,81,3.40,-2.7
Xavier Weaver,2573412,WR,ARI,ATL,,,,,,0.18,2.25,0.02,,,,,0.44,139,82,2.90,2.46
Kevin Austin Jr.,2568954,WR,NO,NYJ,,,,,,1.12,14.95,0.09,,,,,2.60,102,83,2.80,0.2
Jahan Dotson,2568321,WR,PHI,@WAS,,,,0.29,,1.17,18.05,0.16,,,,0.02,3.34,93,84,2.80,-0.54
Skyy Moore,2567805,WR,SF,@IND,,,,0.37,,0.2,2.78,0.02,,,,,0.54,131,85,2.80,2.26
Brian Thomas Jr.,2572162,WR,JAX,@DEN,,,,0.12,,3.49,54.05,0.33,,,,0.05,9.04,36,86,2.80,-6.24
Jerry Jeudy,2563896,WR,CLE,BUF,,,,0.4,,2.73,44.22,0.18,,,,0.04,6.83,54,87,2.70,-4.13
Christian Watson,2567637,WR,GB,@CHI,,,,0.15,,3.13,55.75,0.45,,,,0.04,9.78,27,88,2.70,-7.08
Andrei Iosivas,2569657,WR,CIN,@MIA,,,,0.58,,2.35,29.62,0.27,,,,0.03,5.76,64,89,2.60,-3.16
Jalen McMillan,2572552,WR,TB,@CAR,,,,,,1.77,24.07,0.27,,,,0.09,4.73,77,90,2.60,-2.13
Tyrell Shavers,2571425,WR,BUF,@CLE,,,,,,1.21,18.88,0.15,,,,0.02,3.35,92,91,2.60,-0.75
Jimmy Horn Jr.,2573985,WR,CAR,TB,,,,2.19,0.02,0.63,7.3,0.05,,,,0.01,1.66,114,92,2.50,0.84
Jordan Whittington,2572216,WR,LAR,@SEA,,,,0.42,,0.85,10,0.06,,,,0.01,1.81,113,93,2.40,0.59
Jayden Higgins,2574170,WR,HOU,LV,,,,0.11,,3.63,44.33,0.34,,,,0.04,8.22,42,94,2.20,-6.02
Dontayvion Wicks,2569759,WR,GB,@CHI,,,,,,1.13,15.05,0.13,,,,0.01,2.83,98,95,2.20,-0.63
Cody White,2564313,WR,SEA,LAR,,,,,,0.32,4.45,0.03,,,,,0.79,127,96,2.10,1.31
Isaiah Bond,2574663,WR,CLE,BUF,,,,0.69,0.01,1.94,36.95,0.19,,,,0.03,5.87,63,97,2.00,-3.87
Marvin Harrison Jr.,2572411,WR,ARI,ATL,,,,0.56,,3.45,55,0.41,,,,0.05,9.64,30,98,1.90,-7.74
Xavier Legette,2571889,WR,CAR,TB,,,,0.59,0.01,2.33,28.03,0.22,,,,0.05,5.31,70,99,1.70,-3.61
JuJu Smith-Schuster,2558149,WR,KC,@TEN,,,,0.12,,2.2,26.22,0.19,,,,0.02,4.83,76,100,1.70,-3.13
Tim Patrick,2558985,WR,JAX,@DEN,,,,,,0.57,7.89,0.07,,,,0.01,1.47,117,101,1.60,0.13
Cedrick Wilson Jr.,2560936,WR,MIA,CIN,,,,0.13,,0.93,12.05,0.09,,,,0.01,2.20,107,102,1.60,-0.6
Kameron Johnson,2573572,WR,TB,@CAR,,,,,,0.14,1.96,0.02,,,,,0.39,141,103,1.50,1.11
KeAndre Lambert-Smith,2574521,WR,LAC,@DAL,,,,,,0.51,6.41,0.06,,,,0.01,1.24,120,104,1.50,0.26
Ben Skowronek,2566247,WR,PIT,@DET,,,,0.11,,0.1,1.13,0.01,,,,,0.23,144,105,1.50,1.27
Arian Smith,2574450,WR,NYJ,@NO,,,,0.1,,0.77,8.52,0.07,,,,0.01,1.65,115,106,1.50,-0.15
Dareke Young,2568291,WR,SEA,LAR,,,,,,0.14,1.79,0.01,,,,,0.31,142,107,1.50,1.19
Lil'Jordan Humphrey,2562668,WR,DEN,JAX,,,,,,1.18,14.26,0.12,,,,0.02,2.70,101,108,1.40,-1.3
Calvin Austin III,2568132,WR,PIT,@DET,,,,0.44,,1.86,28.16,0.22,,,,0.03,5.05,72,109,1.30,-3.75
Darius Slayton,2562736,WR,NYG,MIN,,,,0.13,,2.8,45.51,0.2,,,,0.03,7.10,50,110,1.30,-5.8
Cedric Tillman,2569681,WR,CLE,BUF,,,,0.04,,0.78,11.12,0.1,,,,0.01,2.09,109,111,1.30,-0.79
Tyler Johnson,2565225,WR,NYJ,@NO,,,,0.11,,0.19,2.44,0.02,,,,,0.47,136,112,1.20,0.73
Brycen Tremayne,2571665,WR,CAR,TB,,,,0.11,,0.55,6.19,0.04,,,,0.01,1.13,121,113,1.20,0.07
DeMario Douglas,2570119,WR,NE,@BAL,,,,0.93,0.01,1.5,19.56,0.13,,,,0.02,3.60,86,114,1.10,-2.5
Tai Felton,2574344,WR,MIN,@NYG,,,,0.07,,0.43,4.8,0.04,,,,0.01,0.92,124,115,1.10,0.18
Tyler Lockett,2552430,WR,LV,@HOU,,,,,,1.62,20.23,0.11,,,,0.02,3.45,89,116,1.10,-2.35
Marquez Valdes-Scantling,2560907,WR,PIT,@DET,,,,,,0.69,14.06,0.1,,,,0.01,2.33,106,117,1.10,-1.23
Xavier Hutchinson,2569825,WR,HOU,LV,,,,2.77,0.02,1.14,14.53,0.09,,,,,2.96,96,118,0.90,-2.06
John Metchie III,2567682,WR,NYJ,@NO,,,,0.72,0.01,3.67,37.03,0.31,,,,0.04,7.45,47,119,0.90,-6.55
Savion Williams,2574141,WR,GB,@CHI,,,,0.25,,0.23,2.43,0.02,,,,,0.50,135,120,0.90,0.4
Alex Bachman,2563301,WR,LV,@HOU,,,,0.01,,0.11,1.17,0.01,,,,,0.23,143,121,0.80,0.57
Josh Palmer,2566502,WR,BUF,@CLE,,,,,,1.68,27.17,0.17,,,,0.02,4.54,79,122,0.70,-3.84
Matthew Golden,2574130,WR,GB,@CHI,,,,1.67,0.01,1.47,18.96,0.12,,,,0.02,3.54,87,123,0.40,-3.14
Tez Johnson,2574589,WR,TB,@CAR,,,,0.13,,0.3,3.92,0.04,,,,,0.80,125,124,0.40,-0.4
Ke'Shawn Williams,2574505,WR,CIN,@MIA,,,,,,,,,,,,,0.00,432,125,0.10,0.1
Davante Adams,2543495,WR,LAR,@SEA,,,,,,,,,,,,,0.00,148,126,0.00,0.0
Ife Adeyi,2574628,WR,FA,Bye,,,,,,,,,,,,,,149,127,0.00,
Nelson Agholor,2552600,WR,FA,Bye,,,,,,,,,,,,,,150,128,0.00,
Jamal Agnew,2558821,WR,FA,Bye,,,,,,,,,,,,,,151,129,0.00,
Brandon Aiyuk,2565093,WR,FA,Bye,,,,,,,,,,,,,,152,130,0.00,
Ajou Ajou,2574182,WR,FA,Bye,,,,,,,,,,,,,,153,131,0.00,
Kelly Akharaiyi,2573955,WR,FA,Bye,,,,,,,,,,,,,,154,132,0.00,
Maurice Alexander,2569528,WR,CHI,GB,,,,,,,,,,,,,0.00,155,133,0.00,0.0
Kazmeir Allen,2571641,WR,FA,Bye,,,,,,,,,,,,,,156,134,0.00,
Andrew Armstrong,2574316,WR,FA,Bye,,,,,,,,,,,,,,157,135,0.00,
Tutu Atwell,2566196,WR,LAR,@SEA,,,,0.21,,0.8,12.44,0.08,,,,0.01,2.13,108,136,0.00,-2.13
Andre Baccellia,2564250,WR,ARI,ATL,,,,,,,,,,,,,0.00,158,137,0.00,0.0
Elijhah Badger,2574238,WR,FA,Bye,,,,,,,,,,,,,,159,138,0.00,
Javon Baker,2572285,WR,SF,@IND,,,,,,,,,,,,,0.00,160,139,0.00,0.0
Kawaan Baker,2566349,WR,FA,Bye,,,,,,,,,,,,,,161,140,0.00,
Monaray Baldwin,2574318,WR,FA,Bye,,,,,,,,,,,,,,162,141,0.00,
Michael Bandy,2567175,WR,DEN,JAX,,,,,,,,,,,,,0.00,163,142,0.00,0.0
Jahmal Banks,2573923,WR,FA,Bye,,,,,,,,,,,,,,164,143,0.00,
Rashod Bateman,2565836,WR,BAL,NE,,,,,,1.69,25.25,0.28,,,,0.02,5.01,73,144,0.00,-5.01
Odell Beckham Jr.,2543496,WR,FA,Bye,,,,,,,,,,,,,,165,145,0.00,
David Bell,2567460,WR,FA,Bye,,,,,,,,,,,,,,166,146,0.00,
Ronnie Bell,2570290,WR,NO,NYJ,,,,,,,,,,,,,0.00,167,147,0.00,0.0
Junior Bergen,2574535,WR,SF,@IND,,,,,,,,,,,,,0.00,168,148,0.00,0.0
Braxton Berrios,2560975,WR,HOU,LV,,,,,,,,,,,,,0.00,169,149,0.00,0.0
Tarik Black,2565594,WR,FA,Bye,,,,,,,,,,,,,,170,150,0.00,
Chris Blair,2565588,WR,ATL,@ARI,,,,,,,,,,,,,0.00,171,151,0.00,0.0
DeMeer Blankumsee,2574364,WR,FA,Bye,,,,,,,,,,,,,,172,152,0.00,
Jordan Bly,2574415,WR,FA,Bye,,,,,,,,,,,,,,173,153,0.00,
Jake Bobo,2571378,WR,SEA,LAR,,,,,,,,,,,,,0.00,174,154,0.00,0.0
Silas Bolden,2574339,WR,FA,Bye,,,,,,,,,,,,,,175,155,0.00,
Tyler Boyd,2555466,WR,FA,Bye,,,,,,,,,,,,,,176,156,0.00,
Miles Boykin,2562631,WR,FA,Bye,,,,,,,,,,,,,,177,157,0.00,
Chandler Brayboy,2574208,WR,JAX,@DEN,,,,,,,,,,,,,0.00,178,158,0.00,0.0
Tyrone Broden,2574555,WR,SEA,LAR,,,,,,,,,,,,,0.00,179,159,0.00,0.0
Ja'Corey Brooks,2574606,WR,WAS,PHI,,,,,,,,,,,,,0.00,180,160,0.00,0.0
Jalen Brooks,2569696,WR,ARI,ATL,,,,,,1.36,19.02,0.15,,,,0.02,3.44,90,161,0.00,-3.44
Dyami Brown,2566586,WR,JAX,@DEN,,,,0.22,,0.17,2.27,0.01,,,,,0.39,140,162,0.00,-0.39
Noah Brown,2558091,WR,WAS,PHI,,,,,,,,,,,,,0.00,181,163,0.00,0.0
Sam Brown Jr.,2574623,WR,FA,Bye,,,,,,,,,,,,,,182,164,0.00,
Jason Brownlee,2570608,WR,KC,@TEN,,,,,,,,,,,,,0.00,183,165,0.00,0.0
Luther Burden III,2574004,WR,CHI,GB,,,,,,,,,,,,,0.00,184,166,0.00,0.0
Cole Burgess,2572983,WR,FA,Bye,,,,,,,,,,,,,,185,167,0.00,
Jermaine Burton,2571922,WR,FA,Bye,,,,,,,,,,,,,,186,168,0.00,
Deon Cain,2560987,WR,FA,Bye,,,,,,,,,,,,,,187,169,0.00,
Marquez Callaway,2565310,WR,FA,Bye,,,,,,,,,,,,,,188,170,0.00,
Dalen Cambre,2574416,WR,NYG,MIN,,,,,,,,,,,,,0.00,189,171,0.00,0.0
Dalevon Campbell,2574508,WR,LAC,@DAL,,,,,,,,,,,,,0.00,190,172,0.00,0.0
Parris Campbell,2562495,WR,DAL,LAC,,,,,,,,,,,,,0.00,191,173,0.00,0.0
Cam Camper,2574209,WR,FA,Bye,,,,,,,,,,,,,,192,174,0.00,
DeAndre Carter,2553502,WR,CLE,BUF,,,,,,,,,,,,,0.00,193,175,0.00,0.0
Joshua Cephus,2573193,WR,JAX,@DEN,,,,,,,,,,,,,0.00,194,176,0.00,0.0
Quintez Cephus,2563926,WR,HOU,LV,,,,,,,,,,,,,0.00,195,177,0.00,0.0
DJ Chark,2561018,WR,FA,Bye,,,,,,,,,,,,,,196,178,0.00,
Irvin Charles,2568021,WR,NYJ,@NO,,,,,,,,,,,,,0.00,197,179,0.00,0.0
Dan Chisena,2564514,WR,CAR,TB,,,,,,,,,,,,,0.00,198,180,0.00,0.0
Efton Chism III,2574369,WR,NE,@BAL,,,,,,,,,,,,,0.00,199,181,0.00,0.0
Robbie Chosen,2556462,WR,WAS,PHI,,,,,,,,,,,,,0.00,200,182,0.00,0.0
Chase Claypool,2564970,WR,FA,Bye,,,,,,,,,,,,,,201,183,0.00,
Keon Coleman,2571859,WR,BUF,@CLE,,,,,,,,,,,,,0.00,202,184,0.00,0.0
Beaux Collins,2574418,WR,NYG,MIN,,,,,,,,,,,,,0.00,203,185,0.00,0.0
Brandin Cooks,2543498,WR,BUF,@CLE,,,,,,1.32,18.71,0.16,,,,0.02,3.45,88,186,0.00,-3.45
Elijah Cooks,2571029,WR,NO,NYJ,,,,,,,,,,,,,0.00,204,187,0.00,0.0
Amari Cooper,2552487,WR,FA,Bye,,,,,,,,,,,,,,205,188,0.00,
Darius Cooper,2574456,WR,PHI,@WAS,,,,,,0.62,7.28,0.05,,,,,1.34,119,189,0.00,-1.34
Chase Cota,2570948,WR,FA,Bye,,,,,,,,,,,,,,206,190,0.00,
Britain Covey,2568066,WR,PHI,@WAS,,,,,,,,,,,,,0.00,207,191,0.00,0.0
Jacob Cowing,2572492,WR,SF,@IND,,,,,,,,,,,,,0.00,208,192,0.00,0.0
River Cracraft,2559485,WR,WAS,PHI,,,,,,,,,,,,,0.00,209,193,0.00,0.0
Jalen Cropper,2570870,WR,DAL,LAC,,,,,,,,,,,,,0.00,210,194,0.00,0.0
Malik Cunningham,2571222,WR,DET,PIT,,,,,,,,,,,,,0.00,211,195,0.00,0.0
Mac Dalena,2574244,WR,FA,Bye,,,,,,,,,,,,,,212,196,0.00,
Roderick Daniels Jr.,2574660,WR,FA,Bye,,,,,,,,,,,,,,213,197,0.00,
Derius Davis,2570272,WR,LAC,@DAL,,,,,,,,,,,,,0.00,214,198,0.00,0.0
Gabe Davis,2563602,WR,BUF,@CLE,,,,,,,,,,,,,0.00,215,199,0.00,0.0
Joaquin Davis,2574089,WR,MIN,@NYG,,,,,,,,,,,,,0.00,216,200,0.00,0.0
Kaden Davis,2568732,WR,CLE,BUF,,,,,,,,,,,,,0.00,217,201,0.00,0.0
Tank Dell,2569813,WR,HOU,LV,,,,,,,,,,,,,0.00,218,202,0.00,0.0
Moochie Dixon,2574399,WR,FA,Bye,,,,,,,,,,,,,,219,203,0.00,
Phillip Dorsett,2552424,WR,LV,@HOU,,,,,,,,,,,,,0.00,220,204,0.00,0.0
Greg Dortch,2562645,WR,ARI,ATL,,,,,,,,,,,,,0.00,221,205,0.00,0.0
Colton Dowell,2569801,WR,FA,Bye,,,,,,,,,,,,,,222,206,0.00,
Dylan Drummond,2571446,WR,ATL,@ARI,,,,,,,,,,,,,0.00,223,207,0.00,0.0
Grant DuBose,2569786,WR,FA,Bye,,,,,,,,,,,,,,224,208,0.00,
Ashton Dulin,2562646,WR,IND,SF,,,,,,,,,,,,,0.00,225,209,0.00,0.0
Devin Duvernay,2563551,WR,CHI,GB,,,,1.25,0.01,2.51,23.06,0.14,0.06,0.04,,2.1,0.99,123,210,0.00,-0.99
Tru Edwards,2574266,WR,LAR,@SEA,,,,,,,,,,,,,0.00,226,211,0.00,0.0
Dee Eskridge,2566553,WR,MIA,CIN,,,,0.58,,0.18,2.27,0.02,,,,,0.50,134,212,0.00,-0.5
Erik Ezukanma,2567889,WR,FA,Bye,,,,,,,,,,,,,,227,213,0.00,
Simi Fehoko,2566004,WR,ARI,ATL,,,,,,,,,,,,,0.00,228,214,0.00,0.0
Da'Quan Felton,2574420,WR,NYG,MIN,,,,,,,,,,,,,0.00,229,215,0.00,0.0
Dez Fitzpatrick,2566109,WR,FA,Bye,,,,,,,,,,,,,,230,216,0.00,
Dontae Fleming,2574345,WR,MIN,@NYG,,,,,,,,,,,,,0.00,231,217,0.00,0.0
Luke Floriea,2574044,WR,CLE,BUF,,,,,,,,,,,,,0.00,232,218,0.00,0.0
Bryce Ford-Wheaton,2570590,WR,NYG,MIN,,,,,,,,,,,,,0.00,233,219,0.00,0.0
Montorie Foster Jr,2574559,WR,SEA,LAR,,,,,,,,,,,,,0.00,234,220,0.00,0.0
Zakhari Franklin,2574291,WR,FA,Bye,,,,,,,,,,,,,,235,221,0.00,
Russell Gage,2561061,WR,FA,Bye,,,,,,,,,,,,,,236,222,0.00,
Michael Gallup,2560735,WR,FA,Bye,,,,,,,,,,,,,,237,223,0.00,
Jacolby George,2573981,WR,FA,Bye,,,,,,,,,,,,,,238,224,0.00,
Jaelen Gill,2573785,WR,FA,Bye,,,,,,,,,,,,,,239,225,0.00,
Xavier Gipson,2570614,WR,NYG,MIN,,,,,,,,,,,,,0.00,240,226,0.00,0.0
Stephen Gosnell,2573958,WR,BUF,@CLE,,,,,,,,,,,,,0.00,241,227,0.00,0.0
Anthony Gould,2572120,WR,IND,SF,,,,,,,,,,,,,0.00,242,228,0.00,0.0
Danny Gray,2568210,WR,PHI,@WAS,,,,,,,,,,,,,0.00,243,229,0.00,0.0
Bryson Green,2574483,WR,ARI,ATL,,,,,,,,,,,,,0.00,244,230,0.00,0.0
