PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Keeanu Benton,2570260,DL,PIT,@DET,1.12,1.29,0.12,0.18,,0.06,0.06,,,,,,,0.35,0.47,,,4.34,49,12,11.00,6.66
DaQuan Jones,2543504,DL,BUF,@CLE,0.68,0.73,0.11,0.23,,,,,,,,,,,0.28,,,2.16,123,13,10.23,8.07
Jordan Davis,2568069,DL,PHI,@WAS,1.5,1.75,0.25,0.31,,0.06,0.06,,,,,,,0.31,0.63,,,5.63,21,14,10.20,4.57
John Franklin-Myers,2560731,DL,DEN,JAX,0.94,1.24,0.38,0.41,,,,,,,,,,0.12,0.94,,,4.30,51,15,10.10,5.8
Tuli Tuipulotu,2570266,DL,LAC,@DAL,1.59,1,0.38,0.59,,0.06,,,,,,,,0.18,0.94,,,5.76,18,16,10.07,4.31
Grady Jarrett,2552327,DL,CHI,GB,1.47,1.24,0.21,0.41,,,,,,,,,,0.06,0.59,,,4.43,48,17,9.90,5.47
Maxx Crosby,2562439,DL,LV,@HOU,1.82,0.98,0.61,0.89,,0.1,0.05,,,,,,,0.25,1.08,,,7.44,4,18,9.80,2.36
Jalen Redmond,2570792,DL,MIN,@NYG,,,,,,,,,,,,,,,,,,0.00,416,19,9.80,9.8
Derrick Brown,2563629,DL,CAR,TB,2.22,1.62,0.12,0.36,0.06,,,,,,,,,0.3,0.6,,,6.34,14,20,9.70,3.36
Austin Booker,2571904,DL,CHI,GB,1.43,0.57,0.18,0.36,,,,,,,,,,,0.5,,,3.64,67,21,9.30,5.66
Alfred Collins,2574539,DL,SF,@IND,0.54,0.3,0.06,0.06,,,,,,,,,,0.06,0.18,,,1.44,139,22,9.10,7.66
Poona Ford,2561195,DL,LAR,@SEA,1.41,0.82,0.18,0.35,,,,,,,,,,0.12,0.47,,,4.03,56,23,9.10,5.07
Truman Jones,2570734,DL,TEN,KC,0.8,0.34,,,,,,,,,,,,,,,,1.40,144,24,9.10,7.7
Montez Sweat,2562749,DL,CHI,GB,1.13,0.9,0.39,0.56,,0.11,,,,,,,,0.17,0.79,,,5.06,35,25,8.80,3.74
Cameron Heyward,2508109,DL,PIT,@DET,1.91,1.54,0.37,0.43,,,,,,,,,,0.37,0.86,,,6.53,13,26,8.70,2.17
Myles Murphy,2569663,DL,CIN,@MIA,0.82,0.71,0.09,0.12,,,,,,,,,,0.12,,,,2.32,119,27,8.70,6.38
James Pearce Jr.,2573916,DL,ATL,@ARI,1.62,0.74,0.17,0.2,,0.07,,,,,,,,0.07,1.28,,,4.57,44,28,8.60,4.03
Dre'Mont Jones,2562412,DL,BAL,NE,1.75,1.13,0.38,0.56,,0.06,,,,,,,,0.06,0.81,,,5.67,19,29,8.50,2.83
Jacob Martin,2561092,DL,WAS,PHI,0.51,0.34,0.11,0.11,,,,,,,,,,,0.29,,,1.50,138,30,8.50,7.0
Darius Robinson,2572429,DL,ARI,ATL,0.93,0.64,0.15,0.12,,,,,,,,,,0.06,0.29,,,2.55,113,31,8.50,5.95
Jack Sawyer,2574500,DL,PIT,@DET,1.38,1.31,0.22,0.36,0.07,,,,,,,,,0.36,0.58,,,5.27,32,32,8.20,2.93
Will McDonald IV,2570191,DL,NYJ,@NO,1.03,0.65,0.54,0.54,,0.11,0.05,,,,,,,0.22,1.25,,,5.44,25,33,8.10,2.66
Abdul Carter,2574417,DL,NYG,MIN,1.66,0.97,0.43,0.46,,0.11,0.06,,,,,,,0.11,1.09,,,5.89,16,34,7.60,1.71
Malcolm Roach,2564688,DL,DEN,JAX,0.12,0.18,0.12,0.06,,0.06,,,,,,,,,,,,0.83,155,35,7.60,6.77
Byron Young,2570053,DL,PHI,@WAS,0.71,0.65,0.12,0.12,,0.06,,,,,,,,,,,,2.09,127,36,7.60,5.51
Deone Walker,2573975,DL,BUF,@CLE,,,,,,,,,,,,,,,,,,0.00,469,37,7.30,7.3
BJ Green II,2574214,DL,JAX,@DEN,,,,,,,,,,,,,,,,,,0.00,286,38,7.10,7.1
Chase Young,2565294,DL,NO,NYJ,0.94,0.59,0.41,0.41,,,,,,,,,,0.12,1,,,4.00,57,39,7.10,3.1
Will Anderson Jr.,2569834,DL,HOU,LV,1.8,0.66,0.6,0.9,,0.12,0.06,,,,,,,0.06,1.32,,,6.94,7,40,7.00,0.06
Chris Rumph II,2566508,DL,NO,NYJ,1.59,0.77,,,,,,,,,,,,0.18,,,,3.30,84,41,6.70,3.4
Zach Sieler,2561129,DL,MIA,CIN,1.69,1.63,0.51,0.62,,0.06,0.06,,,,,,,0.17,1.01,,,6.66,11,42,6.70,0.04
DeForest Buckner,2555275,DL,IND,SF,1.98,1.75,0.42,0.51,,0.06,0.06,,,,,,,0.17,1.02,,,6.83,8,43,6.60,-0.23
Levi Drake Rodriguez,2572276,DL,MIN,@NYG,,,,,,,,,,,,,,,,,,0.00,422,44,6.40,6.4
David Onyemata,2556274,DL,ATL,@ARI,1.2,1.14,0.23,0.34,,,,,,,,,,0.17,0.46,,,4.11,54,45,6.30,2.19
Danielle Hunter,2552603,DL,HOU,LV,2,1.06,0.65,1.06,,0.06,,,,,,,,0.12,1.29,,,7.68,3,46,6.20,-1.48
Yahya Black,2574489,DL,PIT,@DET,1.07,1.14,0.07,0.21,,,0.07,,,,,,,,0.14,,,2.88,105,47,6.10,3.22
Dexter Lawrence,2562301,DL,NYG,MIN,1.56,1.5,0.48,0.42,0.06,,,,,,,,,0.06,1.32,,,5.85,17,48,6.00,0.15
Tommy Togiai,2565989,DL,HOU,LV,0.12,0.24,0.06,,,,,,,,,,,,0.12,,,0.50,179,49,6.00,5.5
Jonah Laulu,2572126,DL,LV,@HOU,0.82,0.77,0.1,0.19,,,,,,,,,,0.19,0.29,,,2.80,109,50,5.70,2.9
Nic Scourton,2573999,DL,CAR,TB,1.63,0.99,0.15,0.47,,0.06,,,,,,,,0.06,0.52,,,4.66,42,51,5.70,1.04
Derek Barnett,2557984,DL,HOU,LV,0.12,0.24,0.12,0.06,,,,,,,,,,,0.18,,,0.74,163,52,5.50,4.76
Jowon Briggs,2571946,DL,NYJ,@NO,,,,,,,,,,,,,,,,,,0.00,217,53,5.50,5.5
Brandon Graham,496788,DL,PHI,@WAS,,,,,,,,,,,,,,,,,,0.00,284,54,5.50,5.5
Ruke Orhorhoro,2571811,DL,ATL,@ARI,0.96,0.9,0.09,0.18,,,,,,,,,,0.12,0.18,,,2.82,107,55,5.50,2.68
CJ West,2574551,DL,SF,@IND,0.49,0.37,0.06,0.06,,,,,,,,,,0.06,0.18,,,1.41,143,56,5.50,4.09
Jonah Williams,2564403,DL,NO,NYJ,1.54,0.74,,,,,,,,,,,,0.17,,,,3.18,87,57,5.50,2.32
Zacch Pickens,2569624,DL,KC,@TEN,0.46,0.56,0.05,0.05,,,0.05,,,,,,,,0.1,,,1.30,147,58,5.10,3.8
Tonka Hemingway,2574294,DL,LV,@HOU,,,,,,,,,,,,,,,,,,0.00,307,59,5.00,5.0
Daron Payne,2560834,DL,WAS,PHI,1.59,1.24,0.26,0.47,,0.06,0.06,,,,,,,0.18,0.59,,,5.37,28,60,4.80,-0.57
John Ridgeway,2567502,DL,NO,NYJ,0.59,0.29,0.06,0.12,,,,,,,,,,0.06,0.24,,,1.63,133,61,4.80,3.17
Calais Campbell,744,DL,ARI,ATL,0.12,0.18,,,,0.06,0.06,,,,0.06,,,,0.12,,,0.86,153,62,4.70,3.84
Logan Hall,2568303,DL,TB,@CAR,1.01,0.62,0.23,0.34,,,0.06,,,,,,,0.06,0.51,,,3.32,83,63,4.70,1.38
Leonard Williams,2552486,DL,SEA,LAR,1.98,1.38,0.36,0.66,,,,,,,,,,0.12,0.96,,,6.29,15,64,4.70,-1.59
Neville Gallimore,2563842,DL,IND,SF,,,,,,,,,,,,,,,,,,0.00,274,65,4.50,4.5
Shemar Stewart,2574039,DL,CIN,@MIA,1.77,1.24,0.35,0.35,,0.09,,,,,,,,0.09,0.97,,,5.65,20,66,4.50,-1.15
Teair Tart,2565474,DL,LAC,@DAL,1.18,0.76,0.07,0.28,,,,,,,,,,0.07,0.35,,,3.14,89,67,4.50,1.36
Ashton Gillotte,2574246,DL,KC,@TEN,0.19,0.25,,0.19,,,,,,,,,,,,,,0.72,164,68,4.40,3.68
Kalia Davis,2568204,DL,SF,@IND,0.29,0.12,,0.06,,,,,,,,,,,,,,0.60,173,69,4.30,3.7
Kenny Clark,2555282,DL,DAL,LAC,1.35,1,0.18,0.29,,0.06,0.06,,,,,,,0.12,0.47,,,4.23,53,70,4.20,-0.03
Phidarian Mathis,2568339,DL,BUF,@CLE,0.11,0.17,,0.11,,,0.06,,,,,,,,0.06,,,0.52,178,71,4.20,3.68
Gervon Dexter Sr.,2569621,DL,CHI,GB,1.69,1.46,0.34,0.28,,,0.06,,,,,,,0.06,1.13,,,5.29,31,72,4.10,-1.19
Chris Jones,2556369,DL,KC,@TEN,1.24,0.71,0.47,0.59,,0.06,,,,,,,,0.18,1.29,,,5.42,26,73,4.10,-1.32
DJ Reader,2555388,DL,DET,PIT,0.8,0.8,0.17,0.23,,,,,,,,,,0.06,0.4,,,2.72,111,74,4.10,1.38
Joey Bosa,2555249,DL,BUF,@CLE,1.17,0.47,0.32,0.29,,0.06,,,,,,,,,0.64,,,3.64,68,75,4.00,0.36
Malcolm Koonce,2566262,DL,LV,@HOU,1.25,0.58,0.24,0.29,,0.1,,,,,,,,,0.77,,,3.87,62,76,4.00,0.13
Kenneth Grant,2574323,DL,MIA,CIN,1.26,0.96,0.06,0.12,,,,,,,,,,0.12,0.12,,,3.13,90,77,3.90,0.77
Byron Murphy II,2572531,DL,SEA,LAR,1.09,1.14,0.06,0.17,,,,,,,,,,0.06,0.17,,,2.93,103,78,3.90,0.97
Harrison Phillips,2560840,DL,NYJ,@NO,1.33,1.43,0.13,0.16,,,0.05,,,,,,,0.16,0.32,,,3.96,59,79,3.90,-0.06
Roy Robertson-Harris,2556665,DL,NYG,MIN,0.94,0.88,0.18,0.24,,,,,,,,,,0.06,0.47,,,3.04,95,80,3.80,0.76
Jamaree Caldwell,2574507,DL,LAC,@DAL,0.12,0.18,0.12,0.06,,,0.06,,,,,,,,,,,0.68,167,81,3.70,3.02
Zach Allen,2562219,DL,DEN,JAX,1.8,1.62,0.45,0.72,,,,,,,,,,0.12,1.5,,,6.70,9,82,3.60,-3.1
Shelby Harris,2549926,DL,CLE,BUF,0.84,0.84,0.06,0.18,,,0.06,,,,,,,0.18,0.36,,,2.84,106,83,3.60,0.76
James Houston,2567544,DL,DAL,LAC,,,,,,,,,,,,,,,,,,0.00,317,84,3.60,3.6
Cedric Johnson,2571931,DL,CIN,@MIA,0.12,0.18,,,,,0.06,,,,,,,,,,,0.35,186,85,3.60,3.25
Javon Kinlaw,2565117,DL,WAS,PHI,1.09,0.97,0.2,0.29,,,,,,,,,,0.11,0.34,,,3.50,75,86,3.60,0.1
Alim McNeill,2566061,DL,DET,PIT,0.88,0.64,0.18,0.29,,0.06,,,,,,,,0.06,0.47,,,3.09,91,87,3.60,0.51
Kwity Paye,2565612,DL,IND,SF,1.62,0.6,0.39,0.42,,0.12,0.06,,,,,,,,0.66,,,5.01,36,88,3.60,-1.41
Kentavius Street,2560885,DL,ATL,@ARI,0.11,0.23,,,,,,,,,0.06,,,,,,,0.54,177,89,3.60,3.06
Arik Armstead,2552493,DL,JAX,@DEN,1.12,0.35,0.09,0.12,,,,,,,,,,0.06,0.29,,,2.55,112,90,3.50,0.95
Emmanuel Ogbah,2555278,DL,JAX,@DEN,0.12,0.18,,0.12,,,0.06,,0.06,,,,,,0.18,,0.06,0.86,154,91,3.50,2.64
Cory Durden,2570951,DL,NE,@BAL,,,,,,,,,,,,,,,,,,0.00,256,92,3.30,3.3
Andre Jones Jr.,2570383,DL,BUF,@CLE,,,,,,,,,,,,,,,,,,0.00,341,93,3.30,3.3
Keion White,2570107,DL,SF,@IND,0.89,0.38,,,,,,,,,,,,,,,,1.56,135,94,3.20,1.64
Alex Wright,2567484,DL,CLE,BUF,0.12,0.18,,0.12,,,0.06,,,,,,,,0.18,,,0.62,172,95,3.20,2.58
Jonathan Bullard,2555335,DL,NO,NYJ,,,,,,,,,,,,,,,,,,0.00,224,96,3.10,3.1
Zeek Biggers,2574319,DL,MIA,CIN,0.18,0.12,,,,,,,,,,,,0.12,,,,0.64,170,97,3.00,2.36
Michael Danna,2564262,DL,KC,@TEN,1.12,0.94,0.18,0.18,,0.06,,,,,,,,0.06,0.59,,,3.53,73,98,3.00,-0.53
Davon Godchaux,2558012,DL,NO,NYJ,1.53,1.88,,0.12,,,,,,,,,,,0.12,,,3.66,66,99,3.00,-0.66
LaCale London,2565405,DL,ATL,@ARI,,,,,,,,,,,,,,,,,,0.00,359,100,3.00,3.0
Jer'Zhan Newton,2572579,DL,WAS,PHI,1.01,1.07,0.08,0.34,,0.06,0.06,,,,,,,0.06,0.45,,,3.47,76,101,3.00,-0.47
Jordon Riley,2570167,DL,GB,@CHI,,,,,,,,,,,,,,,,,,0.00,417,102,3.00,3.0
Vita Vea,2560909,DL,TB,@CAR,1.68,0.78,0.36,0.48,,,,,,,,,,,0.66,,,4.76,39,103,3.00,-1.76
Brenton Cox Jr.,2570509,DL,GB,@CHI,,,,,,,,,,,,,,,,,,0.00,243,104,2.70,2.7
Howard Cross III,2574027,DL,CIN,@MIA,,,,,,,,,,,,,,,,,,0.00,244,105,2.70,2.7
A.J. Epenesa,2563605,DL,BUF,@CLE,1.07,0.62,0.25,0.34,,,,,,,,,,0.11,0.51,,,3.52,74,106,2.70,-0.82
Carl Granderson,2562273,DL,NO,NYJ,2.29,1.59,0.32,0.59,,0.06,,,,,,,,0.18,0.82,,,6.98,6,107,2.70,-4.28
Sam Okuayinonu,2568831,DL,SF,@IND,0.29,0.12,0.12,,,,,,,,,,,,,,,0.75,162,108,2.70,1.95
Mike Pennel,2550242,DL,KC,@TEN,0.89,0.55,0.07,0.14,,,,,,,,,,,0.14,,,2.09,126,109,2.70,0.61
T.J. Sanders,2573972,DL,BUF,@CLE,,,,,,,,,,,,,,,,,,0.00,429,110,2.70,2.7
Khalen Saunders,2562723,DL,NYJ,@NO,1.28,1.39,0.16,0.16,,,,,,,,,,0.05,0.32,,,3.60,69,111,2.70,-0.9
Bryce Huff,2565510,DL,SF,@IND,0.46,0.57,0.17,0.29,,0.06,,,,,,,,0.06,0.4,,,2.37,118,112,2.60,0.23
Jermaine Johnson II,2568033,DL,NYJ,@NO,1.46,0.92,0.22,0.11,,0.05,0.05,,,,,,,0.16,0.54,,,4.24,52,113,2.60,-1.64
Brent Urban,2543765,DL,BAL,NE,,,,,,,,,,,,,,,,,,0.00,466,114,2.60,2.6
Colby Wooden,2569783,DL,GB,@CHI,1.12,1,0.06,0.47,,,0.06,,,,,,,0.06,0.12,,,3.38,80,115,2.60,-0.78
Dylan Horton,2569828,DL,HOU,LV,0.12,0.24,0.12,0.18,,,0.06,,0.06,,,,,,0.18,,0.06,1.23,148,116,2.40,1.17
Tedarrell Slaton,2566094,DL,CIN,@MIA,0.94,0.94,0.06,0.12,,,,,,,,,,0.06,0.18,,,2.51,114,117,2.40,-0.11
Bobby Brown III,2566199,DL,CAR,TB,1.38,1.68,,0.3,,,,,,,,,,,,,,3.53,72,118,2.10,-1.43
Brandon Dorlus,2571802,DL,ATL,@ARI,0.12,0.24,0.06,,,,,,,,,,,,,,,0.44,183,119,2.10,1.66
Myles Garrett,2557965,DL,CLE,BUF,1.55,0.7,0.65,0.95,,0.15,0.05,,,,,,,0.1,1.4,,,7.00,5,120,2.10,-4.9
Mason Graham,2574046,DL,CLE,BUF,1.39,1.01,0.05,0.27,,0.05,0.05,,,,,,,0.16,0.21,,,3.93,61,121,2.10,-1.83
Braiden McGregor,2572705,DL,NYJ,@NO,,,,,,,,,,,,,,,,,,0.00,373,122,2.10,2.1
Arron Mosby,2568564,DL,GB,@CHI,0.17,0.23,0.09,0.11,,,,,,,,,,,0.11,,,0.79,158,123,2.10,1.31
Elijah Ponder,2574381,DL,NE,@BAL,0.82,0.35,,,,,,,,,,,,,,,,1.44,140,124,2.10,0.66
LaBryan Ray,2568441,DL,CAR,TB,0.06,0.12,0.12,,,,,,,,,,,,,,,0.40,184,125,2.10,1.7
Preston Smith,2552276,DL,WAS,PHI,,,,,,,,,,,,,,,,,,0.00,439,126,2.10,2.1
Grover Stewart,2558766,DL,IND,SF,1.76,1.82,0.21,0.47,,,0.06,,,,,,,0.12,0.29,,,5.36,29,127,2.10,-3.26
T'Vondre Sweat,2572075,DL,TEN,KC,1.12,1.26,0.05,0.29,,0.05,0.05,,,,,,,0.1,0.19,,,3.54,71,128,2.10,-1.44
Solomon Thomas,2558018,DL,DAL,LAC,1.14,0.87,0.2,0.27,,,,,,,,,,0.07,0.4,,,3.41,78,129,2.10,-1.31
Josh Tupou,2559003,DL,BAL,NE,,,,,,,,,,,,,,,,,,0.00,461,130,2.10,2.1
Elijah Williams,2574361,DL,MIN,@NYG,,,,,,,,,,,,,,,,,,0.00,480,131,2.10,2.1
Sam Williams,2567514,DL,DAL,LAC,,,,,,,,,,,,,,,,,,0.00,486,132,2.10,2.1
Warren Brinson,2574126,DL,GB,@CHI,,,,,,,,,,,,,,,,,,0.00,218,133,2.00,2.0
Thomas Booker,2567670,DL,LV,@HOU,,,,,,,,,,,,,,,,,,0.00,211,134,1.80,1.8
Kingsley Enagbare,2567589,DL,GB,@CHI,1,1.57,0.29,0.43,,0.07,,,,,,,,0.14,0.57,,,4.55,45,135,1.80,-2.75
Moro Ojomo,2570209,DL,PHI,@WAS,1.18,1.12,0.29,0.35,,,,,,,,,,0.06,0.71,,,4.05,55,136,1.80,-2.25
Jarran Reed,2555238,DL,SEA,LAR,1.35,1.29,0.23,0.28,,0.06,0.06,,,,,,,0.11,0.73,,,4.59,43,137,1.80,-2.79
Dominique Robinson,2567421,DL,CHI,GB,0.18,0.24,,0.06,,0.06,0.06,,,,,,,,,,,0.77,161,138,1.80,1.03
Jerry Tillery,2562763,DL,KC,@TEN,0.88,0.41,0.06,0.06,,0.06,,,,,,,,0.06,0.18,,,2.23,122,139,1.80,-0.43
Dalvin Tomlinson,2557846,DL,ARI,ATL,0.9,0.96,0.17,0.23,,,,,,,,,,,0.79,,,3.01,96,140,1.80,-1.21
Khyiris Tonga,2565935,DL,NE,@BAL,0.65,0.82,,0.06,,,,,,,,,,,0.06,,,1.59,134,141,1.80,0.21
Donovan Ezeiruaku,2574073,DL,DAL,LAC,1.26,0.6,0.33,0.42,,0.06,0.06,,,,,,,0.06,0.72,,,4.32,50,142,1.70,-2.62
B.J. Hill,2560740,DL,CIN,@MIA,1.41,1.58,0.17,0.28,,,,,,,,,,0.23,0.56,,,4.68,40,143,1.70,-2.98
Cameron Sample,2565959,DL,CIN,@MIA,0.53,0.41,0.06,0.06,,,,,,,,,,0.06,0.29,,,1.55,137,144,1.70,0.15
Osa Odighizuwa,2566016,DL,DAL,LAC,1.53,1.18,0.35,0.41,,0.06,,,,,,,,0.06,1.29,,,5.32,30,145,1.60,-3.72
Andrew Billings,2555267,DL,CHI,GB,1.07,0.66,,0.16,,,,,,,,,,,,,,2.24,121,146,1.50,-0.74
DaVon Hamilton,2564190,DL,JAX,@DEN,1.65,1.53,0.06,0.12,,,,,,,,,,,0.12,,,3.75,63,147,1.50,-2.25
Tyrion Ingram-Dawkins,2574349,DL,MIN,@NYG,0.18,0.12,0.06,0.18,,,0.06,,0.06,,,,,,,,0.06,1.03,149,148,1.50,0.47
Drake Jackson,2568213,DL,WAS,PHI,,,,,,,,,,,,,,,,,,0.00,328,149,1.50,1.5
John Jenkins,2539231,DL,BAL,NE,1.64,1.07,0.07,0.29,,,,,,,,,,0.07,0.21,,,3.96,58,150,1.50,-2.46
Eric Johnson,2567703,DL,IND,SF,,,,,,,,,,,,,,,,,,0.00,338,151,1.50,1.5
Sebastian Joseph-Day,2561079,DL,TEN,KC,1.13,1.07,0.14,0.17,,,,,,,,,,0.06,0.34,,,3.19,86,152,1.50,-1.69
Arden Key,2560779,DL,TEN,KC,1.02,0.73,0.29,0.39,,0.05,0.05,,,,,,,0.1,0.68,,,3.95,60,153,1.50,-2.45
Sheldon Rankins,2555242,DL,HOU,LV,1.09,0.9,0.1,0.26,,,0.06,,,,,,,,0.26,,,2.96,100,154,1.50,-1.46
Dawuane Smoot,2557839,DL,JAX,@DEN,,,,,,,,,,,,,,,,,,0.00,442,155,1.50,1.5
Barryn Sorrell,2574137,DL,GB,@CHI,0.66,0.78,0.06,0.12,,,,,,,,,,0.06,0.24,,,2.03,128,156,1.50,-0.53
Jalon Walker,2573920,DL,ATL,@ARI,3.31,1.15,0.23,0.31,,0.08,0.08,,,,,,,0.23,1.15,,,8.09,2,157,1.50,-6.59
Adam Butler,2558924,DL,LV,@HOU,1.16,0.87,0.14,0.19,,,,,,,,,,0.14,0.34,,,3.35,81,158,1.20,-2.15
Marcus Davenport,2561037,DL,DET,PIT,1.06,0.83,0.17,0.17,,,,,,,,,,,0.56,,,2.96,99,159,1.20,-1.76
Tyler Davis,2572192,DL,LAR,@SEA,0.24,0.18,,,,,,,,,0.06,,,,,,,0.71,165,160,1.20,0.49
Greg Gaines,2562391,DL,TB,@CAR,0.51,0.77,0.06,0.13,,0.06,,,,,0.06,,,,0.26,,,2.12,125,161,1.20,-0.92
Da'Shawn Hand,2561004,DL,LAC,@DAL,0.88,0.47,0.06,0.18,,0.06,,,,,,,,0.06,0.18,,,2.44,115,162,1.20,-1.24
Derrick Harmon,2574493,DL,PIT,@DET,1.82,1.23,0.13,0.26,,0.06,0.06,,,,,,,0.13,0.39,,,4.91,37,163,1.20,-3.71
McKinnley Jackson,2571925,DL,CIN,@MIA,0.12,0.18,,,,,0.06,,,,,,,,,,,0.35,185,164,1.20,0.85
Benito Jones,2564466,DL,MIA,CIN,0.47,0.53,0.06,0.12,,,,,,,,,,,0.18,,,1.41,142,165,1.20,-0.21
Eyioma Uwazurike,2567535,DL,DEN,JAX,0.12,0.18,0.12,0.12,,0.06,0.06,,,,,,,,0.06,,,1.01,151,166,1.20,0.19
Perrion Winfrey,2567478,DL,DAL,LAC,,,,,,,,,,,,,,,,,,0.00,487,167,1.20,1.2
Isaiah Foskey,2570134,DL,CIN,@MIA,1.45,0.7,,,,,,,,,,,,0.16,,,,3.00,98,168,1.10,-1.9
Mike Green,2573928,DL,BAL,NE,0.82,0.77,0.11,0.16,,,,,,,,,,,,,,2.15,124,169,1.10,-1.05
Rashan Gary,2562376,DL,GB,@CHI,1.59,1.06,0.47,0.41,,0.06,0.06,,,,,,,0.06,1.12,,,5.56,23,170,1.00,-4.56
Denico Autry,2550646,DL,HOU,LV,1.12,0.53,0.29,0.41,,0.06,0.06,,0.06,,,,,0.24,0.71,,0.06,4.66,41,171,0.60,-4.06
Bryan Bresee,2570128,DL,NO,NYJ,0.82,0.59,0.38,0.35,,,,,,,,,,0.06,0.77,,,3.40,79,172,0.60,-2.8
Karl Brooks,2569753,DL,GB,@CHI,0.93,0.73,0.17,0.33,,0.07,0.13,,,,,,,0.13,0.4,,,3.57,70,173,0.60,-2.97
Elijah Chatman,2573820,DL,NYG,MIN,,,,,,,,,,,,,,,,,,0.00,235,174,0.60,0.6
DJ Davidson,2567991,DL,NYG,MIN,,,,,,,,,,,,,,,,,,0.00,246,175,0.60,0.6
Marlon Davidson,2563479,DL,HOU,LV,,,,,,,,,,,,,,,,,,0.00,247,176,0.60,0.6
Sheldon Day,2555241,DL,WAS,PHI,,,,,,,,,,,,,,,,,,0.00,253,177,0.60,0.6
Justin Eboigbe,2572468,DL,LAC,@DAL,1,0.65,0.18,0.12,,0.06,,,,,,,,,0.59,,,2.94,101,178,0.60,-2.34
Clelin Ferrell,2562263,DL,SF,@IND,0.72,0.78,0.12,0.3,,0.06,,,,,,,,0.06,0.24,,,2.72,110,179,0.60,-2.12
Leonard Floyd,2555285,DL,ATL,@ARI,1.35,0.88,0.47,0.47,,0.06,,,,,,,,0.06,1,,,5.06,34,180,0.60,-4.46
Eric Gregory,2574030,DL,NE,@BAL,,,,,,,,,,,,,,,,,,0.00,288,181,0.60,0.6
Ty Hamilton,2574268,DL,LAR,@SEA,0.24,0.18,0.06,,,,,,,,,,,,,,,0.59,174,182,0.60,0.01
Jalyn Holmes,2560744,DL,WAS,PHI,0.36,0.3,,,,,,,,,,,,,0.12,,,0.78,159,183,0.60,-0.18
Maurice Hurst,2560748,DL,CLE,BUF,,,,,,,,,,,,,,,,,,0.00,321,184,0.60,0.6
Desjuan Johnson,2569969,DL,LAR,@SEA,0.24,0.18,0.06,0.06,,,,,,,,,,,,,,0.68,168,185,0.60,-0.08
Naquan Jones,2566953,DL,HOU,LV,0.11,0.17,0.11,0.06,,,,,,,,,,,,,,0.58,176,186,0.60,0.02
George Karlaftis,2567796,DL,KC,@TEN,1.29,0.82,0.56,0.41,,,,,,,,,,0.29,1.35,,,5.56,24,187,0.60,-4.96
Tyquan Lewis,2560791,DL,IND,SF,,,,,,,,,,,,,,,,,,0.00,356,188,0.60,0.6
Roy Lopez,2566133,DL,DET,PIT,,,,,,,,,,,,,,,,,,0.00,360,189,0.60,0.6
