PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Travis Kelce,2540258,TE,KC,@TEN,,,,0.21,,4.29,48.77,0.32,,,,0.05,8.86,7,57,1.10,-7.76
Tommy Tremble,2565914,TE,CAR,TB,,,,,,1.71,17,0.14,,,,0.02,3.36,41,58,1.10,-2.26
Foster Moreau,2562317,TE,NO,NYJ,,,,,,1.12,12.53,0.11,,,,0.01,2.45,45,59,1.00,-1.45
Quintin Morris,2566641,TE,JAX,@DEN,,,,,,,,,,,,,0.00,165,60,1.00,1.0
Ben Sinnott,2572585,TE,WAS,PHI,,,,,,1.91,20.49,0.17,,,,0.02,3.98,35,61,1.00,-2.98
Tanner Hudson,2561215,TE,CIN,@MIA,,,,,,1,8.76,0.08,,,,0.01,1.84,55,62,0.90,-0.94
Jack Stoll,2567061,TE,NO,NYJ,,,,,,,,,,,,,0.00,195,63,0.90,0.9
T.J. Hockenson,2562378,TE,MIN,@NYG,,,,,,3.45,34.03,0.25,,,,0.05,6.53,22,64,0.70,-5.83
Nate Adkins,2570930,TE,DEN,JAX,,,,,,0.72,6.47,0.07,,,,0.01,1.41,59,65,0.60,-0.81
Cam Grandy,2572995,TE,CIN,@MIA,,,,,,0.03,0.22,,,,,,0.04,84,66,0.60,0.56
Kylen Granson,2566145,TE,PHI,@WAS,,,,,,0.2,2.19,0.01,,,,,0.38,79,67,0.60,0.22
Erick All,2571916,TE,CIN,@MIA,,,,,,,,,,,,,0.00,85,68,0.00,0.0
Elijah Arroyo,2574554,TE,SEA,LAR,,,,,,,,,,,,,0.00,86,69,0.00,0.0
Gavin Bartholomew,2574337,TE,MIN,@NYG,,,,,,,,,,,,,0.00,87,70,0.00,0.0
Brenden Bates,2572953,TE,CLE,BUF,,,,,,,,,,,,,0.00,88,71,0.00,0.0
John Bates,2566580,TE,WAS,PHI,,,,,,2.05,22.01,0.16,,,,0.03,4.13,34,72,0.00,-4.13
Jaheim Bell,2572288,TE,PIT,@DET,,,,,,,,,,,,,0.00,89,73,0.00,0.0
Daniel Bellinger,2567985,TE,NYG,MIN,,,,,,1.67,18.46,0.11,,,,0.02,3.30,42,74,0.00,-3.3
Shawn Bowman,2573689,TE,FA,Bye,,,,,,,,,,,,,,90,75,0.00,
Jake Briningstool,2574240,TE,KC,@TEN,,,,,,,,,,,,,0.00,91,76,0.00,0.0
Pharaoh Brown,2559018,TE,ARI,ATL,,,,,,,,,,,,,0.00,92,77,0.00,0.0
Harrison Bryant,2563767,TE,HOU,LV,,,,,,,,,,,,,0.00,93,78,0.00,0.0
Lawrence Cager,2565492,TE,WAS,PHI,,,,,,,,,,,,,0.00,94,79,0.00,0.0
Grant Calcaterra,2568063,TE,PHI,@WAS,,,,,,0.25,3.03,0.02,,,,,0.55,73,80,0.00,-0.55
Sal Cannella,2567197,TE,CLE,BUF,,,,,,,,,,,,,0.00,95,81,0.00,0.0
Oscar Cardenas,2574479,TE,FA,Bye,,,,,,,,,,,,,,96,82,0.00,
Stephen Carlson,2563044,TE,CHI,GB,,,,,,,,,,,,,0.00,97,83,0.00,0.0
McCallan Castles,2572732,TE,GB,@CHI,,,,,,,,,,,,,0.00,98,84,0.00,0.0
Tyler Conklin,2561027,TE,LAC,@DAL,,,,,,,,,,,,,0.00,99,85,0.00,0.0
Tanner Conner,2569017,TE,NYG,MIN,,,,,,,,,,,,,0.00,100,86,0.00,0.0
Pat Conroy,2574289,TE,FA,Bye,,,,,,,,,,,,,,101,87,0.00,
Jalin Conyers,2574320,TE,MIA,CIN,,,,,,,,,,,,,0.00,102,88,0.00,0.0
John Copenhaver,2574212,TE,FA,Bye,,,,,,,,,,,,,,103,89,0.00,
Devin Culp,2572543,TE,TB,@CAR,,,,,,,,,,,,,0.00,104,90,0.00,0.0
Baylor Cupp,2572820,TE,FA,Bye,,,,,,,,,,,,,,105,91,0.00,
Drake Dabney,2574146,TE,GB,@CHI,,,,,,,,,,,,,0.00,106,92,0.00,0.0
Dominique Dafney,2565540,TE,FA,Bye,,,,,,,,,,,,,,107,93,0.00,
Zach Davidson,2566301,TE,NYG,MIN,,,,,,,,,,,,,0.00,108,94,0.00,0.0
Tyler Davis,2564178,TE,FA,Bye,,,,,,,,,,,,,,109,95,0.00,
Luke Deal,2574107,TE,FA,Bye,,,,,,,,,,,,,,110,96,0.00,
Josiah Deguara,2563980,TE,ARI,ATL,,,,,,,,,,,,,0.00,111,97,0.00,0.0
CJ Dippre,2574372,TE,NE,@BAL,,,,,,,,,,,,,0.00,112,98,0.00,0.0
Payne Durham,2570353,TE,TB,@CAR,,,,,,0.12,1.29,0.01,,,,,0.25,81,99,0.00,-0.25
Ross Dwelley,2561060,TE,CAR,TB,,,,,,,,,,,,,0.00,113,100,0.00,0.0
Zach Ertz,2540158,TE,WAS,PHI,,,,,,,,,,,,,0.00,114,101,0.00,0.0
Gerald Everett,2557889,TE,FA,Bye,,,,,,,,,,,,,,115,102,0.00,
Rivaldo Fairweather,2574074,TE,ARI,ATL,,,,,,,,,,,,,0.00,116,103,0.00,0.0
Noah Fant,2562383,TE,CIN,@MIA,,,,,,,,,,,,,0.00,117,104,0.00,0.0
Princeton Fant,2570891,TE,DAL,LAC,,,,,,,,,,,,,0.00,118,105,0.00,0.0
Thomas Fidone II,2574421,TE,NYG,MIN,,,,,,,,,,,,,0.00,119,106,0.00,0.0
Tucker Fisk,2569324,TE,LAC,@DAL,,,,,,,,,,,,,0.00,120,107,0.00,0.0
John FitzPatrick,2567241,TE,GB,@CHI,,,,,,1.18,10.9,0.1,,,,0.01,2.26,48,108,0.00,-2.26
Kevin Foelsch,2573861,TE,FA,Bye,,,,,,,,,,,,,,121,109,0.00,
Cole Fotheringham,2568972,TE,FA,Bye,,,,,,,,,,,,,,122,110,0.00,
Feleipe Franks,2566683,TE,ATL,@ARI,,,,,,,,,,,,,0.00,123,111,0.00,0.0
JJ Galbreath,2574492,TE,FA,Bye,,,,,,,,,,,,,,124,112,0.00,
Reggie Gilliam,2565378,TE,BUF,@CLE,,,,,,,,,,,,,0.00,125,113,0.00,0.0
Thomas Gordon,2574655,TE,CHI,GB,,,,,,,,,,,,,0.00,126,114,0.00,0.0
Noah Gray,2566178,TE,KC,@TEN,,,,0.12,,1.7,17.41,0.12,,,,0.02,3.28,43,115,0.00,-3.28
Seth Green,2568864,TE,FA,Bye,,,,,,,,,,,,,,127,116,0.00,
Patrick Herbert,2574216,TE,JAX,@DEN,,,,,,,,,,,,,0.00,128,117,0.00,0.0
Connor Heyward,2568138,TE,PIT,@DET,,,,0.96,0.01,0.23,2.48,0.02,,,,,0.64,71,118,0.00,-0.64
Tyler Higbee,2555364,TE,LAR,@SEA,,,,,,,,,,,,,0.00,129,119,0.00,0.0
Julian Hill,2571129,TE,MIA,CIN,,,,,,0.68,6.74,0.05,,,,0.01,1.29,63,120,0.00,-1.29
Dallin Holker,2573373,TE,FA,Bye,,,,,,,,,,,,,,130,121,0.00,
Zach Horton,2574111,TE,DET,PIT,,,,,,,,,,,,,0.00,131,122,0.00,0.0
Hayden Hurst,2560747,TE,FA,Bye,,,,,,,,,,,,,,132,123,0.00,
Tyree Jackson,2562435,TE,WAS,PHI,,,,,,,,,,,,,0.00,133,124,0.00,0.0
Michael Jacobson,2567204,TE,FA,Bye,,,,,,,,,,,,,,134,125,0.00,
E.J. Jenkins,2570602,TE,PHI,@WAS,,,,,,,,,,,,,0.00,135,126,0.00,0.0
Neal Johnson,2573719,TE,FA,Bye,,,,,,,,,,,,,,136,127,0.00,
Theo Johnson,2572333,TE,NYG,MIN,,,,,,3.45,38.14,0.3,,,,0.04,7.26,20,128,0.00,-7.26
Brevin Jordan,2566130,TE,HOU,LV,,,,,,,,,,,,,0.00,137,129,0.00,0.0
Nikola Kalinic,2567706,TE,CHI,GB,,,,,,,,,,,,,0.00,138,130,0.00,0.0
Nick Kallerup,2574564,TE,SEA,LAR,,,,,,,,,,,,,0.00,139,131,0.00,0.0
Dalton Keene,2564616,TE,FA,Bye,,,,,,,,,,,,,,140,132,0.00,
Ko Kieft,2568306,TE,TB,@CAR,,,,,,,,,,,,,0.00,141,133,0.00,0.0
Dalton Kincaid,2569594,TE,BUF,@CLE,,,,,,3.01,35.65,0.31,,,,0.05,6.83,21,134,0.00,-6.83
Stevo Klotz,2574520,TE,FA,Bye,,,,,,,,,,,,,,142,135,0.00,
Tucker Kraft,2569768,TE,GB,@CHI,,,,,,,,,,,,,0.00,143,136,0.00,0.0
Lucas Krull,2569092,TE,DEN,JAX,,,,,,,,,,,,,0.00,144,137,0.00,0.0
Zack Kuntz,2570182,TE,FA,Bye,,,,,,,,,,,,,,145,138,0.00,
Luke Lachey,2574173,TE,HOU,LV,,,,,,,,,,,,,0.00,146,139,0.00,0.0
Marshall Lang,2574566,TE,NE,@BAL,,,,,,,,,,,,,0.00,147,140,0.00,0.0
Sam LaPorta,2569726,TE,DET,PIT,,,,,,,,,,,,,0.00,148,141,0.00,0.0
Cameron Latu,2570302,TE,PHI,@WAS,,,,,,,,,,,,,0.00,149,142,0.00,0.0
Keleki Latu,2573965,TE,BUF,@CLE,,,,,,,,,,,,,0.00,150,143,0.00,0.0
Marcedes Lewis,2495888,TE,DEN,JAX,,,,,,,,,,,,,0.00,151,144,0.00,0.0
Isaiah Likely,2567283,TE,BAL,NE,,,,,,2.57,30.17,0.28,,,,0.07,5.84,23,145,0.00,-5.84
Caleb Lohner,2574093,TE,DEN,JAX,,,,,,,,,,,,,0.00,152,146,0.00,0.0
Hunter Long,2566286,TE,JAX,@DEN,,,,,,,,,,,,,0.00,153,147,0.00,0.0
Johnny Lumpkin,2571225,TE,FA,Bye,,,,,,,,,,,,,,154,148,0.00,
Tyler Mabry,2565168,TE,FA,Bye,,,,,,,,,,,,,,155,149,0.00,
Will Mallory,2569849,TE,IND,SF,,,,,,,,,,,,,0.00,156,150,0.00,0.0
Maximilian Mang,2574192,TE,NYG,MIN,,,,,,,,,,,,,0.00,157,151,0.00,0.0
Chris Manhertz,2552622,TE,NYG,MIN,,,,,,0.2,1.9,0.02,,,,,0.41,78,152,0.00,-0.41
David Martin-Robinson,2573467,TE,TEN,KC,,,,,,,,,,,,,0.00,158,153,0.00,0.0
Moliki Matavao,2574401,TE,NO,NYJ,,,,,,,,,,,,,0.00,159,154,0.00,0.0
Sean McKeon,2563854,TE,IND,SF,,,,,,,,,,,,,0.00,160,155,0.00,0.0
Tre' McKitty,2566490,TE,FA,Bye,,,,,,,,,,,,,,161,156,0.00,
Tanner McLachlan,2571937,TE,FA,Bye,,,,,,,,,,,,,,162,157,0.00,
James Mitchell,2567556,TE,CAR,TB,,,,,,,,,,,,,0.00,163,158,0.00,0.0
Zaire Mitchell-Paden,2568654,TE,NO,NYJ,,,,,,,,,,,,,0.00,164,159,0.00,0.0
Johnny Mundt,2558875,TE,JAX,@DEN,,,,,,0.34,3.2,0.02,,,,,0.61,72,160,0.00,-0.61
Jordan Murray,2571714,TE,FA,Bye,,,,,,,,,,,,,,166,161,0.00,
Nick Muse,2567922,TE,NYJ,@NO,,,,,,,,,,,,,0.00,167,162,0.00,0.0
Chris Myarick,2563210,TE,MIA,CIN,,,,,,,,,,,,,0.00,168,163,0.00,0.0
Bryson Nesbit,2574355,TE,MIN,@NYG,,,,,,,,,,,,,0.00,169,164,0.00,0.0
Tyler Neville,2574080,TE,FA,Bye,,,,,,,,,,,,,,170,165,0.00,
David Njoku,2557986,TE,CLE,BUF,,,,,,,,,,,,,0.00,171,166,0.00,0.0
Gunnar Oakes,2574657,TE,FA,Bye,,,,,,,,,,,,,,172,167,0.00,
Thomas Odukoya,2568828,TE,NE,@BAL,,,,,,,,,,,,,0.00,173,168,0.00,0.0
Albert Okwuegbunam,2563911,TE,LV,@HOU,,,,,,,,,,,,,0.00,174,169,0.00,0.0
Donald Parham,2562394,TE,PIT,@DET,,,,,,,,,,,,,0.00,175,170,0.00,0.0
Jordan Petaia,2574524,TE,FA,Bye,,,,,,,,,,,,,,176,171,0.00,
Bryce Pierre,2573996,TE,CAR,TB,,,,,,,,,,,,,0.00,177,172,0.00,0.0
Sam Pitz,2573948,TE,FA,Bye,,,,,,,,,,,,,,178,173,0.00,
Mason Pline,2573542,TE,NO,NYJ,,,,,,,,,,,,,0.00,179,174,0.00,0.0
Caden Prieskorn,2574627,TE,CLE,BUF,,,,,,,,,,,,,0.00,180,175,0.00,0.0
Teagan Quitoriano,2567691,TE,ATL,@ARI,,,,,,,,,,,,,0.00,181,176,0.00,0.0
Mark Redman,2574277,TE,LAR,@SEA,,,,,,,,,,,,,0.00,182,177,0.00,0.0
Tip Reiman,2572426,TE,ARI,ATL,,,,,,,,,,,,,0.00,183,178,0.00,0.0
Giovanni Ricci,2563668,TE,DET,PIT,,,,,,,,,,,,,0.00,184,179,0.00,0.0
Hayden Rucci,2573764,TE,MIA,CIN,,,,,,,,,,,,,0.00,185,180,0.00,0.0
Luke Schoonmaker,2569690,TE,DAL,LAC,,,,,,0.5,4.58,0.03,,,,0.01,0.87,67,181,0.00,-0.87
Gee Scott Jr.,2574384,TE,WAS,PHI,,,,,,,,,,,,,0.00,187,182,0.00,0.0
Joshua Simon,2573917,TE,ATL,@ARI,,,,,,,,,,,,,0.00,188,183,0.00,0.0
Ben Sims,2571198,TE,MIN,@NYG,,,,,,,,,,,,,0.00,189,184,0.00,0.0
Irv Smith,2562738,TE,FA,Bye,,,,,,,,,,,,,,190,185,0.00,
Durham Smythe,2560880,TE,CHI,GB,,,,,,0.29,2.74,,,,,,0.42,77,186,0.00,-0.42
Matt Sokol,2562980,TE,PIT,@DET,,,,,,,,,,,,,0.00,191,187,0.00,0.0
Geor'Quarius Spivey,2573887,TE,FA,Bye,,,,,,,,,,,,,,192,188,0.00,
John Stephens Jr.,2570894,TE,FA,Bye,,,,,,,,,,,,,,193,189,0.00,
Steven Stilianos,2573485,TE,FA,Bye,,,,,,,,,,,,,,194,190,0.00,
Messiah Swinson,2572675,TE,GB,@CHI,,,,,,,,,,,,,0.00,196,191,0.00,0.0
Tanner Taula,2571587,TE,TB,@CAR,,,,,,,,,,,,,0.00,197,192,0.00,0.0
Kole Taylor,2574040,TE,FA,Bye,,,,,,,,,,,,,,198,193,0.00,
Mason Taylor,2574451,TE,NYJ,@NO,,,,,,,,,,,,,0.00,199,194,0.00,0.0
Jermaine Terry,2574428,TE,FA,Bye,,,,,,,,,,,,,,200,195,0.00,
Ian Thomas,2560894,TE,LV,@HOU,,,,,,,,,,,,,0.00,201,196,0.00,0.0
DJ Thomas-Jones,2574502,TE,FA,Bye,,,,,,,,,,,,,,202,197,0.00,
Robert Tonyan,2559270,TE,KC,@TEN,,,,,,0.26,2.69,0.02,,,,,0.52,74,198,0.00,-0.52
Anthony Torres,2574280,TE,FA,Bye,,,,,,,,,,,,,,203,199,0.00,
Cole Turner,2568354,TE,TEN,KC,,,,,,,,,,,,,0.00,204,200,0.00,0.0
Mitch Van Vooren,2574629,TE,FA,Bye,,,,,,,,,,,,,,205,201,0.00,
Nick Vannett,2555289,TE,LAR,@SEA,,,,,,,,,,,,,0.00,206,202,0.00,0.0
Travis Vokolek,2570431,TE,ARI,ATL,,,,,,,,,,,,,0.00,207,203,0.00,0.0
Scotty Washington,2563743,TE,BAL,NE,,,,,,,,,,,,,0.00,208,204,0.00,0.0
Tre Watson,2574258,TE,KC,@TEN,,,,,,,,,,,,,0.00,209,205,0.00,0.0
Treyton Welch,2573040,TE,NO,NYJ,,,,,,,,,,,,,0.00,210,206,0.00,0.0
Jack Westover,2572786,TE,NE,@BAL,,,,,,,,,,,,,0.00,211,207,0.00,0.0
Blake Whiteheart,2571077,TE,CLE,BUF,,,,,,0.98,10.77,0.09,,,,,2.11,50,208,0.00,-2.11
Josh Whyle,2569810,TE,GB,@CHI,,,,,,,,,,,,,0.00,212,209,0.00,0.0
Jared Wiley,2572183,TE,KC,@TEN,,,,,,0.05,0.52,,,,,,0.08,83,210,0.00,-0.08
Brayden Willis,2570293,TE,SF,@IND,,,,,,,,,,,,,0.00,213,211,0.00,0.0
Joel Wilson,2571724,TE,TEN,KC,,,,,,,,,,,,,0.00,214,212,0.00,0.0
Jelani Woods,2567724,TE,NYJ,@NO,,,,,,0.39,4.23,0.03,,,,,0.80,69,213,0.00,-0.8
Brock Wright,2567221,TE,DET,PIT,,,,,,,,,,,,,0.00,215,214,0.00,0.0
Colson Yankoff,2573620,TE,WAS,PHI,,,,,,,,,,,,,0.00,216,215,0.00,0.0
Thomas Yassmin,2573109,TE,LAC,@DAL,,,,,,,,,,,,,0.00,217,216,0.00,0.0
Kenny Yeboah,2565768,TE,FA,Bye,,,,,,,,,,,,,,218,217,0.00,
Ben Yurosek,2574362,TE,MIN,@NYG,,,,,,,,,,,,,0.00,219,218,0.00,0.0
Michael Mayer,2570032,TE,LV,@HOU,,,,,,2.03,18.49,0.13,,,,0.02,3.60,39,219,-0.50,-4.1
