PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Travis Jones,2567277,DL,BAL,@CIN,2,2,1,1,,,,,,,,,,,1,,,22,8.20
Da'Shawn Hand,2561004,DL,LAC,@KC,3,1,,2,,,,,,,,,,,,,,23,8.10
LaCale London,2565405,DL,ATL,@TB,1,,1,1,,,,,,,,,,1,1,,,24,8.00
Preston Smith,2552276,DL,WAS,@NYG,2,,,1,,,,,,,,,,1,2,,,25,8.00
Bobby Brown III,2566199,DL,CAR,@NO,3,3,0.5,,,,,,,,,,,,1,,,26,7.80
John Jenkins,2539231,DL,BAL,@CIN,2,2,,,,1,,,,,,,,,,,,27,7.70
Danielle Hunter,2552603,DL,HOU,ARI,2,1,1,1,,,,,,,,,,,1,,,28,7.60
DeMarcus Lawrence,2543490,DL,SEA,IND,4,,,1,,,,,,,,,,,,,,29,7.50
Alex Wright,2567484,DL,CLE,@CHI,1,3,1,1,,,,,,,,,,,1,,,30,7.30
Jarran Reed,2555238,DL,SEA,IND,3,2,,1,,,,,,,,,,,,,,31,7.20
T'Vondre Sweat,2572075,DL,TEN,@SF,3,4,,,,,,,,,,,,,,,,32,6.90
Esezi Otomewo,2567928,DL,PIT,MIA,1,2,1,1,,,,,,,,,,,1,,,33,6.70
Moro Ojomo,2570209,DL,PHI,LV,1,1,1,1,,,,,,,,,,,2,,,34,6.60
David Onyemata,2556274,DL,ATL,@TB,3,1,,1,,,,,,,,,,,,,,35,6.60
Zeek Biggers,2574319,DL,MIA,@PIT,1,1,1,1,,,,,,,,,,,1,,,36,6.10
Brandon Dorlus,2571802,DL,ATL,@TB,1,1,1,1,,,,,,,,,,,1,,,37,6.10
Zach Sieler,2561129,DL,MIA,@PIT,1,1,1,1,,,,,,,,,,,1,,,38,6.10
Roy Lopez,2566133,DL,DET,@LAR,1,,1,1,,,,,,,,,,,2,,,39,6.00
Jer'Zhan Newton,2572579,DL,WAS,@NYG,4,,,,,,,,,,,,,,,,,40,6.00
Clelin Ferrell,2562263,DL,SF,TEN,2,4,,,,,,,,,,,,,1,,,41,5.90
Adam Butler,2558924,DL,LV,@PHI,3,2,,,,,,,,,,,,,,,,42,5.70
Jonah Laulu,2572126,DL,LV,@PHI,3,2,,,,,,,,,,,,,,,,43,5.70
Greg Rousseau,2565875,DL,BUF,@NE,1,2,1,,,,,,,,,,,,2,,,44,5.70
George Karlaftis,2567796,DL,KC,LAC,2,1,,1,,,,,,,,,,,1,,,45,5.60
Denico Autry,2550646,DL,HOU,ARI,1,,1,1,,,,,,,,,,,1,,,46,5.50
Gervon Dexter Sr.,2569621,DL,CHI,CLE,1,,1,1,,,,,,,,,,,1,,,47,5.50
BJ Green II,2574214,DL,JAX,NYJ,1,,1,1,,,,,,,,,,,1,,,48,5.50
Mike Green,2573928,DL,BAL,@CIN,1,,1,1,,,,,,,,,,,1,,,49,5.50
Jonathan Bullard,2555335,DL,NO,CAR,2,4,,,,,,,,,,,,,,,,50,5.40
Levi Drake Rodriguez,2572276,DL,MIN,@DAL,2,3,,,,,,,,,,,,,1,,,51,5.30
Zach Allen,2562219,DL,DEN,GB,,2,0.5,,,,,,,,,,,,6,,,52,5.20
Rashan Gary,2562376,DL,GB,@DEN,3,,,,,,,,,,,,,,1,,,53,5.00
Cory Durden,2570951,DL,NE,BUF,1,3,,1,,,,,,,,,,,,,,54,4.80
Logan Hall,2568303,DL,TB,ATL,2,3,,,,,,,,,,,,,,,,55,4.80
Jalen Redmond,2570792,DL,MIN,@DAL,2,3,,,,,,,,,,,,,,,,56,4.80
Kenny Clark,2555282,DL,DAL,MIN,1,2,,1,,,,,,,,,,,1,,,57,4.70
Dre'Mont Jones,2562412,DL,BAL,@CIN,1,1,,,,,,,,,,,,,5,,,58,4.60
Jacob Martin,2561092,DL,WAS,@NYG,,1,,,,,,,,,,,,1,3,,,59,4.60
Cameron Jordan,2495184,DL,NO,CAR,3,,,,,,,,,,,,,,,,,60,4.50
Tommy Togiai,2565989,DL,HOU,ARI,3,,,,,,,,,,,,,,,,,61,4.50
Thomas Booker,2567670,DL,LV,@PHI,1,2,,1,,,,,,,,,,,,,,62,4.20
Bryan Bresee,2570128,DL,NO,CAR,1,2,,1,,,,,,,,,,,,,,63,4.20
Matt Dickerson,2561044,DL,JAX,NYJ,,2,,,,,,,,,,,,1,1,,,64,4.20
Chris Rumph II,2566508,DL,NO,CAR,1,2,,1,,,,,,,,,,,,,,65,4.20
B.J. Hill,2560740,DL,CIN,BAL,1,4,,,,,,,,,,,,,,,,66,3.90
Calais Campbell,744,DL,ARI,@HOU,,1,,,,,,,,,,,1,,,,,67,3.60
D.J. Jones,2558265,DL,DEN,GB,1,1,,1,,,,,,,,,,,,,,68,3.60
Larry Ogunjobi,2557836,DL,BUF,@NE,1,1,,1,,,,,,,,,,,,,,69,3.60
Roy Robertson-Harris,2556665,DL,NYG,WAS,2,1,,,,,,,,,,,,,,,,70,3.60
JT Tuimoloau,2574201,DL,IND,@SEA,2,1,,,,,,,,,,,,,,,,71,3.60
Chris Williams,2564154,DL,CHI,CLE,1,1,,1,,,,,,,,,,,,,,72,3.60
Will McDonald IV,2570191,DL,NYJ,@JAX,1,,,1,,,,,,,,,,,1,,,73,3.50
Derrick Brown,2563629,DL,CAR,@NO,1,3,,,,,,,,,,,,,,,,74,3.30
Byron Murphy II,2572531,DL,SEA,IND,1,3,,,,,,,,,,,,,,,,75,3.30
A'Shawn Robinson,2555265,DL,CAR,@NO,1,3,,,,,,,,,,,,,,,,76,3.30
Jowon Briggs,2571946,DL,NYJ,@JAX,1,2,,,,,,,,,,,,,1,,,77,3.20
Kalia Davis,2568204,DL,SF,TEN,,1,,,,,,,,,,,,1,,,,78,3.10
Joey Bosa,2555249,DL,BUF,@NE,,,,,,,,,,,,,,1,1,,,79,3.00
Neville Gallimore,2563842,DL,IND,@SEA,2,,,,,,,,,,,,,,,,,80,3.00
Mike Pennel,2550242,DL,KC,LAC,2,,,,,,,,,,,,,,,,,81,3.00
Harrison Phillips,2560840,DL,NYJ,@JAX,2,,,,,,,,,,,,,,,,,82,3.00
Javon Solomon,2571871,DL,BUF,@NE,2,,,,,,,,,,,,,,,,,83,3.00
Leonard Taylor III,2572720,DL,NE,BUF,2,,,,,,,,,,,,,,,,,84,3.00
Dalvin Tomlinson,2557846,DL,ARI,@HOU,2,,,,,,,,,,,,,,,,,85,3.00
Lukas Van Ness,2569792,DL,GB,@DEN,2,,,,,,,,,,,,,,,,,86,3.00
CJ West,2574551,DL,SF,TEN,2,,,,,,,,,,,,,,,,,87,3.00
Sam Williams,2567514,DL,DAL,MIN,1,,,1,,,,,,,,,,,,,,88,3.00
Poona Ford,2561195,DL,LAR,DET,,4,,,,,,,,,,,,,1,,,89,2.90
Robert Beal Jr.,2570299,DL,SF,TEN,1,2,,,,,,,,,,,,,,,,90,2.70
Mason Graham,2574046,DL,CLE,@CHI,1,2,,,,,,,,,,,,,,,,91,2.70
Javon Hargrave,2555239,DL,MIN,@DAL,,2,0.5,,,,,,,,,,,,1,,,92,2.70
Shelby Harris,2549926,DL,CLE,@CHI,,2,0.5,,,,,,,,,,,,1,,,93,2.70
Kris Jenkins,2571928,DL,CIN,BAL,1,2,,,,,,,,,,,,,,,,94,2.70
Osa Odighizuwa,2566016,DL,DAL,MIN,1,2,,,,,,,,,,,,,,,,95,2.70
Sheldon Rankins,2555242,DL,HOU,ARI,1,2,,,,,,,,,,,,,,,,96,2.70
Jack Sawyer,2574500,DL,PIT,MIA,1,2,,,,,,,,,,,,,,,,97,2.70
Jonah Williams,2564403,DL,NO,CAR,1,2,,,,,,,,,,,,,,,,98,2.70
Colby Wooden,2569783,DL,GB,@DEN,1,2,,,,,,,,,,,,,,,,99,2.70
Sebastian Joseph-Day,2561079,DL,TEN,@SF,1,1,,,,,,,,,,,,,1,,,100,2.60
Nathan Shepherd,2560873,DL,NO,CAR,1,1,,,,,,,,,,,,,1,,,101,2.60
Jalon Walker,2573920,DL,ATL,@TB,,1,0.5,,,,,,,,,,,,2,,,102,2.60
Micheal Clemons,2568024,DL,NYJ,@JAX,,,,,,,,,,,,,,1,,,,103,2.50
Maurice Hurst,2560748,DL,CLE,@CHI,,,,,,,,,,,,,,1,,,,104,2.50
Ruke Orhorhoro,2571811,DL,ATL,@TB,,,,,,,,,,,,,,1,,,,105,2.50
Montez Sweat,2562749,DL,CHI,CLE,1,,,,,,,,,,,,,,2,,,106,2.50
Jordan Davis,2568069,DL,PHI,LV,,4,,,,,,,,,,,,,,,,107,2.40
PJ Mustipher,2570939,DL,ARI,@HOU,,4,,,,,,,,,,,,,,,,108,2.40
Braden Fiske,2572195,DL,LAR,DET,,3,,,,,,,,,,,,,1,,,109,2.30
Warren Brinson,2574126,DL,GB,@DEN,1,1,,,,,,,,,,,,,,,,110,2.10
Karl Brooks,2569753,DL,GB,@DEN,1,1,,,,,,,,,,,,,,,,111,2.10
Jamaree Caldwell,2574507,DL,LAC,@KC,1,1,,,,,,,,,,,,,,,,112,2.10
Mario Edwards,2553433,DL,HOU,ARI,1,1,,,,,,,,,,,,,,,,113,2.10
Donovan Ezeiruaku,2574073,DL,DAL,MIN,1,1,,,,,,,,,,,,,,,,114,2.10
Joshua Farmer,2574373,DL,NE,BUF,1,1,,,,,,,,,,,,,,,,115,2.10
Davon Godchaux,2558012,DL,NO,CAR,1,1,,,,,,,,,,,,,,,,116,2.10
Chauncey Golston,2566007,DL,NYG,WAS,1,1,,,,,,,,,,,,,,,,117,2.10
Kenneth Grant,2574323,DL,MIA,@PIT,1,1,,,,,,,,,,,,,,,,118,2.10
Jermaine Johnson II,2568033,DL,NYJ,@JAX,1,1,,,,,,,,,,,,,,,,119,2.10
Dexter Lawrence,2562301,DL,NYG,WAS,1,1,,,,,,,,,,,,,,,,120,2.10
Basil Okoye,2571560,DL,BAL,@CIN,1,1,,,,,,,,,,,,,,,,121,2.10
Jordan Phillips,2574329,DL,MIA,@PIT,1,1,,,,,,,,,,,,,,,,122,2.10
Nic Scourton,2573999,DL,CAR,@NO,,1,0.5,,,,,,,,,,,,1,,,123,2.10
Maason Smith,2572159,DL,JAX,NYJ,1,1,,,,,,,,,,,,,,,,124,2.10
Teair Tart,2565474,DL,LAC,@KC,1,1,,,,,,,,,,,,,,,,125,2.10
Christian Barmore,2566328,DL,NE,BUF,1,,,,,,,,,,,,,,1,,,126,2.00
Kingsley Enagbare,2567589,DL,GB,@DEN,1,,,,,,,,,,,,,,1,,,127,2.00
John Franklin-Myers,2560731,DL,DEN,GB,,,,,,,,,,,,,,,4,,,128,2.00
Scott Matlock,2570284,DL,LAC,@KC,,,,,,,,,,,,,,,,,,129,1.90
DaVon Hamilton,2564190,DL,JAX,NYJ,,3,,,,,,,,,,,,,,,,130,1.80
Dylan Horton,2569828,DL,HOU,ARI,,3,,,,,,,,,,,,,,,,131,1.80
Desjuan Johnson,2569969,DL,LAR,DET,,3,,,,,,,,,,,,,,,,132,1.80
Joseph Ossai,2565956,DL,CIN,BAL,,3,,,,,,,,,,,,,,,,133,1.80
Malcolm Roach,2564688,DL,DEN,GB,,3,,,,,,,,,,,,,,,,134,1.80
Byron Young,2570053,DL,PHI,LV,,3,,,,,,,,,,,,,,,,135,1.80
Marcus Davenport,2561037,DL,DET,@LAR,,2,,,,,,,,,,,,,1,,,136,1.70
Arden Key,2560779,DL,TEN,@SF,,2,,,,,,,,,,,,,1,,,137,1.70
Al-Quadin Muhammad,2558131,DL,DET,@LAR,,1,,,,,,,,,,,,,2,,,138,1.60
Keion White,2570107,DL,SF,TEN,,1,,,,,,,,,,,,,2,,,139,1.60
Derek Barnett,2557984,DL,HOU,ARI,1,,,,,,,,,,,,,,,,,140,1.50
Keeanu Benton,2570260,DL,PIT,MIA,1,,,,,,,,,,,,,,,,,141,1.50
Andrew Billings,2555267,DL,CHI,CLE,,,,,,,,,,,,,,,3,,,142,1.50
Tyler Davis,2572192,DL,LAR,DET,1,,,,,,,,,,,,,,,,,143,1.50
Eddie Goldman,2552489,DL,WAS,@NYG,1,,,,,,,,,,,,,,,,,144,1.50
Tyrion Ingram-Dawkins,2574349,DL,MIN,@DAL,1,,,,,,,,,,,,,,,,,145,1.50
DaQuan Jones,2543504,DL,BUF,@NE,1,,,,,,,,,,,,,,,,,146,1.50
Logan Lee,2572444,DL,PIT,MIA,1,,,,,,,,,,,,,,,,,147,1.50
Ty Robinson,2574473,DL,PHI,LV,1,,,,,,,,,,,,,,,,,148,1.50
Khalen Saunders,2562723,DL,NYJ,@JAX,1,,,,,,,,,,,,,,,,,149,1.50
Kentavius Street,2560885,DL,ATL,@TB,1,,,,,,,,,,,,,,,,,150,1.50
Jay Tufele,2566172,DL,NYJ,@JAX,1,,,,,,,,,,,,,,,,,151,1.50
Tyrus Wheat,2570885,DL,DET,@LAR,1,,,,,,,,,,,,,,,,,152,1.50
Tyleik Williams,2574122,DL,DET,@LAR,1,,,,,,,,,,,,,,,,,153,1.50
Jonathan Allen,2557844,DL,MIN,@DAL,,2,,,,,,,,,,,,,,,,154,1.20
Mike Hall Jr.,2571949,DL,CLE,@CHI,,2,,,,,,,,,,,,,,,,155,1.20
Bryce Huff,2565510,DL,SF,TEN,,2,,,,,,,,,,,,,,,,156,1.20
McKinnley Jackson,2571925,DL,CIN,BAL,,2,,,,,,,,,,,,,,,,157,1.20
Derrick Nnadi,2560823,DL,KC,LAC,,2,,,,,,,,,,,,,,,,158,1.20
DJ Reader,2555388,DL,DET,@LAR,,2,,,,,,,,,,,,,,,,159,1.20
Darius Robinson,2572429,DL,ARI,@HOU,,2,,,,,,,,,,,,,,,,160,1.20
T.J. Sanders,2573972,DL,BUF,@NE,,2,,,,,,,,,,,,,,,,161,1.20
Khyiris Tonga,2565935,DL,NE,BUF,,2,,,,,,,,,,,,,,,,162,1.20
Tyquan Lewis,2560791,DL,IND,@SEA,,1,,,,,,,,,,,,,1,,,163,1.10
Dawuane Smoot,2557839,DL,JAX,NYJ,,1,,,,,,,,,,,,,1,,,164,1.10
Vita Vea,2560909,DL,TB,ATL,,1,,,,,,,,,,,,,1,,,165,1.10
Chris Jones,2556369,DL,KC,LAC,,,,,,,,,,,,,,,2,,,166,1.00
Arik Armstead,2552493,DL,JAX,NYJ,,1,,,,,,,,,,,,,,,,167,0.60
Michael Danna,2564262,DL,KC,LAC,,1,,,,,,,,,,,,,,,,168,0.60
Justin Eboigbe,2572468,DL,LAC,@KC,,1,,,,,,,,,,,,,,,,169,0.60
Tonka Hemingway,2574294,DL,LV,@PHI,,1,,,,,,,,,,,,,,,,170,0.60
Malcolm Koonce,2566262,DL,LV,@PHI,,1,,,,,,,,,,,,,,,,171,0.60
James Lynch,2564565,DL,TEN,@SF,,1,,,,,,,,,,,,,,,,172,0.60
Isaiah McGuire,2569669,DL,CLE,@CHI,,1,,,,,,,,,,,,,,,,173,0.60
Arron Mosby,2568564,DL,GB,@DEN,,1,,,,,,,,,,,,,,,,174,0.60
Kwity Paye,2565612,DL,IND,@SEA,,1,,,,,,,,,,,,,,,,175,0.60
Grover Stewart,2558766,DL,IND,@SEA,,1,,,,,,,,,,,,,,,,176,0.60
Deone Walker,2573975,DL,BUF,@NE,,1,,,,,,,,,,,,,,,,177,0.60
Eric Watts,2572726,DL,NYJ,@JAX,,1,,,,,,,,,,,,,,,,178,0.60
Will Anderson Jr.,2569834,DL,HOU,ARI,,,,,,,,,,,,,,,1,,,179,0.50
Larrell Murchison,2564055,DL,LAR,DET,,,,,,,,,,,,,,,1,,,180,0.50
Eyioma Uwazurike,2567535,DL,DEN,GB,,,,,,,,,,,,,,,1,,,181,0.50
Myles Adams,2563620,DL,DET,@LAR,,,,,,,,,,,,,,,,,,182,0.00
Adetomiwa Adebawore,2569843,DL,IND,@SEA,,,,,,,,,,,,,,,,,,183,0.00
McTelvin Agim,2563872,DL,FA,Bye,,,,,,,,,,,,,,,,,,184,0.00
Tommy Akingbesote,2574066,DL,BUF,@NE,,,,,,,,,,,,,,,,,,185,0.00
Darius Alexander,2574412,DL,NYG,WAS,,,,,,,,,,,,,,,,,,186,0.00
Deslin Alexandre,2570593,DL,FA,Bye,,,,,,,,,,,,,,,,,,187,0.00
Jaylon Allen,2573076,DL,FA,Bye,,,,,,,,,,,,,,,,,,188,0.00
Bradlee Anae,2563821,DL,FA,Bye,,,,,,,,,,,,,,,,,,189,0.00
Evan Anderson,2573524,DL,SF,TEN,,,,,,,,,,,,,,,,,,190,0.00
Felix Anudike-Uzomah,2569930,DL,KC,LAC,,,,,,,,,,,,,,,,,,191,0.00
Dorance Armstrong,2560959,DL,WAS,@NYG,,,,,,,,,,,,,,,,,,192,0.00
Popo Aumavae,2573656,DL,CAR,@NO,,,,,,,,,,,,,,,,,,193,0.00
Eric Banks,2564325,DL,FA,Bye,,,,,,,,,,,,,,,,,,194,0.00
Ricky Barber,2574605,DL,WAS,@NYG,,,,,,,,,,,,,,,,,,195,0.00
Dante Barnett,2574023,DL,GB,@DEN,,,,,,,,,,,,,,,,,,196,0.00
Tyler Baron,2574431,DL,NYJ,@JAX,,,,,,,,,,,,,,,,,,197,0.00
Alex Barrett,2559140,DL,FA,Bye,,,,,,,,,,,,,,,,,,198,0.00
Simeon Barrow Jr.,2573906,DL,MIA,@PIT,,,,,,,,,,,,,,,,,,199,0.00
Kyon Barrs,2573891,DL,FA,Bye,,,,,,,,,,,,,,,,,,200,0.00
Kyler Baugh,2573358,DL,PIT,MIA,,,,,,,,,,,,,,,,,,201,0.00
Travis Bell,2569612,DL,FA,Bye,,,,,,,,,,,,,,,,,,202,0.00
Diwun Black,2573924,DL,FA,Bye,,,,,,,,,,,,,,,,,,203,0.00
Yahya Black,2574489,DL,PIT,MIA,,,,,,,,,,,,,,,,,,204,0.00
Philip Blidi,2574144,DL,FA,Bye,,,,,,,,,,,,,,,,,,205,0.00
Quinton Bohanna,2565995,DL,FA,Bye,,,,,,,,,,,,,,,,,,206,0.00
Anthony Booker,2574286,DL,FA,Bye,,,,,,,,,,,,,,,,,,207,0.00
Nick Bosa,2562629,DL,SF,TEN,,,,,,,,,,,,,,,,,,208,0.00
Khristian Boyd,2572309,DL,NO,CAR,,,,,,,,,,,,,,,,,,209,0.00
Will Bradley-King,2566583,DL,SF,TEN,,,,,,,,,,,,,,,,,,210,0.00
Devin Brandt-Epps,2573957,DL,FA,Bye,,,,,,,,,,,,,,,,,,211,0.00
C.J. Brewer,2569330,DL,TB,ATL,,,,,,,,,,,,,,,,,,212,0.00
Josiah Bronson,2565690,DL,FA,Bye,,,,,,,,,,,,,,,,,,213,0.00
Vernon Broughton,2574393,DL,NO,CAR,,,,,,,,,,,,,,,,,,214,0.00
Earnest Brown IV,2566202,DL,DAL,MIN,,,,,,,,,,,,,,,,,,215,0.00
Shakel Brown,2571479,DL,FA,Bye,,,,,,,,,,,,,,,,,,216,0.00
Taven Bryan,2560983,DL,BAL,@CIN,,,,,,,,,,,,,,,,,,217,0.00
DeForest Buckner,2555275,DL,IND,@SEA,,,,,,,,,,,,,,,,,,218,0.00
Matthew Butler,2567871,DL,MIA,@PIT,,,,,,,,,,,,,,,,,,219,0.00
Solomon Byrd,2572084,DL,HOU,ARI,,,,,,,,,,,,,,,,,,220,0.00
Anthony Campbell,2574625,DL,GB,@DEN,,,,,,,,,,,,,,,,,,221,0.00
Xavier Carlton,2574006,DL,FA,Bye,,,,,,,,,,,,,,,,,,222,0.00
Owen Carney,2569011,DL,FA,Bye,,,,,,,,,,,,,,,,,,223,0.00
James Carpenter,2574210,DL,FA,Bye,,,,,,,,,,,,,,,,,,224,0.00
DeWayne Carter,2571853,DL,BUF,@NE,,,,,,,,,,,,,,,,,,225,0.00
Jalen Carter,2570203,DL,PHI,LV,,,,,,,,,,,,,,,,,,226,0.00
Zachary Carter,2567445,DL,ARI,@HOU,,,,,,,,,,,,,,,,,,227,0.00
Nelson Ceaser,2572753,DL,FA,Bye,,,,,,,,,,,,,,,,,,228,0.00
Elijah Chatman,2573820,DL,NYG,WAS,,,,,,,,,,,,,,,,,,229,0.00
Kameron Cline,2564109,DL,FA,Bye,,,,,,,,,,,,,,,,,,230,0.00
Keondre Coburn,2569924,DL,FA,Bye,,,,,,,,,,,,,,,,,,231,0.00
Myles Cole,2572135,DL,FA,Bye,,,,,,,,,,,,,,,,,,232,0.00
L.J. Collier,2562248,DL,ARI,@HOU,,,,,,,,,,,,,,,,,,233,0.00
Alfred Collins,2574539,DL,SF,TEN,,,,,,,,,,,,,,,,,,234,0.00
Maliek Collins,2555400,DL,CLE,@CHI,,,,,,,,,,,,,,,,,,235,0.00
Keith Cooper Jr.,2574106,DL,CLE,@CHI,,,,,,,,,,,,,,,,,,236,0.00
Byron Cowart,2562392,DL,FA,Bye,,,,,,,,,,,,,,,,,,237,0.00
Brenton Cox Jr.,2570509,DL,GB,@DEN,,,,,,,,,,,,,,,,,,238,0.00
Howard Cross III,2574027,DL,CIN,BAL,,,,,,,,,,,,,,,,,,239,0.00
Jaden Crumedy,2571886,DL,CAR,@NO,,,,,,,,,,,,,,,,,,240,0.00
DJ Davidson,2567991,DL,NYG,WAS,,,,,,,,,,,,,,,,,,241,0.00
Marlon Davidson,2563479,DL,HOU,ARI,,,,,,,,,,,,,,,,,,242,0.00
Carl Davis,2552280,DL,FA,Bye,,,,,,,,,,,,,,,,,,243,0.00
Devonta Davis,2574184,DL,FA,Bye,,,,,,,,,,,,,,,,,,244,0.00
Domenique Davis,2565501,DL,FA,Bye,,,,,,,,,,,,,,,,,,245,0.00
Jasheen Davis,2574395,DL,FA,Bye,,,,,,,,,,,,,,,,,,246,0.00
Denzel Daxon,2573046,DL,ARI,@HOU,,,,,,,,,,,,,,,,,,247,0.00
Sheldon Day,2555241,DL,WAS,@NYG,,,,,,,,,,,,,,,,,,248,0.00
Fadil Diggs,2574398,DL,NO,CAR,,,,,,,,,,,,,,,,,,249,0.00
Ethan Downs,2574213,DL,KC,LAC,,,,,,,,,,,,,,,,,,250,0.00
Michael Dwumfour,2565723,DL,FA,Bye,,,,,,,,,,,,,,,,,,251,0.00
TeRah Edwards,2574509,DL,LAC,@KC,,,,,,,,,,,,,,,,,,252,0.00
Daniel Ekuale,2561458,DL,PIT,MIA,,,,,,,,,,,,,,,,,,253,0.00
Jordan Elliott,2563779,DL,SF,TEN,,,,,,,,,,,,,,,,,,254,0.00
A.J. Epenesa,2563605,DL,BUF,@NE,,,,,,,,,,,,,,,,,,255,0.00
James Ester,2572657,DL,GB,@DEN,,,,,,,,,,,,,,,,,,256,0.00
Desmond Evans,2574148,DL,FA,Bye,,,,,,,,,,,,,,,,,,257,0.00
Joe Evans,2574641,DL,FA,Bye,,,,,,,,,,,,,,,,,,258,0.00
Foley Fatukasi,2560722,DL,HOU,ARI,,,,,,,,,,,,,,,,,,259,0.00
Breiden Fehoko,2565030,DL,FA,Bye,,,,,,,,,,,,,,,,,,260,0.00
Viliami Fehoko Jr.,2569702,DL,IND,@SEA,,,,,,,,,,,,,,,,,,261,0.00
Michael Fletcher,2574438,DL,FA,Bye,,,,,,,,,,,,,,,,,,262,0.00
Leonard Floyd,2555285,DL,ATL,@TB,,,,,,,,,,,,,,,,,,263,0.00
Jonathan Ford,2567592,DL,GB,@DEN,,,,,,,,,,,,,,,,,,264,0.00
Trace Ford,2574422,DL,NYG,WAS,,,,,,,,,,,,,,,,,,265,0.00
Isaiah Foskey,2570134,DL,CIN,BAL,,,,,,,,,,,,,,,,,,266,0.00
Leki Fotu,2564910,DL,HOU,ARI,,,,,,,,,,,,,,,,,,267,0.00
Morgan Fox,2556529,DL,FA,Bye,,,,,,,,,,,,,,,,,,268,0.00
Josh Fuga,2574510,DL,LAC,@KC,,,,,,,,,,,,,,,,,,269,0.00
Amari Gainer,2573223,DL,NE,BUF,,,,,,,,,,,,,,,,,,270,0.00
Greg Gaines,2562391,DL,TB,ATL,,,,,,,,,,,,,,,,,,271,0.00
Bryce Ganious,2574654,DL,FA,Bye,,,,,,,,,,,,,,,,,,272,0.00
Elijah Garcia,2567829,DL,ATL,@TB,,,,,,,,,,,,,,,,,,273,0.00
Jonathan Garvin,2563992,DL,CHI,CLE,,,,,,,,,,,,,,,,,,274,0.00
Ali Gaye,2571005,DL,TEN,@SF,,,,,,,,,,,,,,,,,,275,0.00
Joe Gaziano,2565036,DL,FA,Bye,,,,,,,,,,,,,,,,,,276,0.00
Kevin Givens,2562655,DL,SF,TEN,,,,,,,,,,,,,,,,,,277,0.00
Anthony Goodlow,2573716,DL,PIT,MIA,,,,,,,,,,,,,,,,,,278,0.00
Adam Gotsis,2555502,DL,TB,ATL,,,,,,,,,,,,,,,,,,279,0.00
Ta'Quon Graham,2565815,DL,PHI,LV,,,,,,,,,,,,,,,,,,280,0.00
Carl Granderson,2562273,DL,NO,CAR,,,,,,,,,,,,,,,,,,281,0.00
Mike Greene,2569465,DL,FA,Bye,,,,,,,,,,,,,,,,,,282,0.00
