PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Miles Battle,2572808,DB,FA,Bye,,,,,,,,,,,,,,,,,,,262,38,0.00,
Dalys Beanum,2574392,DB,NO,@ATL,,,,,,,,,,,,,,,,,,0.00,263,39,0.00,0.0
D'Anthony Bell,2568630,DB,CAR,@TB,,,,,,,,,,,,,,,,,,0.00,264,40,0.00,0.0
Markquese Bell,2568666,DB,DAL,@NYG,1.37,0.89,,,,,,,,,,,,,,,,2.59,176,41,0.00,-2.59
Dane Belton,2567988,DB,NYG,DAL,3.59,3.91,0.08,0.08,0.08,0.16,0.08,,,,,,,0.39,,,,9.91,12,42,0.00,-9.91
Christian Benford,2567322,DB,BUF,NYJ,2.82,0.78,,0.18,0.18,0.12,0.06,0.06,,,,,,0.72,0.06,3.42,,8.26,43,43,0.00,-8.26
Jakorian Bennett,2570038,DB,PHI,WAS,0.94,0.65,,,0.06,,,0.06,,,,,,0.29,,0.94,,3.01,163,44,0.00,-3.01
Jarrick Bernard-Converse,2570176,DB,NYG,DAL,0.39,0.52,,,,,,,,,,,,,,,,0.90,212,45,0.00,-0.9
Beanie Bishop Jr.,2573512,DB,NO,@ATL,,,,,,,,,,,,,,,,,,0.00,265,46,0.00,0.0
Cole Bishop,2571850,DB,BUF,NYJ,2.69,1.94,,0.19,0.06,0.06,,,,,,,,0.31,,1,,6.71,85,47,0.00,-6.71
Henry Black,2563974,DB,FA,Bye,,,,,,,,,,,,,,,,,,,266,48,0.00,
Korie Black,2574414,DB,NYG,DAL,1,1.1,,0.2,,,,,,,,,,0.2,,,,2.96,166,49,0.00,-2.96
Julian Blackmon,2564103,DB,NO,@ATL,,,,,,,,,,,,,,,,,,0.00,267,50,0.00,0.0
Mekhi Blackmon,2570086,DB,IND,@HOU,0.83,0.28,,0.09,0.06,0.03,0.03,0.03,,,,,,0.28,,1.39,,2.76,173,51,0.00,-2.76
Josh Blackwell,2568054,DB,CHI,DET,,,,,,,,,,,,,,,,,,0.00,268,52,0.00,0.0
DaRon Bland,2567490,DB,DAL,@NYG,,,,,,,,,,,,,,,,,,0.00,269,53,0.00,0.0
Reed Blankenship,2568057,DB,PHI,WAS,3.6,1.93,,0.07,0.2,,0.07,,,,,,,0.4,,,,8.43,35,54,0.00,-8.43
Joshuah Bledsoe,2566331,DB,FA,Bye,,,,,,,,,,,,,,,,,,,270,55,0.00,
Joey Blount,2568225,DB,ARI,@LAR,,,,,,,,,,,,,,,,,,0.00,271,56,0.00,0.0
Bubba Bolden,2568228,DB,FA,Bye,,,,,,,,,,,,,,,,,,,272,57,0.00,
Isaiah Bolden,2570116,DB,FA,Bye,,,,,,,,,,,,,,,,,,,273,58,0.00,
Ethan Bonner,2571144,DB,MIA,@NE,0.18,0.24,,,,,,,,,,,,0.06,,,,0.56,236,59,0.00,-0.56
Andrew Booth,2567904,DB,FA,Bye,,,,,,,,,,,,,,,,,,,274,60,0.00,
Dicaprio Bootle,2566980,DB,FA,Bye,,,,,,,,,,,,,,,,,,,275,61,0.00,
Billy Bowman Jr.,2573907,DB,ATL,NO,,,,,,,,,,,,,,,,,,0.00,276,62,0.00,0.0
Kris Boyd,2562630,DB,NYJ,@BUF,,,,,,,,,,,,,,,,,,0.00,277,63,0.00,0.0
Ekow Boye-Doe,2571497,DB,FA,Bye,,,,,,,,,,,,,,,,,,,278,64,0.00,
Beau Brade,2572591,DB,NYG,DAL,,,,,,,,,,,,,,,,,,0.00,279,65,0.00,0.0
Millard Bradford,2573361,DB,FA,Bye,,,,,,,,,,,,,,,,,,,280,66,0.00,
Brian Branch,2569729,DB,DET,@CHI,,,,,,,,,,,,,,,,,,0.00,281,67,0.00,0.0
Christian Braswell,2569876,DB,JAX,TEN,,,,,,,,,,,,,,,,,,0.00,282,68,0.00,0.0
Julius Brents,2569840,DB,MIA,@NE,,,,,,,,,,,,,,,,,,0.00,283,69,0.00,0.0
Trikweze Bridges,2574506,DB,DAL,@NYG,,,,,,,,,,,,,,,,,,0.00,284,70,0.00,0.0
Jaquan Brisker,2567370,DB,CHI,DET,4.03,1.64,0.09,0.25,0.06,0.06,0.06,,,,,,,0.25,0.25,,,8.81,29,71,0.00,-8.81
Kendell Brooks,2571050,DB,TEN,@JAX,3.29,1.88,,,,,,,,,,,,0.31,,,,6.84,78,72,0.00,-6.84
Nate Brooks,2562843,DB,FA,Bye,,,,,,,,,,,,,,,,,,,285,73,0.00,
Natrone Brooks,2571422,DB,ATL,NO,0.12,0.24,,,0.06,,,,,,,,,0.12,,,,0.83,217,74,0.00,-0.83
Will Brooks,2574666,DB,FA,Bye,,,,,,,,,,,,,,,,,,,286,75,0.00,
JaTravis Broughton,2573976,DB,FA,Bye,,,,,,,,,,,,,,,,,,,287,76,0.00,
Ji'Ayir Brown,2570287,DB,SF,SEA,2.94,1.56,,0.19,0.13,,,,,,,,,0.44,,0.75,,7.21,67,77,0.00,-7.21
Kahzir Brown,2574127,DB,FA,Bye,,,,,,,,,,,,,,,,,,,288,78,0.00,
Mike Brown,2569050,DB,TEN,@JAX,,,,,,,,,,,,,,,,,,0.00,289,79,0.00,0.0
Montaric Brown,2567727,DB,JAX,TEN,1.35,0.59,,,0.12,,,,,,,,,0.47,,0.7,,4.00,136,80,0.00,-4.0
Omar Brown,2573082,DB,FA,Bye,,,,,,,,,,,,,,,,,,,290,81,0.00,
Sydney Brown,2570200,DB,PHI,WAS,2.69,0.62,,,,0.1,,,,,,,,0.1,,,,5.01,116,82,0.00,-5.01
Tony Brown,2560982,DB,FA,Bye,,,,,,,,,,,,,,,,,,,291,83,0.00,
Tre Brown,2566550,DB,NYJ,@BUF,1.66,0.47,,,0.06,0.06,,,,,,,,0.24,,,,3.79,144,84,0.00,-3.79
Jarvis Brownlee Jr.,2572060,DB,NYJ,@BUF,,,,,,,,,,,,,,,,,,0.00,292,85,0.00,0.0
Cobee Bryant,2573908,DB,ATL,NO,,,,,,,,,,,,,,,,,,0.00,293,86,0.00,0.0
Coby Bryant,2568234,DB,SEA,@SF,,,,,,,,,,,,,,,,,,0.00,294,87,0.00,0.0
Myles Bryant,2564592,DB,HOU,IND,1.91,0.64,,0.09,,,,,,,,,,0.18,,,,3.83,141,88,0.00,-3.83
Javon Bullard,2572027,DB,GB,@MIN,2.71,1,,0.07,,0.07,,,,,,,,0.14,,,,5.37,110,89,0.00,-5.37
Calen Bullock,2572081,DB,HOU,IND,3.47,1.12,,0.06,0.18,0.06,0.06,,,,,,,0.71,,3.88,,8.77,30,90,0.00,-8.77
Terrell Burgess,2564331,DB,NO,@ATL,0.63,0.51,,0.17,,,,,,,,,,0.11,0.06,,,1.81,192,91,0.00,-1.81
Denzel Burke,2574477,DB,ARI,@LAR,0.81,1.91,,0.07,0.22,,,,,,,,,0.15,,,,3.61,153,92,0.00,-3.61
Artie Burns,2555344,DB,MIA,@NE,,,,,,,,,,,,,,,,,,0.00,295,93,0.00,0.0
Major Burns,2574005,DB,FA,Bye,,,,,,,,,,,,,,,,,,,296,94,0.00,
Deon Bush,2555155,DB,KC,@LV,,,,,,,,,,,,,,,,,,0.00,297,95,0.00,0.0
Josh Butler,2571753,DB,DAL,@NYG,0.12,0.18,,,,,,,,,,,,0.12,,,,0.59,234,96,0.00,-0.59
Percy Butler,2568318,DB,WAS,@PHI,1.35,1.16,,0.13,,,,,,,,,,0.13,,,,3.24,158,97,0.00,-3.24
Kevin Byard,2555158,DB,CHI,DET,4.77,2.54,0.06,0.12,0.06,,0.06,,,,,,,0.25,0.12,0.56,,9.95,11,98,0.00,-9.95
Camryn Bynum,2566295,DB,IND,@HOU,4.22,1.47,,0.1,0.15,0.05,0.1,,,,,,,0.41,,0.71,,9.21,21,99,0.00,-9.21
Keydrain Calligan,2574620,DB,TEN,@JAX,,,,,,,,,,,,,,,,,,0.00,298,100,0.00,0.0
Elijah Campbell,2561455,DB,MIA,@NE,,,,,,,,,,,,,,,,,,0.00,299,101,0.00,0.0
Tyson Campbell,2566151,DB,CLE,@CIN,3.22,1.46,,0.15,0.15,,,,,,,,,0.54,,1.07,,7.84,56,102,0.00,-7.84
Derrick Canteen,2574537,DB,SF,SEA,,,,,,,,,,,,,,,,,,0.00,300,103,0.00,0.0
Caelen Carson,2571967,DB,DAL,@NYG,0.71,0.41,,0.06,0.06,,0.06,,,,,,,0.12,,,,1.97,187,104,0.00,-1.97
Ajani Carter,2574652,DB,HOU,IND,,,,,,,,,,,,,,,,,,0.00,301,105,0.00,0.0
Michael Carter II,2565717,DB,PHI,WAS,0.92,0.68,,0.12,0.06,,0.06,,,,,,,0.31,,1.42,,3.06,161,106,0.00,-3.06
Sebastian Castro,2574491,DB,PIT,BAL,0.34,0.23,,,0.06,,,,,,,,,,,,,0.86,216,107,0.00,-0.86
Tariq Castro-Fields,2568201,DB,PHI,WAS,,,,,,,,,,,,,,,,,,0.00,302,108,0.00,0.0
Zion Childress,2574070,DB,DAL,@NYG,,,,,,,,,,,,,,,,,,0.00,303,109,0.00,0.0
Jeremy Chinn,2563632,DB,LV,KC,,,,,,,,,,,,,,,,,,0.00,304,110,0.00,0.0
Lewis Cine,2567910,DB,FA,Bye,,,,,,,,,,,,,,,,,,,305,111,0.00,
Andre Cisco,2566154,DB,NYJ,@BUF,,,,,,,,,,,,,,,,,,0.00,306,112,0.00,0.0
Alijah Clark,2574071,DB,DAL,@NYG,,,,,,,,,,,,,,,,,,0.00,307,113,0.00,0.0
Chuck Clark,2558248,DB,PIT,BAL,1.66,0.74,,0.06,0.06,0.06,,,,,,,,0.12,,,,3.74,146,114,0.00,-3.74
Dean Clark,2574433,DB,NYJ,@BUF,1.46,1.94,,0.49,,0.24,,,,,,,,0.24,0.24,,,5.65,106,115,0.00,-5.65
Hudson Clark,2574287,DB,FA,Bye,,,,,,,,,,,,,,,,,,,308,116,0.00,
Jordan Clark,2574434,DB,NYJ,@BUF,,,,,,,,,,,,,,,,,,0.00,309,117,0.00,0.0
Kei'Trel Clark,2570230,DB,ARI,@LAR,,,,,,,,,,,,,,,,,,0.00,310,118,0.00,0.0
Brandon Codrington,2572856,DB,BUF,NYJ,,,,,,,,,,,,,,,,,,0.00,311,119,0.00,0.0
Jordan Colbert,2573256,DB,MIA,@NE,,,,,,,,,,,,,,,,,,0.00,312,120,0.00,0.0
Chamarri Conner,2569927,DB,KC,@LV,4.28,1.43,0.09,0.3,0.12,0.12,0.06,,,,,,,0.36,0.36,2.8,,9.98,10,121,0.00,-9.98
Alex Cook,2570587,DB,FA,Bye,,,,,,,,,,,,,,,,,,,313,122,0.00,
Bryan Cook,2567787,DB,KC,@LV,2.65,0.95,,0.05,0.05,,0.05,,,,,,,0.2,,0.35,,5.36,111,123,0.00,-5.36
Ryan Cooper Jr.,2572603,DB,FA,Bye,,,,,,,,,,,,,,,,,,,314,124,0.00,
Te'Cory Couch,2573644,DB,BUF,NYJ,,,,,,,,,,,,,,,,,,0.00,315,125,0.00,0.0
Jacobe Covington,2574242,DB,FA,Bye,,,,,,,,,,,,,,,,,,,316,126,0.00,
Kitan Crawford,2574481,DB,ARI,@LAR,,,,,,,,,,,,,,,,,,0.00,317,127,0.00,0.0
Nick Cross,2567700,DB,IND,@HOU,4.12,2.74,,0.36,0.1,0.05,,,,,,,,0.3,,1.12,,9.68,16,128,0.00,-9.68
Keion Crossen,2561157,DB,FA,Bye,,,,,,,,,,,,,,,,,,,318,129,0.00,
Brandon Crossley,2574371,DB,FA,Bye,,,,,,,,,,,,,,,,,,,319,130,0.00,
Kam Curl,2565270,DB,LAR,ARI,3.65,2,0.07,0.14,0.07,0.07,0.07,,,,,,,0.55,0.21,1.17,,9.10,23,131,0.00,-9.1
Fentrell Cypress II,2574609,DB,FA,Bye,,,,,,,,,,,,,,,,,,,320,132,0.00,
Cameron Dantzler,2564526,DB,FA,Bye,,,,,,,,,,,,,,,,,,,321,133,0.00,
Ronald Darby,2552689,DB,FA,Bye,,,,,,,,,,,,,,,,,,,322,134,0.00,
Ashtyn Davis,2564793,DB,MIA,@NE,2.05,1.47,,0.1,0.1,0.1,0.1,0.1,,,,,,0.2,,5.77,,6.00,103,135,0.00,-6.0
Carlton Davis III,2561039,DB,NE,MIA,2.5,0.77,,0.13,0.13,0.06,0.06,,,,,,,0.7,,1.02,,6.92,73,136,0.00,-6.92
Jaden Davis,2572408,DB,ARI,@LAR,,,,,,,,,,,,,,,,,,0.00,323,137,0.00,0.0
Jalen Davis,2561316,DB,CIN,CLE,,,,,,,,,,,,,,,,,,0.00,324,138,0.00,0.0
Michael Davis,2559164,DB,NO,@ATL,,,,,,,,,,,,,,,,,,0.00,325,139,0.00,0.0
Elliott Davison,2574396,DB,NO,@ATL,,,,,,,,,,,,,,,,,,0.00,326,140,0.00,0.0
Jamel Dean,2562556,DB,TB,CAR,,,,,,,,,,,,,,,,,,0.00,327,141,0.00,0.0
Cooper DeJean,2572375,DB,PHI,WAS,3.44,1.48,0.08,0.31,0.08,0.08,0.16,,,,,,,0.55,0.16,2.11,,8.92,25,142,0.00,-8.92
Grant Delpit,2563773,DB,CLE,@CIN,3.85,2.12,0.06,0.33,0.06,,0.06,,,,,,,0.11,0.22,0.78,,8.34,39,143,0.00,-8.34
MJ Devonshire,2572222,DB,BUF,NYJ,,,,,,,,,,,,,,,,,,0.00,328,144,0.00,0.0
Marcellas Dial Jr.,2572291,DB,NE,MIA,,,,,,,,,,,,,,,,,,0.00,329,145,0.00,0.0
Quandre Diggs,2552262,DB,SEA,@SF,,,,,,,,,,,,,,,,,,0.00,330,146,0.00,0.0
Trevon Diggs,2563836,DB,GB,@MIN,2.35,0.51,,,0.13,,,,,,,,,0.76,,1.02,,6.22,98,147,0.00,-6.22
Malik Dixon-Williams,2574263,DB,FA,Bye,,,,,,,,,,,,,,,,,,,331,148,0.00,
Khalil Dorsey,2565336,DB,DET,@CHI,0.12,0.18,,,0.06,,,,,,,,,0.06,,,,0.65,231,149,0.00,-0.65
Mello Dotson,2574290,DB,FA,Bye,,,,,,,,,,,,,,,,,,,332,150,0.00,
Rasul Douglas,2558168,DB,MIA,@NE,1.46,0.47,,,0.1,0.05,,,,,,,,0.26,,1.88,,3.71,149,151,0.00,-3.71
Michael Dowell,2572992,DB,FA,Bye,,,,,,,,,,,,,,,,,,,333,152,0.00,
Storm Duck,2573259,DB,MIA,@NE,,,,,,,,,,,,,,,,,,0.00,334,153,0.00,0.0
Kyle Dugger,2564601,DB,PIT,BAL,3.58,0.87,0.1,0.39,0.1,0.1,,,,,,,,0.19,0.19,,,7.95,52,154,0.00,-7.95
Isaiah Dunn,2565720,DB,FA,Bye,,,,,,,,,,,,,,,,,,,335,155,0.00,
Cobie Durant,2567826,DB,LAR,ARI,2.36,1.1,0.08,0.24,0.16,0.08,,0.08,,,,,,0.79,0.24,5.27,,8.15,44,156,0.00,-8.15
Brandin Echols,2565726,DB,PIT,BAL,1.92,0.66,,0.06,0.06,,,,,,,,,0.3,,0.96,,4.36,128,157,0.00,-4.36
Chris Edmonds,2573025,DB,CLE,@CIN,,,,,,,,,,,,,,,,,,0.00,336,158,0.00,0.0
Terrell Edmunds,2560712,DB,LV,KC,,,,,,,,,,,,,,,,,,0.00,337,159,0.00,0.0
Johnathan Edwards,2574186,DB,IND,@HOU,,,,,,,,,,,,,,,,,,0.00,338,160,0.00,0.0
Mike Edwards,2562259,DB,KC,@LV,,,,,,,,,,,,,,,,,,0.00,339,161,0.00,0.0
Kaiir Elam,2567331,DB,TEN,@JAX,1.28,0.64,,0.12,0.06,,,,,,,,,0.29,,,,3.42,156,162,0.00,-3.42
DeShon Elliott,2560715,DB,PIT,BAL,,,,,,,,,,,,,,,,,,0.00,340,163,0.00,0.0
Martin Emerson,2567466,DB,CLE,@CIN,,,,,,,,,,,,,,,,,,0.00,341,164,0.00,0.0
Nick Emmanwori,2574558,DB,SEA,@SF,2.21,1.79,0.07,0.14,0.14,0.07,,,,,,,,0.29,0.21,,,6.30,96,165,0.00,-6.3
Marcus Epps,2562946,DB,PHI,WAS,,,,,,,,,,,,,,,,,,0.00,342,166,0.00,0.0
Akayleb Evans,2567913,DB,CAR,@TB,,,,,,,,,,,,,,,,,,0.00,343,167,0.00,0.0
JayVian Farr,2574662,DB,FA,Bye,,,,,,,,,,,,,,,,,,,344,168,0.00,
AJ Finley,2571294,DB,SEA,@SF,,,,,,,,,,,,,,,,,,0.00,345,169,0.00,0.0
Minkah Fitzpatrick,2560725,DB,MIA,@NE,,,,,,,,,,,,,,,,,,0.00,346,170,0.00,0.0
Cordale Flott,2567997,DB,NYG,DAL,,,,,,,,,,,,,,,,,,0.00,347,171,0.00,0.0
Dallis Flowers,2568906,DB,CHI,DET,,,,,,,,,,,,,,,,,,0.00,348,172,0.00,0.0
Tre Flowers,2560728,DB,PIT,BAL,,,,,,,,,,,,,,,,,,0.00,349,173,0.00,0.0
Tra Fluellen,2573905,DB,FA,Bye,,,,,,,,,,,,,,,,,,,350,174,0.00,
Emmanuel Forbes,2570371,DB,LAR,ARI,1.84,0.74,,,,,,,,,,,,0.25,,,,3.83,142,175,0.00,-3.83
Mike Ford,2561527,DB,ATL,NO,0.12,0.24,,,,,,,,,,,,0.12,,,,0.62,232,176,0.00,-0.62
Darrick Forrest,2566598,DB,FA,Bye,,,,,,,,,,,,,,,,,,,351,177,0.00,
O'Donnell Fortune,2574423,DB,FA,Bye,,,,,,,,,,,,,,,,,,,352,178,0.00,
Sam Franklin Jr.,2563638,DB,BUF,NYJ,0.12,0.18,,,0.06,,0.06,,,,,,,0.06,,,,0.71,224,179,0.00,-0.71
Zah Frazier,2574009,DB,CHI,DET,,,,,,,,,,,,,,,,,,0.00,353,180,0.00,0.0
Jordan Fuller,2564340,DB,ATL,NO,,,,,,,,,,,,,,,,,,0.00,354,181,0.00,0.0
Kristian Fulton,2564046,DB,KC,@LV,2.33,0.67,,0.13,0.07,,,,,,,,,0.33,,1.2,,5.20,114,182,0.00,-5.2
Tyrek Funderburk,2573563,DB,MIN,GB,,,,,,,,,,,,,,,,,,0.00,355,183,0.00,0.0
Keenan Garber,2574346,DB,DET,@CHI,,,,,,,,,,,,,,,,,,0.00,356,184,0.00,0.0
Sauce Gardner,2568027,DB,IND,@HOU,,,,,,,,,,,,,,,,,,0.00,357,185,0.00,0.0
C.J. Gardner-Johnson,2562588,DB,CHI,DET,,,,,,,,,,,,,,,,,,0.00,358,186,0.00,0.0
Mekhi Garner,2570644,DB,FA,Bye,,,,,,,,,,,,,,,,,,,359,187,0.00,
Allan George,2568591,DB,FA,Bye,,,,,,,,,,,,,,,,,,,360,188,0.00,
Isaac Gifford,2573982,DB,FA,Bye,,,,,,,,,,,,,,,,,,,361,189,0.00,
Alohi Gilman,2565042,DB,BAL,@PIT,4.95,1.35,0.08,0.15,0.15,,,,,,,,,0.45,,3.08,,10.37,7,190,0.00,-10.37
Stephon Gilmore,2533062,DB,FA,Bye,,,,,,,,,,,,,,,,,,,362,191,0.00,
Steven Gilmore,2570954,DB,FA,Bye,,,,,,,,,,,,,,,,,,,363,192,0.00,
Christian Gonzalez,2570122,DB,NE,MIA,3.2,0.7,0.06,0.06,0.19,,0.06,0.06,,,,,,0.77,0.13,4.41,,8.53,34,193,0.00,-8.53
Mario Goodrich,2568084,DB,FA,Bye,,,,,,,,,,,,,,,,,,,364,194,0.00,
C.J. Goodwin,2550767,DB,DAL,@NYG,,,,,,,,,,,,,,,,,,0.00,365,195,0.00,0.0
Kyler Gordon,2567391,DB,CHI,DET,,,,,,,,,,,,,,,,,,0.00,366,196,0.00,0.0
Thomas Graham Jr.,2565923,DB,FA,Bye,,,,,,,,,,,,,,,,,,,367,197,0.00,
Richie Grant,2565818,DB,NE,MIA,,,,,,,,,,,,,,,,,,0.00,368,198,0.00,0.0
J.T. Gray,2561206,DB,TB,CAR,0.59,0.48,,0.16,0.11,,,,,,,,,0.11,0.05,,,2.10,182,199,0.00,-2.1
A.J. Green,2563782,DB,MIA,@NE,0.48,0.32,,,0.05,,,,,,,,,0.16,,,,1.49,197,200,0.00,-1.49
Art Green,2570918,DB,NYG,DAL,0.41,0.29,,,,,,,,,,,,,,,,0.79,219,201,0.00,-0.79
Renardo Green,2572495,DB,SF,SEA,3.29,0.94,,0.06,0.12,0.12,0.06,0.06,,,,,,0.82,,2.12,,8.85,28,202,0.00,-8.85
Shaquill Griffin,2558259,DB,SEA,@SF,,,,,,,,,,,,,,,,,,0.00,369,203,0.00,0.0
Kamal Hadden,2572165,DB,GB,@MIN,,,,,,,,,,,,,,,,,,0.00,370,204,0.00,0.0
Kahlef Hailassie,2570719,DB,MIN,GB,,,,,,,,,,,,,,,,,,0.00,371,205,0.00,0.0
Maxwell Hairston,2573959,DB,BUF,NYJ,1.29,0.59,0.06,0.12,0.06,0.06,,,,,,,,0.29,0.12,1.12,,3.83,143,206,0.00,-3.83
Bryce Hall,2564796,DB,TB,CAR,,,,,,,,,,,,,,,,,,0.00,372,207,0.00,0.0
Darren Hall,2565821,DB,ARI,@LAR,,,,,,,,,,,,,,,,,,0.00,373,208,0.00,0.0
Kemon Hall,2562975,DB,TEN,@JAX,3.69,0.67,,1.01,,,,,,,,,,,,,,7.45,62,209,0.00,-7.45
Tyler Hall,2563497,DB,SEA,@SF,,,,,,,,,,,,,,,,,,0.00,374,210,0.00,0.0
Erick Hallett,2569903,DB,TEN,@JAX,1.95,1.22,,,,,,,,,,,,,,,,3.66,152,211,0.00,-3.66
Antonio Hamilton,2556804,DB,WAS,@PHI,0.95,0.3,,,0.05,,,,,,,,,0.1,,,,2.03,185,212,0.00,-2.03
Kyle Hamilton,2567274,DB,BAL,@PIT,4.33,1.97,0.11,0.17,0.11,0.06,0.06,0.06,,,,,,0.56,0.28,2.08,,10.66,6,213,0.00,-10.66
Damar Hamlin,2565872,DB,BUF,NYJ,,,,,,,,,,,,,,,,,,0.00,375,214,0.00,0.0
Dominique Hampton,2572567,DB,CHI,DET,,,,,,,,,,,,,,,,,,0.00,376,215,0.00,0.0
Jordan Hancock,2573960,DB,BUF,NYJ,1.78,1.11,,,,,,,,,,,,,,,,3.34,157,216,0.00,-3.34
Harrison Hand,2564547,DB,FA,Bye,,,,,,,,,,,,,,,,,,,377,217,0.00,
Myles Harden,2571952,DB,CLE,@CIN,1.38,0.75,,,,,,,,,,,,0.13,,,,2.85,171,218,0.00,-2.85
Daequan Hardy,2571868,DB,PIT,BAL,,,,,,,,,,,,,,,,,,0.00,378,219,0.00,0.0
