PlayerName,PlayerId,Pos,Team,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Israel Mukuamu,2566013,DB,FA,,,,,,,,,,,,,,,,,,554,0.00
Sean Murphy-Bunting,2562635,DB,ARI,,,,,,,,,,,,,,,,,,555,0.00
Nik Needham,2563220,DB,NYJ,,,,,,,,,,,,,,,,,,556,0.00
Quinton Newsome,2573680,DB,FA,,,,,,,,,,,,,,,,,,557,0.00
Ben Nikkel,2573605,DB,IND,,,,,,,,,,,,,,,,,,558,0.00
Morice Norris Jr.,2573139,DB,FA,,,,,,,,,,,,,,,,,,559,0.00
Michael Ojemudia,2563908,DB,FA,,,,,,,,,,,,,,,,,,560,0.00
Jordan Oladokun,2574523,DB,LAC,,,,,,,,,,,,,,,,,,561,0.00
Gervarrius Owens,2570161,DB,CHI,,,,,,,,,,,,,,,,,,562,0.00
Wande Owens,2573967,DB,BUF,,,,,,,,,,,,,,,,,,563,0.00
Makari Paige,2574426,DB,FA,,,,,,,,,,,,,,,,,,564,0.00
Roman Parodie,2574593,DB,FA,,,,,,,,,,,,,,,,,,565,0.00
Mark Perry,2573277,DB,GB,,,,,,,,,,,,,,,,,,566,0.00
Joshua Pickett,2574096,DB,FA,,,,,,,,,,,,,,,,,,567,0.00
Jordan Polk,2574380,DB,FA,,,,,,,,,,,,,,,,,,568,0.00
Daryl Porter,2573968,DB,BUF,,,,,,,,,,,,,,,,,,569,0.00
Mishael Powell,2574356,DB,FA,,,,,,,,,,,,,,,,,,570,0.00
Bobby Price,2563953,DB,FA,,,,,,,,,,,,,,,,,,571,0.00
Jayden Price,2572884,DB,NO,,,,,,,,,,,,,,,,,,572,0.00
Troy Pride,2563662,DB,IND,,,,,,,,,,,,,,,,,,573,0.00
Deantre Prince,2572153,DB,FA,,,,,,,,,,,,,,,,,,574,0.00
Myles Purchase,2574525,DB,NYG,,,,,,,,,,,,,,,,,,575,0.00
Ennis Rakestraw Jr.,2572018,DB,DET,,,,,,,,,,,,,,,,,,576,0.00
Caleb Ransaw,2574229,DB,JAX,,,,,,,,,,,,,,,,,,577,0.00
Michael Reid,2573998,DB,FA,,,,,,,,,,,,,,,,,,578,0.00
Eli Ricks,2570641,DB,FA,,,,,,,,,,,,,,,,,,579,0.00
JJ Roberts,2574597,DB,TB,,,,,,,,,,,,,,,,,,580,0.00
Ethan Robinson,2574331,DB,MIA,,,,,,,,,,,,,,,,,,581,0.00
Jaden Robinson,2574098,DB,DEN,,,,,,,,,,,,,,,,,,582,0.00
Jakob Robinson,2574545,DB,SF,,,,,,,,,,,,,,,,,,583,0.00
Lance Robinson,2573016,DB,FA,,,,,,,,,,,,,,,,,,584,0.00
Marquise Robinson,2573949,DB,BAL,,,,,,,,,,,,,,,,,,585,0.00
Eric Rogers,2574528,DB,LAC,,,,,,,,,,,,,,,,,,586,0.00
Davion Ross,2574161,DB,FA,,,,,,,,,,,,,,,,,,587,0.00
Darius Rush,2569867,DB,WAS,,,,,,,,,,,,,,,,,,588,0.00
Tyson Russell,2574636,DB,FA,,,,,,,,,,,,,,,,,,589,0.00
Shilo Sanders,2574598,DB,FA,,,,,,,,,,,,,,,,,,590,0.00
Benny Sapp III,2570503,DB,FA,,,,,,,,,,,,,,,,,,591,0.00
John Saunders Jr.,2574332,DB,NE,,,,,,,,,,,,,,,,,,592,0.00
Eric Scott Jr.,2569693,DB,KC,,,,,,,,,,,,,,,,,,593,0.00
Kevon Seymour,2555549,DB,WAS,,,,,,,,,,,,,,,,,,594,0.00
Duke Shelley,2562957,DB,FA,,,,,,,,,,,,,,,,,,595,0.00
Nehemiah Shelton,2571786,DB,FA,,,,,,,,,,,,,,,,,,596,0.00
Justin Simmons,2555550,DB,FA,,,,,,,,,,,,,,,,,,597,0.00
Doneiko Slaughter,2574233,DB,FA,,,,,,,,,,,,,,,,,,598,0.00
Cam Smith,2570071,DB,FA,,,,,,,,,,,,,,,,,,599,0.00
Melvin Smith Jr.,2574257,DB,KC,,,,,,,,,,,,,,,,,,600,0.00
Mike Smith Jr.,2574082,DB,FA,,,,,,,,,,,,,,,,,,601,0.00
Terell Smith,2569636,DB,CHI,,,,,,,,,,,,,,,,,,602,0.00
Jonathan Sutherland,2571390,DB,FA,,,,,,,,,,,,,,,,,,603,0.00
Tre Swilling,2568849,DB,FA,,,,,,,,,,,,,,,,,,604,0.00
Trey Taylor,2572240,DB,FA,,,,,,,,,,,,,,,,,,605,0.00
Ladarius Tennison,2574198,DB,FA,,,,,,,,,,,,,,,,,,606,0.00
Ambry Thomas,2566547,DB,FA,,,,,,,,,,,,,,,,,,607,0.00
Starling Thomas V,2570963,DB,ARI,,,,,,,,,,,,,,,,,,608,0.00
Stantley Thomas-Oliver,2563689,DB,FA,,,,,,,,,,,,,,,,,,609,0.00
Josh Thompson,2567775,DB,FA,,,,,,,,,,,,,,,,,,610,0.00
Tre Tomlinson,2569978,DB,SF,,,,,,,,,,,,,,,,,,611,0.00
Cory Trice Jr.,2570254,DB,PIT,,,,,,,,,,,,,,,,,,612,0.00
Nate Valcarcel,2574281,DB,FA,,,,,,,,,,,,,,,,,,613,0.00
Zemaiah Vaughn,2574359,DB,MIN,,,,,,,,,,,,,,,,,,614,0.00
Malik Verdon,2573919,DB,ATL,,,,,,,,,,,,,,,,,,615,0.00
Mikey Victor,2573352,DB,FA,,,,,,,,,,,,,,,,,,616,0.00
Car'lin Vigers,2574617,DB,WAS,,,,,,,,,,,,,,,,,,617,0.00
Shaun Wade,2565854,DB,FA,,,,,,,,,,,,,,,,,,618,0.00
Jeremiah Walker,2574022,DB,FA,,,,,,,,,,,,,,,,,,619,0.00
Levi Wallace,2560914,DB,FA,,,,,,,,,,,,,,,,,,620,0.00
Justin Walley,2574203,DB,IND,,,,,,,,,,,,,,,,,,621,0.00
Jimmie Ward,2543741,DB,HOU,,,,,,,,,,,,,,,,,,622,0.00
Isas Waxter,2574577,DB,LAC,,,,,,,,,,,,,,,,,,623,0.00
Aydan White,2574236,DB,FA,,,,,,,,,,,,,,,,,,624,0.00
Damarion Williams,2567316,DB,TB,,,,,,,,,,,,,,,,,,625,0.00
Dee Williams,2572789,DB,CLE,,,,,,,,,,,,,,,,,,626,0.00
Major Williams,2574259,DB,FA,,,,,,,,,,,,,,,,,,627,0.00
Divaad Wilson,2571032,DB,FA,,,,,,,,,,,,,,,,,,628,0.00
A.J. Woods,2573617,DB,ATL,,,,,,,,,,,,,,,,,,629,0.00
JT Woods,2568195,DB,FA,,,,,,,,,,,,,,,,,,630,0.00
Daryl Worley,2555394,DB,FA,,,,,,,,,,,,,,,,,,631,0.00
Rejzohn Wright,2570783,DB,NO,,,,,,,,,,,,,,,,,,632,0.00
Russ Yeast,2567865,DB,CIN,,,,,,,,,,,,,,,,,,633,0.00
Brandon Codrington,2572856,DB,BUF,,,,,,,1,,,,,,,,,,,634,-1.00
