PlayerName,PlayerId,Pos,Team,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Elijah Simmons,2574487,DL,TB,3,3,,1,,,,,,,,,,,,,,269,7.80
Ethan Downs,2574213,DL,KC,1,4,,,,1,,,,,,,,,,,,270,7.40
Jordan Jackson,2567970,DL,DEN,3,4,,,,,,,,,,,,,1,,,271,7.40
Ty Robinson,2574473,DL,PHI,1,4,,,,,,,,,,,,1,1,,,272,6.90
Ta'Quon Graham,2565815,DL,PHI,3,1,,1,,,,,,,,,,,,,,273,6.60
Aeneas Peebles,2573946,DL,BAL,2,1,,,,,,,,,,,,1,1,,,274,6.60
Deatrich Wise,2558000,DL,WAS,2,2,,1,,,,,,,,,,,1,,,275,6.20
Zion Logue,2571805,DL,BUF,1,1,0.5,,,,,,,,,,,1,1,,,276,6.10
Broderick Washington,2563593,DL,BAL,1,3,,,,,,,,,,,,1,,,,277,5.80
C.J. Brewer,2569330,DL,TB,2,2,0.5,,,,,,,,,,,,1,,,278,5.70
Eric Gregory,2574030,DL,NE,1,7,,,,,,,,,,,,,,,,279,5.70
Zacch Pickens,2569624,DL,KC,3,2,,,,,,,,,,,,,,,,280,5.70
L.J. Collier,2562248,DL,ARI,1,5,,,,,,,,,,,,,2,,,281,5.50
Jonathan Ford,2567592,DL,GB,2,4,,,,,,,,,,,,,,,,282,5.40
Howard Cross III,2574027,DL,CIN,2,2,,,,,1,,,,,,,,,,,283,5.20
Isaiah Foskey,2570134,DL,CIN,2,2,,,,,,,,,,,,,1,,,284,4.70
Anthony Goodlow,2573716,DL,PIT,1,2,,1,,,,,,,,,,,1,,,285,4.70
Jeremiah Pharms Jr.,2569505,DL,NE,1,2,,1,,,,,,,,,,,1,,,286,4.70
McKinnley Jackson,2571925,DL,CIN,,7,,,,,,,,,,,,,,,,287,4.20
Collin Oliver,2574135,DL,GB,1,,,1,,,,,,,,,,,2,,,288,4.00
Quinton Bohanna,2565995,DL,FA,1,4,,,,,,,,,,,,,,,,289,3.90
Andre Jones Jr.,2570383,DL,BUF,1,4,,,,,,,,,,,,,,,,290,3.90
Josh Tupou,2559003,DL,BAL,1,4,,,,,,,,,,,,,,,,291,3.90
Khristian Boyd,2572309,DL,NO,1,3,,,,,,,,,,,,,1,,,292,3.80
Mekhi Wingo,2572024,DL,DET,2,1,,,,,,,,,,,,,,,,293,3.60
Calijah Kancey,2570356,DL,TB,1,,,1,,,,,,,,,,,1,,,294,3.50
Jay Toia,2574083,DL,DAL,1,2,,,,,,,,,,,,,1,,,295,3.20
Jahfari Harvey,2574293,DL,LV,,1,,,,,,,,,,,,1,,,,296,3.10
Maurice Hurst,2560748,DL,CLE,,1,,,,,,,,,,,,1,,,,297,3.10
Jordon Riley,2570167,DL,GB,2,,,,,,,,,,,,,,,,,298,3.00
Elijah Chatman,2573820,DL,NYG,1,2,,,,,,,,,,,,,,,,299,2.70
Drake Jackson,2568213,DL,WAS,1,2,,,,,,,,,,,,,,,,300,2.70
Rylie Mills,2574569,DL,SEA,1,2,,,,,,,,,,,,,,,,301,2.70
Darrell Taylor,2565198,DL,HOU,1,2,,,,,,,,,,,,,,,,302,2.70
Taven Bryan,2560983,DL,BAL,,1,0.5,,,,,,,,,,,,2,,,303,2.60
Jason Pierre-Paul,496843,DL,TB,,,,,,,,,,,,,,1,,,,304,2.50
Kevin Givens,2562655,DL,SF,1,1,,,,,,,,,,,,,,,,305,2.10
Kyle Kennard,2574519,DL,LAC,1,1,,,,,,,,,,,,,,,,306,2.10
DeMarvin Leal,2568147,DL,PIT,1,1,,,,,,,,,,,,,,,,307,2.10
Vernon Broughton,2574393,DL,NO,,3,,,,,,,,,,,,,,,,308,1.80
Bilal Nichols,2560821,DL,ARI,,3,,,,,,,,,,,,,,,,309,1.80
Mazi Smith,2569687,DL,NYJ,,3,,,,,,,,,,,,,,,,310,1.80
Ali Gaye,2571005,DL,TEN,1,,,,,,,,,,,,,,,,,311,1.50
Jack Heflin,2566929,DL,LAR,1,,,,,,,,,,,,,,,,,312,1.50
Bradyn Swinson,2574385,DL,NE,1,,,,,,,,,,,,,,,,,313,1.50
Jaden Crumedy,2571886,DL,CAR,,2,,,,,,,,,,,,,,,,314,1.20
DeMarcus Walker,2557894,DL,WAS,,2,,,,,,,,,,,,,,,,315,1.20
Perrion Winfrey,2567478,DL,DAL,,2,,,,,,,,,,,,,,,,316,1.20
Sai'vion Jones,2574092,DL,DEN,,,,,,,1,,,,,,,,,,,317,1.00
Marlon Davidson,2563479,DL,HOU,,1,,,,,,,,,,,,,,,,318,0.60
Kingsley Jonathan,2569339,DL,NYJ,,1,,,,,,,,,,,,,,,,319,0.60
Eku Leota,2570789,DL,ARI,,1,,,,,,,,,,,,,,,,320,0.60
T.J. Maguranyanga,2574613,DL,WAS,,1,,,,,,,,,,,,,,,,321,0.60
Haggai Ndubuisi,2568120,DL,HOU,,1,,,,,,,,,,,,,,,,322,0.60
Taki Taimani,2573328,DL,MIN,,1,,,,,,,,,,,,,,,,323,0.60
Marlon Tuipulotu,2566415,DL,KC,,1,,,,,,,,,,,,,,,,324,0.60
Adam Gotsis,2555502,DL,TB,,,,,,,,,,,,,,,1,,,325,0.50
Myles Adams,2563620,DL,DET,,,,,,,,,,,,,,,,,,326,0.00
McTelvin Agim,2563872,DL,FA,,,,,,,,,,,,,,,,,,327,0.00
Tommy Akingbesote,2574066,DL,BUF,,,,,,,,,,,,,,,,,,328,0.00
Deslin Alexandre,2570593,DL,FA,,,,,,,,,,,,,,,,,,329,0.00
Jaylon Allen,2573076,DL,FA,,,,,,,,,,,,,,,,,,330,0.00
Bradlee Anae,2563821,DL,FA,,,,,,,,,,,,,,,,,,331,0.00
Evan Anderson,2573524,DL,SF,,,,,,,,,,,,,,,,,,332,0.00
Felix Anudike-Uzomah,2569930,DL,KC,,,,,,,,,,,,,,,,,,333,0.00
Popo Aumavae,2573656,DL,CAR,,,,,,,,,,,,,,,,,,334,0.00
Eric Banks,2564325,DL,FA,,,,,,,,,,,,,,,,,,335,0.00
Dante Barnett,2574023,DL,GB,,,,,,,,,,,,,,,,,,336,0.00
Alex Barrett,2559140,DL,FA,,,,,,,,,,,,,,,,,,337,0.00
Simeon Barrow Jr.,2573906,DL,MIA,,,,,,,,,,,,,,,,,,338,0.00
Kyon Barrs,2573891,DL,FA,,,,,,,,,,,,,,,,,,339,0.00
Kyler Baugh,2573358,DL,PIT,,,,,,,,,,,,,,,,,,340,0.00
Travis Bell,2569612,DL,FA,,,,,,,,,,,,,,,,,,341,0.00
Diwun Black,2573924,DL,FA,,,,,,,,,,,,,,,,,,342,0.00
Philip Blidi,2574144,DL,FA,,,,,,,,,,,,,,,,,,343,0.00
Anthony Booker,2574286,DL,FA,,,,,,,,,,,,,,,,,,344,0.00
Will Bradley-King,2566583,DL,SF,,,,,,,,,,,,,,,,,,345,0.00
Devin Brandt-Epps,2573957,DL,FA,,,,,,,,,,,,,,,,,,346,0.00
Josiah Bronson,2565690,DL,FA,,,,,,,,,,,,,,,,,,347,0.00
Earnest Brown IV,2566202,DL,DAL,,,,,,,,,,,,,,,,,,348,0.00
Shakel Brown,2571479,DL,FA,,,,,,,,,,,,,,,,,,349,0.00
Solomon Byrd,2572084,DL,HOU,,,,,,,,,,,,,,,,,,350,0.00
Anthony Campbell,2574625,DL,GB,,,,,,,,,,,,,,,,,,351,0.00
Xavier Carlton,2574006,DL,FA,,,,,,,,,,,,,,,,,,352,0.00
Owen Carney,2569011,DL,FA,,,,,,,,,,,,,,,,,,353,0.00
James Carpenter,2574210,DL,FA,,,,,,,,,,,,,,,,,,354,0.00
DeWayne Carter,2571853,DL,BUF,,,,,,,,,,,,,,,,,,355,0.00
Nelson Ceaser,2572753,DL,FA,,,,,,,,,,,,,,,,,,356,0.00
Kameron Cline,2564109,DL,FA,,,,,,,,,,,,,,,,,,357,0.00
Keondre Coburn,2569924,DL,FA,,,,,,,,,,,,,,,,,,358,0.00
Myles Cole,2572135,DL,FA,,,,,,,,,,,,,,,,,,359,0.00
Keith Cooper Jr.,2574106,DL,CLE,,,,,,,,,,,,,,,,,,360,0.00
Byron Cowart,2562392,DL,FA,,,,,,,,,,,,,,,,,,361,0.00
Carl Davis,2552280,DL,FA,,,,,,,,,,,,,,,,,,362,0.00
Devonta Davis,2574184,DL,FA,,,,,,,,,,,,,,,,,,363,0.00
Domenique Davis,2565501,DL,FA,,,,,,,,,,,,,,,,,,364,0.00
Jasheen Davis,2574395,DL,FA,,,,,,,,,,,,,,,,,,365,0.00
Denzel Daxon,2573046,DL,ARI,,,,,,,,,,,,,,,,,,366,0.00
Fadil Diggs,2574398,DL,NO,,,,,,,,,,,,,,,,,,367,0.00
Michael Dwumfour,2565723,DL,FA,,,,,,,,,,,,,,,,,,368,0.00
TeRah Edwards,2574509,DL,LAC,,,,,,,,,,,,,,,,,,369,0.00
James Ester,2572657,DL,GB,,,,,,,,,,,,,,,,,,370,0.00
Desmond Evans,2574148,DL,FA,,,,,,,,,,,,,,,,,,371,0.00
Joe Evans,2574641,DL,FA,,,,,,,,,,,,,,,,,,372,0.00
Breiden Fehoko,2565030,DL,FA,,,,,,,,,,,,,,,,,,373,0.00
Viliami Fehoko Jr.,2569702,DL,IND,,,,,,,,,,,,,,,,,,374,0.00
Michael Fletcher,2574438,DL,FA,,,,,,,,,,,,,,,,,,375,0.00
Trace Ford,2574422,DL,NYG,,,,,,,,,,,,,,,,,,376,0.00
Morgan Fox,2556529,DL,FA,,,,,,,,,,,,,,,,,,377,0.00
Josh Fuga,2574510,DL,LAC,,,,,,,,,,,,,,,,,,378,0.00
Amari Gainer,2573223,DL,NE,,,,,,,,,,,,,,,,,,379,0.00
Bryce Ganious,2574654,DL,FA,,,,,,,,,,,,,,,,,,380,0.00
Jonathan Garvin,2563992,DL,CHI,,,,,,,,,,,,,,,,,,381,0.00
Joe Gaziano,2565036,DL,FA,,,,,,,,,,,,,,,,,,382,0.00
Mike Greene,2569465,DL,FA,,,,,,,,,,,,,,,,,,383,0.00
Thor Griffith,2574649,DL,FA,,,,,,,,,,,,,,,,,,384,0.00
Gabe Hall,2572738,DL,PHI,,,,,,,,,,,,,,,,,,385,0.00
Kyonte Hamilton,2574169,DL,HOU,,,,,,,,,,,,,,,,,,386,0.00
Johnathan Hankins,2540147,DL,FA,,,,,,,,,,,,,,,,,,387,0.00
Demone Harris,2561209,DL,FA,,,,,,,,,,,,,,,,,,388,0.00
Hayden Harris,2573961,DL,FA,,,,,,,,,,,,,,,,,,389,0.00
Jonathan Harris,2562945,DL,MIN,,,,,,,,,,,,,,,,,,390,0.00
Marcus Harris,2572090,DL,KC,,,,,,,,,,,,,,,,,,391,0.00
Jared Harrison-Hunte,2573983,DL,CAR,,,,,,,,,,,,,,,,,,392,0.00
Ahmed Hassanein,2574109,DL,DET,,,,,,,,,,,,,,,,,,393,0.00
Decarius Hawthorne,2574630,DL,FA,,,,,,,,,,,,,,,,,,394,0.00
Marcus Haynes,2570909,DL,FA,,,,,,,,,,,,,,,,,,395,0.00
Bruce Hector,2561338,DL,FA,,,,,,,,,,,,,,,,,,396,0.00
Matt Henningsen,2567523,DL,DEN,,,,,,,,,,,,,,,,,,397,0.00
KJ Henry,2570374,DL,CLE,,,,,,,,,,,,,,,,,,398,0.00
Malik Herring,2566992,DL,KC,,,,,,,,,,,,,,,,,,399,0.00
Kurt Hinish,2568876,DL,HOU,,,,,,,,,,,,,,,,,,400,0.00
Christopher Hinton,2569146,DL,FA,,,,,,,,,,,,,,,,,,401,0.00
Ralph Holley,2574047,DL,FA,,,,,,,,,,,,,,,,,,402,0.00
Timmy Horne,2568513,DL,TEN,,,,,,,,,,,,,,,,,,403,0.00
Cam Horsley,2574153,DL,TEN,,,,,,,,,,,,,,,,,,404,0.00
Jerry Hughes,496796,DL,FA,,,,,,,,,,,,,,,,,,405,0.00
Alex Huntley,2574325,DL,MIA,,,,,,,,,,,,,,,,,,406,0.00
Nash Hutmacher,2574587,DL,TB,,,,,,,,,,,,,,,,,,407,0.00
Siaki Ika,2569675,DL,FA,,,,,,,,,,,,,,,,,,408,0.00
Isaiah Iton,2573455,DL,NE,,,,,,,,,,,,,,,,,,409,0.00
Coziah Izzard,2574248,DL,NO,,,,,,,,,,,,,,,,,,410,0.00
Dvon J-Thomas,2574590,DL,FA,,,,,,,,,,,,,,,,,,411,0.00
Landon Jackson,2573963,DL,BUF,,,,,,,,,,,,,,,,,,412,0.00
Tarron Jackson,2566400,DL,SF,,,,,,,,,,,,,,,,,,413,0.00
Jordan Jefferson,2572141,DL,CIN,,,,,,,,,,,,,,,,,,414,0.00
Quinton Jefferson,2555358,DL,FA,,,,,,,,,,,,,,,,,,415,0.00
Patrick Jenkins,2574624,DL,ATL,,,,,,,,,,,,,,,,,,416,0.00
Raymond Johnson III,2566674,DL,FA,,,,,,,,,,,,,,,,,,417,0.00
Jayson Jones,2573936,DL,TB,,,,,,,,,,,,,,,,,,418,0.00
Justin Jones,2560769,DL,FA,,,,,,,,,,,,,,,,,,419,0.00
Jah Joyner,2574300,DL,FA,,,,,,,,,,,,,,,,,,420,0.00
Jamree Kromah,2572962,DL,CHI,,,,,,,,,,,,,,,,,,421,0.00
Carl Lawson,2557901,DL,FA,,,,,,,,,,,,,,,,,,422,0.00
Jeremiah Ledbetter,2558124,DL,FA,,,,,,,,,,,,,,,,,,423,0.00
Titus Leo,2569873,DL,FA,,,,,,,,,,,,,,,,,,424,0.00
Desmond Little,2574191,DL,FA,,,,,,,,,,,,,,,,,,425,0.00
Isaiahh Loudermilk,2566457,DL,PIT,,,,,,,,,,,,,,,,,,426,0.00
Fabien Lovett Sr.,2572829,DL,NE,,,,,,,,,,,,,,,,,,427,0.00
Dean Lowry,2555274,DL,PIT,,,,,,,,,,,,,,,,,,428,0.00
Nate Lynn,2573136,DL,TEN,,,,,,,,,,,,,,,,,,429,0.00
Treven Ma'ae,2574302,DL,LV,,,,,,,,,,,,,,,,,,430,0.00
Blake Mangelson,2574498,DL,FA,,,,,,,,,,,,,,,,,,431,0.00
Brodric Martin,2569735,DL,LV,,,,,,,,,,,,,,,,,,432,0.00
Jeremiah Martin,2570864,DL,CHI,,,,,,,,,,,,,,,,,,433,0.00
Nate Matlack,2574658,DL,FA,,,,,,,,,,,,,,,,,,434,0.00
Derrick McLendon,2573665,DL,MIA,,,,,,,,,,,,,,,,,,435,0.00
TK McLendon Jr.,2571470,DL,FA,,,,,,,,,,,,,,,,,,436,0.00
Jordan Miller,2573097,DL,DEN,,,,,,,,,,,,,,,,,,437,0.00
Tre'Mon Morris-Brash,2573433,DL,FA,,,,,,,,,,,,,,,,,,438,0.00
Eli Mostaert,2574226,DL,FA,,,,,,,,,,,,,,,,,,439,0.00
Fatorma Mulbah,2574445,DL,NYJ,,,,,,,,,,,,,,,,,,440,0.00
Garrett Nelson,2571117,DL,DEN,,,,,,,,,,,,,,,,,,441,0.00
Bill Norton,2574273,DL,LAR,,,,,,,,,,,,,,,,,,442,0.00
Devonte O'Malley,2574158,DL,FA,,,,,,,,,,,,,,,,,,443,0.00
Adedayo Odeleye,2568885,DL,DAL,,,,,,,,,,,,,,,,,,444,0.00
Ovie Oghoufo,2573506,DL,FA,,,,,,,,,,,,,,,,,,445,0.00
David Olajiga,2573740,DL,BAL,,,,,,,,,,,,,,,,,,446,0.00
Levi Onwuzurike,2566067,DL,DET,,,,,,,,,,,,,,,,,,447,0.00
Joshua Paschal,2567559,DL,DET,,,,,,,,,,,,,,,,,,448,0.00
Jayden Peevy,2568834,DL,FA,,,,,,,,,,,,,,,,,,449,0.00
Kyle Peko,2556646,DL,LAC,,,,,,,,,,,,,,,,,,450,0.00
Wilfried Pene,2574379,DL,FA,,,,,,,,,,,,,,,,,,451,0.00
Michael Pierce,2556650,DL,FA,,,,,,,,,,,,,,,,,,452,0.00
Norell Pollard,2573815,DL,FA,,,,,,,,,,,,,,,,,,453,0.00
Isaiah Raikes,2574159,DL,TEN,,,,,,,,,,,,,,,,,,454,0.00
Keith Randolph Jr.,2572968,DL,FA,,,,,,,,,,,,,,,,,,455,0.00
Jahvaree Ritzie,2574383,DL,FA,,,,,,,,,,,,,,,,,,456,0.00
Janarius Robinson,2566316,DL,KC,,,,,,,,,,,,,,,,,,457,0.00
Jereme Robinson,2574018,DL,FA,,,,,,,,,,,,,,,,,,458,0.00
Casey Rogers,2573509,DL,NYG,,,,,,,,,,,,,,,,,,459,0.00
Justin Rogers,2571982,DL,FA,,,,,,,,,,,,,,,,,,460,0.00
Demeco Roland,2574574,DL,FA,,,,,,,,,,,,,,,,,,461,0.00
Keivie Rose,2574230,DL,JAX,,,,,,,,,,,,,,,,,,462,0.00
Jaquelin Roy,2570080,DL,NE,,,,,,,,,,,,,,,,,,463,0.00
Kaimon Rucker,2573950,DL,BAL,,,,,,,,,,,,,,,,,,464,0.00
Paris Shand,2573973,DL,FA,,,,,,,,,,,,,,,,,,465,0.00
Nesta Jade Silvera,2570035,DL,FA,,,,,,,,,,,,,,,,,,466,0.00
J.R. Singleton,2574575,DL,SEA,,,,,,,,,,,,,,,,,,467,0.00
Jacob Slade,2571071,DL,PIT,,,,,,,,,,,,,,,,,,468,0.00
Chris Smith,2570960,DL,DET,,,,,,,,,,,,,,,,,,469,0.00
T.J. Smith,2565081,DL,FA,,,,,,,,,,,,,,,,,,470,0.00
Tim Smith,2574196,DL,IND,,,,,,,,,,,,,,,,,,471,0.00
Ben Stille,2569041,DL,ATL,,,,,,,,,,,,,,,,,,472,0.00
Jacob Sykes,2571411,DL,FA,,,,,,,,,,,,,,,,,,473,0.00
Junior Tafuna,2574180,DL,HOU,,,,,,,,,,,,,,,,,,474,0.00
Laki Tasi,2574311,DL,LV,,,,,,,,,,,,,,,,,,475,0.00
Da'Jon Terry,2574279,DL,FA,,,,,,,,,,,,,,,,,,476,0.00
Isaiah Thomas,2567475,DL,FA,,,,,,,,,,,,,,,,,,477,0.00
Omari Thomas,2574409,DL,FA,,,,,,,,,,,,,,,,,,478,0.00
Wy'Kevious Thomas,2574576,DL,SEA,,,,,,,,,,,,,,,,,,479,0.00
Casey Toohill,2564868,DL,FA,,,,,,,,,,,,,,,,,,480,0.00
Payton Turner,2566355,DL,DAL,,,,,,,,,,,,,,,,,,481,0.00
Isaac Ukwu,2573151,DL,FA,,,,,,,,,,,,,,,,,,482,0.00
Sebastian Valdez,2574549,DL,SF,,,,,,,,,,,,,,,,,,483,0.00
Johnny Walker Jr.,2574102,DL,DEN,,,,,,,,,,,,,,,,,,484,0.00
Carlos Watkins,2557877,DL,TEN,,,,,,,,,,,,,,,,,,485,0.00
Desmond Watson,2574601,DL,FA,,,,,,,,,,,,,,,,,,486,0.00
Christian Wilkins,2562782,DL,FA,,,,,,,,,,,,,,,,,,487,0.00
Kenny Willekes,2564580,DL,FA,,,,,,,,,,,,,,,,,,488,0.00
Alex Williams,2574360,DL,FA,,,,,,,,,,,,,,,,,,489,0.00
Kristian Williams,2574105,DL,FA,,,,,,,,,,,,,,,,,,490,0.00
Raequan Williams,2564883,DL,FA,,,,,,,,,,,,,,,,,,491,0.00
Cameron Young,2570338,DL,FA,,,,,,,,,,,,,,,,,,492,0.00
