PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Eric Stokes,2566097,DB,LV,NYG,2,,,,,,,,,,,,,,,,,157,3.00
Charles Woods,2573755,DB,NE,@NYJ,2,,,,,,,,,,,,,,,,,158,3.00
Riq Woolen,2568288,DB,SEA,@CAR,2,,,,,,,,,,,,,,,,,159,3.00
Jamal Adams,2557979,DB,LV,NYG,1,2,,,,,,,,,,,,,,,,160,2.70
Markquese Bell,2568666,DB,DAL,@WAS,1,2,,,,,,,,,,,,,,,,161,2.70
Thomas Harper,2573421,DB,DET,@MIN,1,2,,,,,,,,,,,,,,,,162,2.70
Malik Hooker,2558060,DB,DAL,@WAS,1,2,,,,,,,,,,,,,,,,163,2.70
Jaylen McCollough,2573734,DB,LAR,@ATL,1,2,,,,,,,,,,,,,,,,164,2.70
Asante Samuel Jr.,2566511,DB,PIT,@CLE,1,2,,,,,,,,,,,,,,,,165,2.70
T.J. Tampa,2571841,DB,BAL,@GB,1,2,,,,,,,,,,,,,,,,166,2.70
Tre'Davious White,2557867,DB,BUF,PHI,,,,,,,,,,,,,,1,,,,167,2.50
Mike Ford,2561527,DB,ATL,LAR,1,1,,,,,,,,,,,,,,,,168,2.10
C.J. Goodwin,2550767,DB,DAL,@WAS,1,1,,,,,,,,,,,,,,,,169,2.10
Ronnie Harrison,2561008,DB,ATL,LAR,1,1,,,,,,,,,,,,,,,,170,2.10
Elijah Hicks,2567397,DB,CHI,@SF,1,1,,,,,,,,,,,,,,,,171,2.10
Jaden Hicks,2572171,DB,KC,DEN,1,1,,,,,,,,,,,,,,,,172,2.10
Talanoa Hufanga,2566529,DB,DEN,@KC,1,1,,,,,,,,,,,,,,,,173,2.10
Christian Izien,2571593,DB,TB,@MIA,1,1,,,,,,,,,,,,,,,,174,2.10
Rico Payton,2573394,DB,NYG,@LV,1,1,,,,,,,,,,,,,,,,175,2.10
Amik Robertson,2564430,DB,DET,@MIN,1,1,,,,,,,,,,,,,,,,176,2.10
Brandon Stephens,2565851,DB,NYJ,NE,1,1,,,,,,,,,,,,,,,,177,2.10
Tavierre Thomas,2561278,DB,MIN,DET,1,1,,,,,,,,,,,,,,,,178,2.10
Kendall Williamson,2569639,DB,LAC,HOU,1,1,,,,,,,,,,,,,,,,179,2.10
Jordan Battle,2569648,DB,CIN,ARI,,3,,,,,,,,,,,,,,,,180,1.80
Taron Johnson,2560766,DB,BUF,PHI,,3,,,,,,,,,,,,,,,,181,1.80
Zayne Anderson,2566977,DB,GB,BAL,1,,,,,,,,,,,,,,,,,182,1.50
Daijahn Anthony,2571919,DB,CIN,ARI,1,,,,,,,,,,,,,,,,,183,1.50
Chidobe Awuzie,2557840,DB,BAL,@GB,1,,,,,,,,,,,,,,,,,184,1.50
Mekhi Blackmon,2570086,DB,IND,JAX,1,,,,,,,,,,,,,,,,,185,1.50
Trevon Diggs,2563836,DB,GB,BAL,1,,,,,,,,,,,,,,,,,186,1.50
Johnathan Edwards,2574186,DB,IND,JAX,1,,,,,,,,,,,,,,,,,187,1.50
Ja'Marcus Ingram,2569336,DB,HOU,@LAC,1,,,,,,,,,,,,,,,,,188,1.50
Donte Jackson,2560753,DB,LAC,HOU,1,,,,,,,,,,,,,,,,,189,1.50
Jaylon Jones,2569870,DB,IND,JAX,1,,,,,,,,,,,,,,,,,190,1.50
Jaylon Jones,2567406,DB,CHI,@SF,1,,,,,,,,,,,,,,,,,191,1.50
Derion Kendrick,2567841,DB,LAR,@ATL,1,,,,,,,,,,,,,,,,,192,1.50
Rayuan Lane III,2574221,DB,JAX,@IND,1,,,,,,,,,,,,,,,,,193,1.50
Deane Leonard,2568180,DB,LAC,HOU,1,,,,,,,,,,,,,,,,,194,1.50
Chase Lucas,2567553,DB,SF,CHI,1,,,,,,,,,,,,,,,,,195,1.50
Donovan McMillon,2574059,DB,CLE,PIT,1,,,,,,,,,,,,,,,,,196,1.50
Kobee Minor,2574378,DB,NE,@NYJ,1,,,,,,,,,,,,,,,,,197,1.50
Tyler Owens,2573608,DB,WAS,DAL,1,,,,,,,,,,,,,,,,,198,1.50
Micah Robinson,2574136,DB,TEN,NO,1,,,,,,,,,,,,,,,,,199,1.50
Marques Sigle,2574547,DB,SF,CHI,1,,,,,,,,,,,,,,,,,200,1.50
JL Skinner,2569714,DB,DEN,@KC,1,,,,,,,,,,,,,,,,,201,1.50
Tykee Smith,2572555,DB,TB,@MIA,1,,,,,,,,,,,,,,,,,202,1.50
Reese Taylor,2570722,DB,DEN,@KC,1,,,,,,,,,,,,,,,,,203,1.50
Dante Trader Jr.,2574334,DB,MIA,TB,1,,,,,,,,,,,,,,,,,204,1.50
Craig Woodson,2574389,DB,NE,@NYJ,1,,,,,,,,,,,,,,,,,205,1.50
Isaac Yiadom,2560946,DB,NO,@TEN,1,,,,,,,,,,,,,,,,,206,1.50
Kevin Byard,2555158,DB,CHI,@SF,,2,,,,,,,,,,,,,,,,207,1.20
Cam Hart,2572471,DB,LAC,HOU,,2,,,,,,,,,,,,,,,,208,1.20
Jevon Holland,2566283,DB,NYG,@LV,,2,,,,,,,,,,,,,,,,209,1.20
Ar'Darius Washington,2566632,DB,BAL,@GB,,1,,,,,,,,,,,,,1,,,210,1.10
Corey Ballentine,2562228,DB,DAL,@WAS,,1,,,,,,,,,,,,,,,,211,0.60
Josh Blackwell,2568054,DB,CHI,@SF,,1,,,,,,,,,,,,,,,,212,0.60
Sydney Brown,2570200,DB,PHI,@BUF,,1,,,,,,,,,,,,,,,,213,0.60
Cobee Bryant,2573908,DB,ATL,LAR,,1,,,,,,,,,,,,,,,,214,0.60
Percy Butler,2568318,DB,WAS,DAL,,1,,,,,,,,,,,,,,,,215,0.60
Sebastian Castro,2574491,DB,PIT,@CLE,,1,,,,,,,,,,,,,,,,216,0.60
Alijah Clark,2574071,DB,DAL,@WAS,,1,,,,,,,,,,,,,,,,217,0.60
Dean Clark,2574433,DB,NYJ,NE,,1,,,,,,,,,,,,,,,,218,0.60
Michael Davis,2559164,DB,NO,@TEN,,1,,,,,,,,,,,,,,,,219,0.60
Cobie Durant,2567826,DB,LAR,@ATL,,1,,,,,,,,,,,,,,,,220,0.60
Mike Edwards,2562259,DB,KC,DEN,,1,,,,,,,,,,,,,,,,221,0.60
Art Green,2570918,DB,NYG,@LV,,1,,,,,,,,,,,,,,,,222,0.60
Kamal Hadden,2572165,DB,GB,BAL,,1,,,,,,,,,,,,,,,,223,0.60
Tanner Ingle,2570011,DB,LAR,@ATL,,1,,,,,,,,,,,,,,,,224,0.60
Keondre Jackson,2573935,DB,BAL,@GB,,1,,,,,,,,,,,,,,,,225,0.60
Devon Key,2566995,DB,DEN,@KC,,1,,,,,,,,,,,,,,,,226,0.60
Roger McCreary,2567655,DB,LAR,@ATL,,1,,,,,,,,,,,,,,,,227,0.60
Jarius Monroe,2572708,DB,NYJ,NE,,1,,,,,,,,,,,,,,,,228,0.60
Siran Neal,2560818,DB,SF,CHI,,1,,,,,,,,,,,,,,,,229,0.60
Carrington Valentine,2569774,DB,GB,BAL,,1,,,,,,,,,,,,,,,,230,0.60
Joshua Williams,2567814,DB,KC,DEN,,1,,,,,,,,,,,,,,,,231,0.60
Ahkello Witherspoon,2558157,DB,LAR,@ATL,,1,,,,,,,,,,,,,,,,232,0.60
Micah Abraham,2572108,DB,FA,Bye,,,,,,,,,,,,,,,,,,233,0.00
Kris Abrams-Draine,2571988,DB,DEN,@KC,,,,,,,,,,,,,,,,,,234,0.00
BJ Adams,2574315,DB,FA,Bye,,,,,,,,,,,,,,,,,,235,0.00
Tony Adams,2568444,DB,NYJ,NE,,,,,,,,,,,,,,,,,,236,0.00
Jaire Alexander,2560952,DB,FA,Bye,,,,,,,,,,,,,,,,,,237,0.00
Kam Alexander,2574640,DB,FA,Bye,,,,,,,,,,,,,,,,,,238,0.00
Zy Alexander,2574553,DB,FA,Bye,,,,,,,,,,,,,,,,,,239,0.00
Ugo Amadi,2562464,DB,NO,@TEN,,,,,,,,,,,,,,,,,,240,0.00
Trey Amos,2574603,DB,WAS,DAL,,,,,,,,,,,,,,,,,,241,0.00
Tycen Anderson,2567442,DB,CIN,ARI,,,,,,,,,,,,,,,,,,242,0.00
Chigozie Anusiem,2573596,DB,LV,NYG,,,,,,,,,,,,,,,,,,243,0.00
Eli Apple,2555277,DB,SF,CHI,,,,,,,,,,,,,,,,,,244,0.00
Jalyn Armour-Davis,2567262,DB,TEN,NO,,,,,,,,,,,,,,,,,,245,0.00
Cornell Armstrong,2561147,DB,FA,Bye,,,,,,,,,,,,,,,,,,246,0.00
Damon Arnette,2564409,DB,FA,Bye,,,,,,,,,,,,,,,,,,247,0.00
Grayland Arnold,2564814,DB,FA,Bye,,,,,,,,,,,,,,,,,,248,0.00
Terrion Arnold,2572009,DB,DET,@MIN,,,,,,,,,,,,,,,,,,249,0.00
Alex Austin,2569591,DB,NE,@NYJ,,,,,,,,,,,,,,,,,,250,0.00
Budda Baker,2558009,DB,ARI,@CIN,,,,,,,,,,,,,,,,,,251,0.00
Johnathan Baldwin,2574123,DB,GB,BAL,,,,,,,,,,,,,,,,,,252,0.00
Marcus Banks,2573551,DB,TB,@MIA,,,,,,,,,,,,,,,,,,253,0.00
Luq Barcoo,2564160,DB,FA,Bye,,,,,,,,,,,,,,,,,,254,0.00
Shemar Bartholomew,2572678,DB,GB,BAL,,,,,,,,,,,,,,,,,,255,0.00
Essang Bassey,2563875,DB,FA,Bye,,,,,,,,,,,,,,,,,,256,0.00
Dalys Beanum,2574392,DB,NO,@TEN,,,,,,,,,,,,,,,,,,257,0.00
D'Anthony Bell,2568630,DB,CAR,SEA,,,,,,,,,,,,,,,,,,258,0.00
Jakorian Bennett,2570038,DB,PHI,@BUF,,,,,,,,,,,,,,,,,,259,0.00
Jarrick Bernard-Converse,2570176,DB,NYG,@LV,,,,,,,,,,,,,,,,,,260,0.00
Beanie Bishop Jr.,2573512,DB,NO,@TEN,,,,,,,,,,,,,,,,,,261,0.00
Henry Black,2563974,DB,FA,Bye,,,,,,,,,,,,,,,,,,262,0.00
Korie Black,2574414,DB,NYG,@LV,,,,,,,,,,,,,,,,,,263,0.00
Julian Blackmon,2564103,DB,NO,@TEN,,,,,,,,,,,,,,,,,,264,0.00
DaRon Bland,2567490,DB,DAL,@WAS,,,,,,,,,,,,,,,,,,265,0.00
Joshuah Bledsoe,2566331,DB,FA,Bye,,,,,,,,,,,,,,,,,,266,0.00
Joey Blount,2568225,DB,ARI,@CIN,,,,,,,,,,,,,,,,,,267,0.00
Bubba Bolden,2568228,DB,FA,Bye,,,,,,,,,,,,,,,,,,268,0.00
Isaiah Bolden,2570116,DB,FA,Bye,,,,,,,,,,,,,,,,,,269,0.00
Ethan Bonner,2571144,DB,MIA,TB,,,,,,,,,,,,,,,,,,270,0.00
Andrew Booth,2567904,DB,FA,Bye,,,,,,,,,,,,,,,,,,271,0.00
Dicaprio Bootle,2566980,DB,FA,Bye,,,,,,,,,,,,,,,,,,272,0.00
Billy Bowman Jr.,2573907,DB,ATL,LAR,,,,,,,,,,,,,,,,,,273,0.00
Kris Boyd,2562630,DB,NYJ,NE,,,,,,,,,,,,,,,,,,274,0.00
Ekow Boye-Doe,2571497,DB,FA,Bye,,,,,,,,,,,,,,,,,,275,0.00
Beau Brade,2572591,DB,NYG,@LV,,,,,,,,,,,,,,,,,,276,0.00
Millard Bradford,2573361,DB,FA,Bye,,,,,,,,,,,,,,,,,,277,0.00
Brian Branch,2569729,DB,DET,@MIN,,,,,,,,,,,,,,,,,,278,0.00
Christian Braswell,2569876,DB,JAX,@IND,,,,,,,,,,,,,,,,,,279,0.00
Julius Brents,2569840,DB,MIA,TB,,,,,,,,,,,,,,,,,,280,0.00
