PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
D.J. Wonnum,2564583,LB,CAR,@NO,1.75,1.52,0.35,0.29,,0.06,,,,,,,,0.12,0.76,,,5.56,89,29,10.70,5.14
Kaden Elliss,2562901,LB,ATL,@TB,3.86,1.49,0.3,0.61,0.06,0.11,0.06,,,,,,,0.17,0.66,,,9.61,26,30,10.50,0.89
Ernest Jones,2566229,LB,SEA,IND,4.66,4.06,,0.18,0.06,0.06,,,,,,,,0.24,0.18,0.84,,10.83,13,31,10.50,-0.33
Denzel Perryman,2552310,LB,LAC,@KC,2.18,0.88,0.06,0.24,,,,,,,,,,0.06,0.18,,,4.52,100,32,10.50,5.98
Akeem Davis-Gaither,2563728,LB,ARI,@HOU,3.63,1.81,0.05,0.16,0.05,0.05,0.05,,,,,,,0.16,0.16,,,7.75,57,33,10.20,2.45
Christian Elliss,2567004,LB,NE,BUF,2.28,1.97,0.18,0.09,0.04,0.04,0.04,,,,,,,0.26,0.48,,,6.31,78,34,10.00,3.69
Haason Reddick,2557887,LB,TB,ATL,0.69,0.4,0.34,0.46,,0.06,,,,,,,,0.06,0.63,,,3.32,127,35,9.60,6.28
Bobby Wagner,2532966,LB,WAS,@NYG,4.12,3.06,0.12,0.53,,0.06,0.06,,,,,,,,,,,9.32,31,36,9.60,0.28
Quay Walker,2567631,LB,GB,@DEN,,,,,,,,,,,,,,,,,,0.00,385,37,9.60,9.6
Curtis Robinson,2566875,LB,SF,TEN,3.21,2.89,,0.32,,,,,,,,,,0.11,0.21,,,7.41,64,38,9.40,1.99
Dre Greenlaw,2562428,LB,DEN,GB,4.57,1.81,,0.15,,,,,,,,,,0.15,0.15,,,8.62,42,39,9.30,0.68
Daiyan Henley,2570281,LB,LAC,@KC,4.07,3.17,0.06,0.45,0.11,0.06,,,,,,,,0.28,0.23,0.45,,10.23,20,40,9.30,-0.93
Jamien Sherwood,2565762,LB,NYJ,@JAX,4.48,2.46,0.05,0.4,0.05,,,,,,,,,0.2,0.15,0.65,,9.67,25,41,9.30,-0.37
Dennis Gardeck,2561200,LB,JAX,NYJ,2,0.86,0.14,0.21,,0.07,,,,,,,,,0.21,,,4.46,103,42,9.10,4.64
Ventrell Miller,2569906,LB,JAX,NYJ,2.53,1.12,,0.18,,0.06,0.06,,,,,,,0.12,,,,5.31,92,43,9.00,3.69
Trenton Simpson,2569564,LB,BAL,@CIN,1.58,0.9,0.06,0.06,,,0.06,,,,,,,0.06,0.11,,,3.39,125,44,9.00,5.61
Christian Rozeboom,2564394,LB,CAR,@NO,4.47,3.24,0.06,0.24,0.06,,,,,,,,,0.24,0.06,0.47,,9.98,24,45,8.80,-1.18
Zack Baun,2564664,LB,PHI,LV,5.22,3.24,0.17,0.53,0.07,0.13,0.07,,,,,,,0.2,0.4,,,12.38,2,46,8.40,-3.98
Deion Jones,2555162,LB,TB,ATL,0.77,0.41,,,,,,,,,,,,0.06,,,,1.55,167,47,8.40,6.85
Alex Singleton,2553739,LB,DEN,GB,4.8,3.65,0.06,0.26,,,0.06,,,,,,,0.19,0.19,,,10.53,16,48,8.40,-2.13
Kyle Van Noy,2543699,LB,BAL,@CIN,1.26,0.96,0.36,0.48,,0.06,0.06,,,,,,,0.18,0.72,,,4.99,96,49,8.37,3.38
Eric Wilson,2559012,LB,MIN,@DAL,3.24,3.11,0.16,0.38,0.06,0.19,0.06,,,,,,,0.06,0.19,,,8.80,40,50,8.30,-0.5
Alex Anzalone,2558163,LB,DET,@LAR,3.9,2.04,0.12,0.36,0.06,,0.06,,,,,,,0.36,0.48,,,9.26,33,51,8.20,-1.06
Payton Wilson,2572456,LB,PIT,MIA,3.59,1.12,0.06,0.18,0.06,0.06,0.06,,,,,,,0.24,0.12,0.82,,7.61,59,52,8.20,0.59
Von Miller,2495202,LB,WAS,@NYG,1.31,0.38,0.47,0.5,,0.06,,,,,,,,0.06,0.69,,,4.59,98,53,8.10,3.51
Micah Parsons,2566019,LB,GB,@DEN,2.13,1.57,0.82,0.75,,0.13,,,,,,,,0.13,1.57,,,8.47,44,54,8.10,-0.37
DeMarvion Overshown,2569705,LB,DAL,MIN,3.7,1.89,0.3,0.45,0.08,0.08,0.08,,,,,,,0.23,0.45,,,9.40,29,55,7.80,-1.6
Jonah Elliss,2571991,LB,DEN,GB,1.57,0.93,0.21,0.43,,,,,,,,,,0.14,0.36,,,4.51,102,56,7.60,3.09
Foye Oluokun,2561132,LB,JAX,NYJ,4.4,3.39,0.12,0.54,0.06,0.06,0.12,,,,,,,0.36,0.42,1.13,,11.37,11,57,7.50,-3.87
James Williams,2572078,LB,TEN,@SF,1.89,0.94,,0.06,,,,,,,,,,0.06,0.06,,,3.67,118,58,7.50,3.83
Tommy Eichenberg,2572225,LB,LV,@PHI,,,,,,,,,,,,,,,,,,0.00,243,59,7.20,7.2
Andrew Van Ginkel,2562768,LB,MIN,@DAL,3,1.24,0.53,0.71,0.06,0.06,,,,,,,,0.35,1.06,1.41,,9.24,35,60,7.20,-2.04
Yaya Diaby,2570344,LB,TB,ATL,2.41,0.94,0.47,0.76,,0.06,0.06,,,,,,,,1.06,,,7.06,66,61,6.70,-0.36
Demario Davis,2533008,LB,NO,CAR,3.32,2.99,0.05,0.22,,,,,,,,,,0.33,0.16,,,8.11,51,62,6.60,-1.51
Jaylen Harrell,2572066,LB,TEN,@SF,0.9,0.56,0.06,0.23,,,,,,,,,,0.06,0.23,,,2.42,145,63,6.60,4.18
Dee Winters,2570296,LB,SF,TEN,3.55,2.7,,0.08,0.08,,,,,,,,,0.51,0.08,1.18,,8.70,41,64,6.30,-2.4
Harold Landry III,2560784,LB,NE,BUF,2.53,1.82,0.59,0.82,,,,,,,,,,0.18,1.24,,,8.37,45,65,6.10,-2.27
Nolan Smith,2570212,LB,PHI,LV,1.46,1.29,0.39,0.45,,0.11,0.11,,,,,,,0.23,0.9,,,5.94,83,66,6.10,0.16
Dondrea Tillman,2573875,LB,DEN,GB,,,,,,,,,,,,,,,,,,0.00,372,67,6.10,6.1
Sam Kamara,2566746,LB,CLE,@CHI,,,,,,,,,,,,,,,,,,0.00,290,68,6.00,6.0
Bobby Okereke,2562416,LB,NYG,WAS,5.14,2.57,0.12,0.35,,0.18,0.12,,,,,,,0.23,0.23,,,11.46,10,69,6.00,-5.46
Jaelan Phillips,2566289,LB,PHI,LV,3.33,1.33,0.33,0.42,,,,,,,,,,0.17,0.75,,,7.88,55,70,6.00,-1.88
Tavius Robinson,2569567,LB,BAL,@CIN,2.64,1.03,0.22,0.27,,0.11,0.05,,,,,,,0.05,0.43,,,6.20,81,71,6.00,-0.2
Jonathan Greenard,2564070,LB,MIN,@DAL,2.28,0.96,0.66,0.9,,0.12,,,,,,,,0.18,,,,7.54,61,72,5.90,-1.64
Malik Harrison,2563554,LB,PIT,MIA,1.54,1.09,0.06,0.11,,,,,,,,,,,0.11,,,3.30,129,73,5.70,2.4
Khalil Mack,2543463,LB,LAC,@KC,1.06,1,0.35,0.35,,0.12,0.06,,,,,,,0.47,0.82,,,5.48,91,74,5.70,0.22
Drake Thomas,2571105,LB,SEA,IND,3.47,1.78,0.33,0.28,,,,,,,,,,0.28,0.47,,,8.29,47,75,5.70,-2.59
Zaven Collins,2566421,LB,ARI,@HOU,2.57,1.07,0.21,0.43,,0.07,,,,,,,,0.29,0.43,,,6.75,70,76,5.60,-1.15
Trevis Gipson,2563695,LB,CAR,@NO,,,,,,,,,,,,,,,,,,0.00,253,77,5.50,5.5
Alex Highsmith,2564982,LB,PIT,MIA,2.2,1.6,0.6,0.67,,0.13,,,,,,,,0.27,1.47,,,8.33,46,78,5.50,-2.83
Pete Werner,2566358,LB,NO,CAR,2.41,1.55,,0.13,,,,,,,,,,0.04,,,,4.84,97,79,5.50,0.66
Jonathon Cooper,2566028,LB,DEN,GB,2.24,1.53,0.47,0.53,,0.06,,,,,,,,0.06,1.12,,,6.93,69,80,5.40,-1.53
Dallas Turner,2572282,LB,MIN,@DAL,2.33,1.2,0.38,0.23,,0.08,,,,,,,,0.08,1.05,,,6.33,77,81,5.40,-0.93
Jordan Magee,2572573,LB,WAS,@NYG,0.94,0.53,,,,,,,,,,,,,,,,1.73,160,82,5.10,3.37
Shaq Thompson,2552447,LB,BUF,@NE,3.78,1.98,0.19,0.57,0.09,0.19,0.09,,,,,,,0.38,0.28,,,10.25,19,83,5.10,-5.15
Travon Walker,2567778,LB,JAX,NYJ,,,,,,,,,,,,,,,,,,0.00,386,84,5.10,5.1
Nik Bonitto,2567517,LB,DEN,GB,3.03,1.31,0.77,0.83,0.06,0.12,0.06,,,,,,,0.36,1.31,1.96,,10.43,18,85,5.00,-5.43
Jamal Hill,2572096,LB,HOU,ARI,0.35,0.24,,,,,,,,,,,,,,,,0.67,193,86,5.00,4.33
Frankie Luvu,2561366,LB,WAS,@NYG,2.93,2.31,0.34,0.62,0.06,0.06,0.06,,,,,,,0.34,0.56,,,9.00,39,87,4.80,-4.2
Quincy Williams,2562954,LB,NYJ,@JAX,3.66,2.15,0.1,0.63,,0.1,0.1,,,,,,,0.26,0.21,,,9.13,36,88,4.80,-4.33
Chop Robinson,2572252,LB,MIA,@PIT,1.06,0.77,0.53,0.59,,0.06,0.06,,,,,,,0.35,1.06,,,5.67,84,89,4.60,-1.07
Devin Lloyd,2567751,LB,JAX,NYJ,3.75,3.15,0.09,0.3,0.06,,0.06,,,,,,,0.3,0.24,0.48,,9.30,32,90,4.50,-4.8
Baron Browning,2566025,LB,ARI,@HOU,0.98,0.6,0.24,0.38,0.05,,0.05,,,,,,,0.05,0.54,,,3.50,121,91,4.20,0.7
Bradley Chubb,2561020,LB,MIA,@PIT,2.22,0.86,0.46,0.37,,0.12,0.12,,,,,,,0.06,0.98,,,6.50,74,92,4.20,-2.3
Damone Clark,2567493,LB,HOU,ARI,1.77,1.06,0.05,0.1,,,,,,,,,,0.1,0.15,,,3.87,114,93,4.20,0.33
Divine Deablo,2566253,LB,ATL,@TB,3.47,2.14,0.07,0.27,,,0.07,,,,,,,0.13,0.27,,,7.56,60,94,4.20,-3.36
Christian Harris,2567679,LB,HOU,ARI,0.79,0.52,0.04,0.05,0.02,0.02,,,,,,,,0.11,0.09,,,2.11,149,95,4.20,2.09
Owen Pappoe,2570227,LB,ARI,@HOU,0.53,0.82,,0.12,,0.06,,,,,,,,,0.06,,,1.71,162,96,4.20,2.49
Jalyx Hunt,2572378,LB,PHI,LV,1.31,0.84,0.14,0.19,,0.09,0.09,,,,,,,0.19,0.38,,,4.10,110,97,4.00,-0.1
Cody Barton,2562472,LB,TEN,@SF,3.37,3,0.05,0.16,0.05,0.05,0.05,,,,,,,0.21,0.16,1.21,,8.24,48,98,3.90,-4.34
Brian Burns,2562242,LB,NYG,WAS,2.08,1.58,0.45,0.9,0.06,0.06,,,,,,,,0.34,1.01,1.18,,8.13,50,99,3.87,-4.26
Byron Young,2570014,LB,LAR,DET,2.61,1.59,0.51,0.76,,0.06,0.06,,,,,,,0.06,1.02,,,7.96,54,100,3.70,-4.26
Barrett Carter,2574025,LB,CIN,BAL,4.75,1.73,,0.19,,0.06,0.06,,,,,,,0.13,0.06,,,9.07,37,101,3.60,-5.47
Jake Hansen,2568870,LB,HOU,ARI,0.35,0.24,,0.06,,,,,,,,,,,0.12,,,0.82,187,102,3.60,2.78
Jack Kiser,2574220,LB,JAX,NYJ,0.47,0.41,0.06,0.29,,,,,,,,,,0.12,0.18,,,1.90,155,103,3.60,1.7
Jerome Baker,2560966,LB,CLE,@CHI,1.53,1.02,0.05,0.07,,0.04,,,,,,,,0.11,0.11,,,3.58,119,104,3.30,-0.28
Derrick Barnes,2566055,LB,DET,@LAR,2.17,1.89,0.11,0.17,,,,,,,,,,0.06,0.29,,,5.16,94,105,3.30,-1.86
Leo Chenal,2567784,LB,KC,LAC,2.41,1.29,0.06,0.29,,0.06,,,,,,,,0.12,0.12,,,5.51,90,106,3.30,-2.21
Jadeveon Clowney,2543456,LB,DAL,MIN,1.62,1.31,0.35,0.62,,0.08,,,,,,,,0.31,0.69,,,6.25,79,107,3.30,-2.95
Derick Hall,2570329,LB,SEA,IND,1.52,1.29,0.45,0.38,,0.08,0.08,0.08,0.08,,0.08,,,,1.06,,0.08,6.38,76,108,3.20,-3.18
Josh Hines-Allen,2562619,LB,JAX,NYJ,2.09,1.33,0.51,0.7,0.06,0.13,0.06,,,,,,,0.13,1.14,0.76,,7.65,58,109,3.10,-4.55
Shemar James,2574077,LB,DAL,MIN,2.28,0.48,0.04,0.18,,,0.04,,,,,,,0.04,0.09,,,4.24,106,110,3.00,-1.24
Boye Mafe,2568258,LB,SEA,IND,1.79,0.93,0.43,0.56,,0.06,,,,,,,,0.25,0.86,,,6.21,80,111,3.00,-3.21
David Ojabo,2567301,LB,BAL,@CIN,0.47,0.35,0.2,0.12,,0.06,,,,,,,,,0.47,,,1.94,154,112,3.00,1.06
Jalen Reeves-Maybin,2557924,LB,CHI,CLE,,,,,,,,,,,,,,,,,,0.00,341,113,3.00,3.0
Danny Stutsman,2574408,LB,NO,CAR,1.56,1.1,0.06,0.12,,0.06,,,,,,,,0.06,0.06,,,3.69,117,114,3.00,-0.69
Channing Tindall,2567898,LB,ARI,@HOU,0.29,0.2,,0.15,,,,,,,,,,0.1,0.1,,,1.08,181,115,3.00,1.92
Uchenna Nwosu,2560826,LB,SEA,IND,0.83,0.44,0.28,0.22,,0.11,,,,,,,,0.11,0.5,,,3.31,128,116,2.70,-0.61
Omar Speights,2573743,LB,LAR,DET,3.12,2.8,0.06,0.19,,0.06,,,,,,,,0.19,0.06,,,7.48,63,117,2.70,-4.78
Jahlani Tavai,2562755,LB,NE,BUF,1.1,0.47,,0.08,,0.08,,,,,,,,0.16,,,,2.73,137,118,2.70,-0.03
Mykal Walker,2563530,LB,NYJ,@JAX,0.94,1.47,,0.21,,0.1,,,,,,,,,,,,2.96,135,119,2.70,-0.26
Jihad Ward,2555248,LB,TEN,@SF,0.94,0.59,,,,,,,,,,,,,,,,1.76,159,120,2.70,0.94
Isaiah McDuffie,2566082,LB,GB,@DEN,2.31,1.86,0.06,0.17,,0.06,,,,,,,,0.11,0.23,,,5.56,88,121,2.60,-2.96
Jordan Burch,2574476,LB,ARI,@HOU,0.94,0.71,0.15,0.18,,,,,,,,,,,0.12,,,2.47,143,122,2.40,-0.07
Charles Snowden,2566764,LB,LV,@PHI,0.18,0.18,0.12,0.06,,,,,,,,,,,0.18,,,0.80,188,123,2.40,1.6
Joe Tryon-Shoyinka,2566574,LB,CHI,CLE,1.14,0.46,0.17,0.23,,0.06,,,,,,,,0.11,0.4,,,3.36,126,124,2.30,-1.06
Devin Bush,2562243,LB,CLE,@CHI,3.92,3.15,0.12,0.36,,,,,,,,,,0.12,0.36,,,9.03,38,125,2.10,-6.93
Cameron Goode,2567892,LB,MIA,@PIT,0.29,0.24,,,,,,,,,,,,,,,,0.58,195,126,2.10,1.52
Ty'Ron Hopper,2572036,LB,GB,@DEN,0.94,0.53,0.06,0.12,,,,,,,,,,,0.12,,,2.09,150,127,2.10,0.01
Marist Liufau,2571979,LB,DAL,MIN,1.92,1.17,0.13,0.27,0.05,0.05,0.05,0.05,,,,,,0.27,0.27,,,5.66,85,128,2.10,-3.56
Josaiah Stewart,2574278,LB,LAR,DET,0.77,0.41,,0.06,0.06,,,,,,,,,0.06,,,,1.85,157,129,2.10,0.25
Grant Stuard,2566568,LB,DET,@LAR,0.12,0.18,,0.18,,0.06,,,,,,,,,,,,0.77,190,130,2.10,1.33
Jeremiah Trotter Jr.,2572396,LB,PHI,LV,0.56,0.32,0.02,0.04,,,,,,,,,,0.02,,,,1.18,178,131,2.10,0.92
Garret Wallow,2566139,LB,SF,TEN,,,,,,,,,,,,,,,,,,0.00,387,132,2.10,2.1
Samson Ebukam,2558830,LB,IND,@SEA,0.86,0.5,0.2,0.15,,0.05,,,,,,,,0.05,0.5,,,2.77,136,133,2.00,-0.77
Nick Herbig,2570248,LB,PIT,MIA,1.88,1.16,0.54,0.54,,0.27,0.09,,,,,,,,1.16,,,7.02,67,134,2.00,-5.02
Anfernee Jennings,2564613,LB,NE,BUF,1.71,0.94,0.21,0.35,,0.06,,,,,,,,,0.47,,,4.52,99,135,2.00,-2.52
Trevin Wallace,2571898,LB,CAR,@NO,2.93,2.38,0.14,0.28,,0.14,0.14,,,,,,,0.07,0.14,,,7.40,65,136,1.80,-5.6
Joe Andreessen,2573632,LB,BUF,@NE,0.53,0.35,,0.18,,0.12,0.06,0.06,,,,,,,,,,2.00,152,137,1.50,-0.5
Tyler Batty,2574338,LB,MIN,@DAL,0.53,0.35,,,,,,,,,,,,,,,,1.01,183,138,1.50,0.49
Nick Bellore,2495262,LB,WAS,@NYG,0.94,0.53,,,,0.06,,,,,,,,,,,,1.94,153,139,1.50,-0.44
Claudin Cherelus,2570617,LB,CAR,@NO,1.03,0.67,,0.05,,,,,,,,,,,,,,2.02,151,140,1.50,-0.52
Jack Cochrane,2568408,LB,KC,LAC,0.59,0.29,,,,,,,,,,,,,,,,1.06,182,141,1.50,0.44
Troy Dye,2564535,LB,LAC,@KC,1.71,1.06,0.15,0.12,,,,,,,,,,,0.18,,,3.77,116,142,1.50,-2.27
Jaylan Ford,2572315,LB,NO,CAR,1.59,0.77,0.12,0.12,,0.06,,,,,,,,0.18,0.06,,,3.96,113,143,1.50,-2.46
Joe Giles-Harris,2562591,LB,CIN,BAL,0.97,0.46,,0.11,,0.06,0.06,,,,,,,,,,,2.17,147,144,1.50,-0.67
Neville Hewitt,2553657,LB,NYG,WAS,,,,,,,,,,,,,,,,,,0.00,262,145,1.50,1.5
Cole Holcomb,2562872,LB,PIT,MIA,2.73,1.53,0.13,0.2,0.07,0.13,0.07,,,,,,,0.07,0.4,,,6.72,72,146,1.50,-5.22
Marte Mapu,2570104,LB,NE,BUF,0.35,0.29,,,,,,,,,,,,,,,,0.70,192,147,1.50,0.8
Easton Mascarenas-Arnold,2574056,LB,CLE,@CHI,0.47,0.53,,0.18,,,,,,,,,,,0.18,,,1.38,172,148,1.50,0.12
Patrick O'Connell,2571366,LB,SEA,IND,0.35,0.15,,,,,,,,,,,,,,,,0.62,194,149,1.50,0.88
Ivan Pace Jr.,2571210,LB,MIN,@DAL,3.59,2.12,0.18,0.35,0.06,0.06,0.06,,,,,,,0.12,0.47,0.41,,8.57,43,150,1.50,-7.07
Troy Reeder,2563313,LB,LAR,DET,0.77,0.67,,,,,,,,,,,,0.03,,,,1.63,166,151,1.50,-0.13
Malcolm Rodriguez,2567562,LB,DET,@LAR,1.89,1.09,0.07,0.15,,,0.07,,,,,,,0.07,0.15,,,4.17,108,152,1.50,-2.67
Princely Umanmielen,2574003,LB,CAR,@NO,0.82,0.47,0.21,0.18,,,0.06,,,,,,,,0.47,,,2.50,141,153,1.50,-1.0
Markees Watts,2571599,LB,TB,ATL,0.77,0.41,,,,,,,,,,,,,,,,1.40,171,154,1.50,0.1
Dorian Williams,2569582,LB,BUF,@NE,1.82,1.32,0.03,0.15,,0.03,0.03,,,,,,,0.03,0.09,,,4.06,112,155,1.50,-2.56
Joe Bachie,2564661,LB,TEN,@SF,0.41,0.19,0.01,0.02,0.01,,,,,,,,,0.02,0.02,0.11,,0.88,185,156,1.20,0.32
Teddye Buchanan,2573925,LB,BAL,@CIN,4.52,1.82,0.07,0.47,,0.07,0.07,,,,,,,0.13,0.13,,,9.42,28,157,1.20,-8.22
Jacob Hummel,2569390,LB,BAL,@CIN,0.47,0.41,,0.18,,,,,,,,,,,,,,1.22,176,158,1.20,-0.02
Smael Mondon Jr.,2574467,LB,PHI,LV,0.53,0.35,0.09,0.12,,,,,,,,,,0.18,,,,1.82,158,159,1.20,-0.62
Trevor Nowaske,2570978,LB,DET,@LAR,,,,,,,,,,,,,,,,,,0.00,322,160,1.20,1.2
Jared Verse,2572213,LB,LAR,DET,2.23,1.91,0.51,0.64,,0.13,0.13,,,,,,,0.19,1.08,,,8.07,52,161,1.10,-6.97
Austin Ajiake,2571766,LB,IND,@SEA,0.57,0.29,,0.36,,,,,,,,,,,0.14,,,1.64,165,162,0.60,-1.04
Carson Bruener,2574490,LB,PIT,MIA,0.53,0.41,,,,,,,,,,,,0.06,,,,1.19,177,163,0.60,-0.59
Oren Burks,2560984,LB,CIN,BAL,1.92,0.83,0.06,0.13,,0.06,,,,,,,,0.19,0.26,,,4.51,101,164,0.60,-3.91
Jihaad Campbell,2574455,LB,PHI,LV,1.43,1.03,0.05,0.13,,0.07,0.03,,,,,,,0.07,0.1,,,3.56,120,165,0.60,-2.96
Branson Combs,2574211,LB,JAX,NYJ,,,,,,,,,,,,,,,,,,0.00,233,166,0.60,0.6
Arnold Ebiketie,2567238,LB,ATL,@TB,1.24,0.68,0.34,0.28,,0.06,0.06,,,,,,,0.11,0.68,,,4.25,105,167,0.60,-3.65
Tomon Fox,2569137,LB,NYG,WAS,0.66,0.44,,,,,,,,,,,,,,,,1.25,174,168,0.60,-0.65
Willie Gay Jr.,2564280,LB,MIA,@PIT,1.35,0.88,0.06,0.12,0.06,0.06,0.12,,,,,,,0.12,0.18,,,3.78,115,169,0.60,-3.18
Luke Gifford,2562942,LB,SF,TEN,3.03,1.76,,,0.07,,,,,,,,,0.21,0.07,,,6.41,75,170,0.60,-5.81
Nick Jackson,2574588,LB,TB,ATL,,,,,,,,,,,,,,,,,,0.00,275,171,0.60,0.6
Matthew Judon,2555505,LB,BUF,@NE,,,,,,,,,,,,,,,,,,0.00,287,172,0.60,0.6
Ale Kaho,2574611,LB,WAS,@NYG,,,,,,,,,,,,,,,,,,0.00,288,173,0.60,0.6
Austin Keys,2574351,LB,ARI,@HOU,,,,,,,,,,,,,,,,,,0.00,293,174,0.60,0.6
Cody Lindenberg,2574301,LB,LV,@PHI,0.77,0.41,0.06,0.24,,,,,,,,,,0.24,0.12,,,2.54,140,175,0.60,-1.94
"Kenneth Murray, Jr.",2565063,LB,DAL,MIN,1.69,1.11,0.09,0.2,0.03,,,,,,,,,0.09,0.14,,,4.08,111,176,0.60,-3.48
Anthony Nelson,2562507,LB,TB,ATL,1.66,1.13,0.27,0.47,,0.07,,,,,,,,0.07,0.73,,,5.20,93,177,0.60,-4.6
Del'Shawn Phillips,2563179,LB,LAC,@KC,0.53,0.35,,0.12,,,,,,,,,,0.06,,,,1.34,173,178,0.60,-0.74
Jon Rhattigan,2567127,LB,LV,@PHI,0.39,0.28,,,,,,,,,,,,,,,,0.75,191,179,0.60,-0.15
