PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Breece Hall,2568030,RB,NYJ,@JAX,,,,73.28,0.32,2.36,18.56,0.14,,,,0.18,12.76,16,46,4.70,-8.06
Tyjae Spears,2569795,RB,TEN,@SF,,,,32.42,0.17,2.59,15.94,0.1,,,,0.17,7.41,42,47,4.60,-2.81
Chuba Hubbard,2565899,RB,CAR,@NO,,,,40.32,0.14,1.68,10.15,0.1,,,,0.12,7.09,45,48,4.30,-2.79
Ty Johnson,2562293,RB,BUF,@NE,,,,15.24,0.11,1.94,19.68,0.18,,,,0.07,6.06,46,49,4.30,-1.76
Kareem Hunt,2557917,RB,KC,LAC,,,,40.74,0.48,1.6,11.24,0.11,,,,0.14,9.26,30,50,4.00,-5.26
Hunter Luepke,2570882,RB,DAL,MIN,,,,,,,,,,,,,0.00,169,51,4.00,4.0
Chris Brooks,2571114,RB,GB,@DEN,,,,2.89,0.02,0.43,3.41,0.03,,,,0.01,1.13,78,52,3.30,2.17
Kyle Monangai,2574015,RB,CHI,CLE,,,,46.8,0.46,1.17,9.63,0.08,,,,0.15,9.17,31,53,3.30,-5.87
Quinshon Judkins,2574053,RB,CLE,@CHI,,,,70.81,0.58,2.48,24.02,0.18,,,,0.23,14.82,10,54,3.20,-11.62
Zach Charbonnet,2570335,RB,SEA,IND,,,,27.5,0.46,1.23,10.32,0.07,,,,0.11,7.36,43,55,3.10,-4.26
Rachaad White,2568315,RB,TB,ATL,,,,21.06,0.13,1.9,12.02,0.13,,,,0.12,5.58,49,56,3.10,-2.48
Tyler Goodson,2567595,RB,IND,@SEA,,,,5.2,0.03,0.06,0.41,,,,,0.01,0.75,82,57,3.00,2.25
Jordan Mason,2569257,RB,MIN,@DAL,,,,46.99,0.35,0.68,4.54,0.04,,,,0.11,7.61,39,58,2.90,-4.71
Samaje Perine,2558138,RB,CIN,BAL,,,,28.57,0.19,1.49,11.03,0.09,,,,0.26,5.87,47,59,2.80,-3.07
Kenneth Walker III,2568282,RB,SEA,IND,,,,54.17,0.5,2.09,17.15,0.12,,,,0.22,11.46,21,60,2.40,-9.06
Jeremy McNichols,2557977,RB,WAS,@NYG,,,,38.37,0.28,2.15,15.83,0.15,,,,0.1,8.88,32,61,2.20,-6.68
LeQuint Allen Jr.,2574207,RB,JAX,NYJ,,,,5.84,0.05,0.78,5.84,0.05,,,,0.03,2.10,71,62,2.10,0.0
Isiah Pacheco,2567808,RB,KC,LAC,,,,29.71,0.17,0.81,5.04,0.06,,,,0.06,5.14,51,63,2.10,-3.04
Brian Robinson,2568348,RB,SF,TEN,,,,23.39,0.15,0.39,3.39,0.03,,,,0.12,3.71,55,64,2.10,-1.61
Andrew Beck,2562626,RB,NYJ,@JAX,,,,,,,,,,,,,0.00,98,65,2.00,2.0
Devin Singletary,2562734,RB,NYG,WAS,,,,38.95,0.41,1.16,8.51,0.06,,,,0.12,7.91,37,66,1.90,-6.01
Tyler Allgeier,2567232,RB,ATL,@TB,,,,28.99,0.57,0.85,6.86,0.05,,,,0.11,7.51,40,67,1.80,-5.71
Ray Davis,2571862,RB,BUF,@NE,,,,8.66,0.07,0.2,1.7,0.02,,,,0.04,1.60,73,68,1.80,0.2
Trayveon Williams,2562600,RB,CLE,@CHI,,,,3.7,0.03,0.34,3.07,0.03,,,,0.01,1.19,76,69,1.70,0.51
Jaylen Wright,2572261,RB,MIA,@PIT,,,,18.7,0.12,0.71,5.65,0.06,,,,0.11,3.65,56,70,1.60,-2.05
Ronnie Rivers,2569185,RB,LAR,DET,,,,2.08,0.01,0.02,0.22,,,,,0.01,0.28,91,71,1.50,1.22
Sione Vaki,2572021,RB,DET,@LAR,,,,3.7,0.03,0.07,0.62,0.01,,,,0.01,0.69,84,72,1.50,0.81
Evan Hull,2569846,RB,NO,CAR,,,,11.65,0.09,0.75,6.57,0.05,,,,,3.04,62,73,1.20,-1.84
Kyle Juszczyk,2540230,RB,SF,TEN,,,,,,,,,,,,,0.00,161,74,1.20,1.2
Emari Demercado,2571065,RB,ARI,@HOU,,,,27.06,0.19,1.27,9.22,0.07,,,,0.06,5.70,48,75,1.10,-4.6
Corey Kiner,2574541,RB,ARI,@HOU,,,,,,,,,,,,,0.00,165,76,1.10,1.1
Alec Ingold,2562288,RB,MIA,@PIT,,,,,,,,,,,,,0.00,149,77,0.90,0.9
Kalel Mullings,2574156,RB,TEN,@SF,,,,,,,,,,,,,0.00,186,78,0.90,0.9
Raheem Mostert,2553728,RB,LV,@PHI,,,,9.71,0.09,0.72,4.81,0.04,,,,0.04,2.51,66,79,0.70,-1.81
Tyler Badie,2567265,RB,DEN,GB,,,,10.53,0.06,0.75,5.23,0.05,,,,0.04,2.53,64,80,0.60,-1.93
British Brooks,2573686,RB,HOU,ARI,,,,6.17,0.06,,0.02,,,,,0.02,0.94,79,81,0.60,-0.34
Brittain Brown,2567868,RB,CHI,CLE,,,,,,,,,,,,,0.00,107,82,0.60,0.6
Julius Chestnut,2568804,RB,TEN,@SF,,,,3.54,0.03,0.13,1.08,0.01,,,,0.01,0.75,81,83,0.60,-0.15
Khalil Herbert,2565926,RB,NYJ,@JAX,,,,,,,,,,,,,0.00,141,84,0.50,0.5
Adam Prentice,2566872,RB,DEN,GB,,,,,,,,,,,,,0.00,195,85,0.50,0.5
Kaleb Johnson,2574496,RB,PIT,MIA,,,,6.12,0.05,0.16,1.39,0.01,,,,0.01,1.17,77,86,0.40,-0.77
Dylan Laube,2572231,RB,LV,@PHI,,,,1.79,0.02,0.04,0.36,,,,,0.01,0.34,90,87,0.40,0.06
Jaleel McLaughlin,2570942,RB,DEN,GB,,,,16.85,0.14,0.91,4.17,0.06,,,,0.22,3.32,58,88,0.40,-2.92
Emanuel Wilson,2570912,RB,GB,@DEN,,,,21.11,0.16,1.06,7.25,0.06,,,,0.08,4.53,54,89,0.30,-4.23
Brashard Smith,2574256,RB,KC,LAC,,,,5.86,0.05,0.76,6.18,0.05,,,,0.03,2.12,69,90,0.10,-2.02
Israel Abanikanda,2570188,RB,DAL,MIN,,,,,,,,,,,,,0.00,92,91,0.00,0.0
Salvon Ahmed,2565090,RB,IND,@SEA,,,,,,,,,,,,,0.00,93,92,0.00,0.0
Cam Akers,2564319,RB,SEA,IND,,,,,,,,,,,,,0.00,94,93,0.00,0.0
Braelon Allen,2572354,RB,NYJ,@JAX,,,,,,,,,,,,,0.00,95,94,0.00,0.0
Emani Bailey,2572805,RB,FA,Bye,,,,,,,,,,,,,,96,95,0.00,
Rushawn Baker,2574413,RB,FA,Bye,,,,,,,,,,,,,,97,96,0.00,
Trey Benson,2572405,RB,ARI,@HOU,,,,,,,,,,,,,0.00,99,97,0.00,0.0
Ulysses Bentley IV,2574183,RB,IND,@SEA,,,,,,,,,,,,,0.00,100,98,0.00,0.0
Micah Bernard,2574143,RB,FA,Bye,,,,,,,,,,,,,,101,99,0.00,
Raheem Blackshear,2569477,RB,NYJ,@JAX,,,,,,,,,,,,,0.00,102,100,0.00,0.0
Jaydon Blue,2574068,RB,DAL,MIN,,,,,,,,,,,,,0.00,103,101,0.00,0.0
Mike Boone,2561099,RB,FA,Bye,,,,,,,,,,,,,,104,102,0.00,
Gary Brightwell,2566364,RB,CIN,BAL,,,,,,,,,,,,,0.00,105,103,0.00,0.0
Jonathon Brooks,2571883,RB,CAR,@NO,,,,,,,,,,,,,0.00,106,104,0.00,0.0
Tahj Brooks,2574024,RB,CIN,BAL,,,,2.98,0.02,0.1,0.81,0.01,,,,0.02,0.57,86,105,0.00,-0.57
Michael Burton,2552636,RB,DEN,GB,,,,,,,,,,,,,0.00,108,106,0.00,0.0
Nate Carter,2573909,RB,ATL,@TB,,,,,,,,,,,,,0.00,109,107,0.00,0.0
Ty Chandler,2567907,RB,MIN,@DAL,,,,,,,,,,,,,0.00,110,108,0.00,0.0
Nick Chubb,2561021,RB,HOU,ARI,,,,,,,,,,,,,0.00,111,109,0.00,0.0
Chris Collier,2572600,RB,LV,@PHI,,,,,,,,,,,,,0.00,112,110,0.00,0.0
Quali Conley,2574026,RB,FA,Bye,,,,,,,,,,,,,,113,111,0.00,
James Conner,2557978,RB,ARI,@HOU,,,,,,,,,,,,,0.00,114,112,0.00,0.0
Jashaun Corbin,2569125,RB,FA,Bye,,,,,,,,,,,,,,115,113,0.00,
DeeJay Dallas,2565144,RB,JAX,NYJ,,,,,,,,,,,,,0.00,116,114,0.00,0.0
Tyrion Davis-Price,2568207,RB,FA,Bye,,,,,,,,,,,,,,117,115,0.00,
AJ Dillon,2563986,RB,PHI,LV,,,,,,,,,,,,,0.00,118,116,0.00,0.0
J.K. Dobbins,2563548,RB,DEN,GB,,,,,,,,,,,,,0.00,119,117,0.00,0.0
Elijah Dotson,2571536,RB,FA,Bye,,,,,,,,,,,,,,120,118,0.00,
Chase Edmonds,2560711,RB,WAS,@NYG,,,,8.12,0.06,0.35,2.62,0.02,,,,,1.73,72,119,0.00,-1.73
Donovan Edwards,2574437,RB,MIA,@PIT,,,,,,,,,,,,,0.00,121,120,0.00,0.0
Gus Edwards,2561324,RB,FA,Bye,,,,,,,,,,,,,,122,121,0.00,
Clyde Edwards-Helaire,2564271,RB,KC,LAC,,,,,,,,,,,,,0.00,123,122,0.00,0.0
Austin Ekeler,2559169,RB,WAS,@NYG,,,,,,,,,,,,,0.00,124,123,0.00,0.0
Trevor Etienne,2573977,RB,CAR,@NO,,,,3.73,0.03,0.07,0.59,0.01,,,,0.01,0.69,83,124,0.00,-0.69
Darrynton Evans,2564043,RB,FA,Bye,,,,,,,,,,,,,,125,125,0.00,
Zach Evans,2569963,RB,FA,Bye,,,,,,,,,,,,,,126,126,0.00,
Demetric Felton,2565968,RB,FA,Bye,,,,,,,,,,,,,,127,127,0.00,
Jerome Ford,2567469,RB,CLE,@CHI,,,,,,,,,,,,,0.00,128,128,0.00,0.0
D'Onta Foreman,2557994,RB,FA,Bye,,,,,,,,,,,,,,129,129,0.00,
Royce Freeman,2560733,RB,LAC,@KC,,,,,,,,,,,,,0.00,130,130,0.00,0.0
Myles Gaskin,2562270,RB,FA,Bye,,,,,,,,,,,,,,131,131,0.00,
Antonio Gibson,2565276,RB,NE,BUF,,,,,,,,,,,,,0.00,132,132,0.00,0.0
DJ Giddens,2574188,RB,IND,@SEA,,,,,,,,,,,,,0.00,133,133,0.00,0.0
Ollie Gordon II,2574322,RB,MIA,@PIT,,,,8.08,0.17,0.34,2.53,0.03,,,,0.03,2.37,67,134,0.00,-2.37
Frank Gore Jr.,2572908,RB,BUF,@NE,,,,,,,,,,,,,0.00,134,135,0.00,0.0
Eric Gray,2570158,RB,NYG,WAS,,,,,,,,,0.13,,,,0.78,80,136,0.00,-0.78
Isaac Guerendo,2572498,RB,SF,TEN,,,,3.97,0.04,0.03,0.25,,,,,0.01,0.66,85,137,0.00,-0.66
Troy Hairston,2568867,RB,FA,Bye,,,,,,,,,,,,,,135,138,0.00,
Deion Hankins,2574010,RB,CHI,CLE,,,,,,,,,,,,,0.00,137,139,0.00,0.0
Kevin Harris,2567934,RB,FA,Bye,,,,,,,,,,,,,,138,140,0.00,
Najee Harris,2566448,RB,LAC,@KC,,,,,,,,,,,,,0.00,139,141,0.00,0.0
Hassan Haskins,2567649,RB,LAC,@KC,,,,2.21,0.02,0.05,0.37,,,,,0.01,0.38,89,142,0.00,-0.38
JaMycal Hasty,2565108,RB,MIA,@PIT,,,,,,,,,,,,,0.00,140,143,0.00,0.0
Justice Hill,2562407,RB,BAL,@CIN,,,,,,,,,,,,,0.00,142,144,0.00,0.0
Nyheim Hines,2560742,RB,NO,CAR,,,,,,,,,,,,,0.00,143,145,0.00,0.0
George Holani,2572768,RB,SEA,IND,,,,,,,,,,,,,0.00,144,146,0.00,0.0
Travis Homer,2562665,RB,CHI,CLE,,,,,,,,,,,,,0.00,145,147,0.00,0.0
Jarveon Howard,2572663,RB,FA,Bye,,,,,,,,,,,,,,146,148,0.00,
Jarquez Hunter,2574269,RB,LAR,DET,,,,,,,,,,,,,0.00,147,149,0.00,0.0
Max Hurleman,2574495,RB,PIT,MIA,,,,,,,,,,,,,0.00,148,150,0.00,0.0
Deon Jackson,2565603,RB,FA,Bye,,,,,,,,,,,,,,150,151,0.00,
Ja'Quinden Jackson,2574218,RB,JAX,NYJ,,,,,,,,,,,,,0.00,151,152,0.00,0.0
Jordan James,2574540,RB,SF,TEN,,,,,,,,,,,,,0.00,152,153,0.00,0.0
Jermar Jefferson,2566058,RB,ARI,@HOU,,,,,,,,,,,,,0.00,153,154,0.00,0.0
Terrell Jennings,2573767,RB,NE,BUF,,,,,,,,,,,,,0.00,154,155,0.00,0.0
Amar Johnson,2574132,RB,LAC,@KC,,,,,,,,,,,,,0.00,155,156,0.00,0.0
D'Ernest Johnson,2563327,RB,NE,BUF,,,,2.61,0.02,0.02,0.2,,,,,0.01,0.39,88,157,0.00,-0.39
Jakob Johnson,2562890,RB,HOU,ARI,,,,,,,,,,,,,0.00,156,158,0.00,0.0
Montrell Johnson Jr.,2574462,RB,CAR,@NO,,,,,,,,,,,,,0.00,157,159,0.00,0.0
Roschon Johnson,2569615,RB,CHI,CLE,,,,,,,,,,,,,0.00,158,160,0.00,0.0
Velus Jones Jr.,2567409,RB,SEA,IND,,,,,,,,,,,,,0.00,159,161,0.00,0.0
Alvin Kamara,2558019,RB,NO,CAR,,,,,,,,,,,,,0.00,162,162,0.00,0.0
D.K. Kaufman,2574646,RB,FA,Bye,,,,,,,,,,,,,,163,163,0.00,
John Kelly,2560777,RB,FA,Bye,,,,,,,,,,,,,,164,164,0.00,
Brock Lampe,2574375,RB,NE,BUF,,,,,,,,,,,,,0.00,166,165,0.00,0.0
Lan Larison,2574376,RB,NE,BUF,,,,,,,,,,,,,0.00,167,166,0.00,0.0
MarShawn Lloyd,2572042,RB,GB,@DEN,,,,,,,,,,,,,0.00,168,167,0.00,0.0
Kayron Lynch-Adams,2573990,RB,FA,Bye,,,,,,,,,,,,,,170,168,0.00,
Phil Mafah,2574079,RB,DAL,MIN,,,,,,,,,,,,,0.00,171,169,0.00,0.0
Marcus Major,2573942,RB,FA,Bye,,,,,,,,,,,,,,172,170,0.00,
Ahmani Marshall,2574055,RB,CLE,@CHI,,,,,,,,,,,,,0.00,173,171,0.00,0.0
Damien Martinez,2574568,RB,GB,@DEN,,,,,,,,,,,,,0.00,174,172,0.00,0.0
Alexander Mattison,2562682,RB,MIA,@PIT,,,,,,,,,,,,,0.00,175,173,0.00,0.0
Jase McClellan,2571808,RB,FA,Bye,,,,,,,,,,,,,,176,174,0.00,
Sincere McCormick,2568984,RB,MIN,@DAL,,,,,,,,,,,,,0.00,177,175,0.00,0.0
Kenny McIntosh,2570314,RB,SEA,IND,,,,,,,,,,,,,0.00,178,176,0.00,0.0
Dante Miller,2572336,RB,NYG,WAS,,,,,,,,,,,,,0.00,179,177,0.00,0.0
Kendre Miller,2570149,RB,NO,CAR,,,,,,,,,,,,,0.00,180,178,0.00,0.0
Kendall Milton,2572741,RB,CIN,BAL,,,,,,,,,,,,,0.00,181,179,0.00,0.0
Jordan Mims,2570768,RB,TEN,@SF,,,,,,,,,,,,,0.00,182,180,0.00,0.0
Elijah Mitchell,2566538,RB,NE,BUF,,,,,,,,,,,,,0.00,183,181,0.00,0.0
Joe Mixon,2557976,RB,HOU,ARI,,,,,,,,,,,,,0.00,184,182,0.00,0.0
Zack Moss,2563617,RB,FA,Bye,,,,,,,,,,,,,,185,183,0.00,
Lew Nichols III,2569771,RB,PIT,MIA,,,,,,,,,,,,,0.00,187,184,0.00,0.0
Nate Noel,2574328,RB,FA,Bye,,,,,,,,,,,,,,188,185,0.00,
Sone Ntoh,2573945,RB,FA,Bye,,,,,,,,,,,,,,189,186,0.00,
Kene Nwangwu,2566313,RB,NYJ,@JAX,,,,,,,,,,,,,0.00,190,187,0.00,0.0
Robbie Ouzts,2574572,RB,SEA,IND,,,,,,,,,,,,,0.00,191,188,0.00,0.0
Jaret Patterson,2567160,RB,LAC,@KC,,,,,,,,,,,,,0.00,192,189,0.00,0.0
Dameon Pierce,2567685,RB,KC,LAC,,,,,,,,,,,,,0.00,193,190,0.00,0.0
ShunDerrick Powell,2574471,RB,FA,Bye,,,,,,,,,,,,,,194,191,0.00,
Deneric Prince,2570707,RB,NE,BUF,,,,,,,,,,,,,0.00,196,192,0.00,0.0
Craig Reynolds,2562834,RB,NE,BUF,,,,,,,,,,,,,0.00,197,193,0.00,0.0
Patrick Ricard,2558990,RB,BAL,@CIN,,,,,,,,,,,,,0.00,198,194,0.00,0.0
Kye Robichaux,2574119,RB,DET,@LAR,,,,,,,,,,,,,0.00,199,195,0.00,0.0
Keilan Robinson,2572156,RB,NYJ,@JAX,,,,,,,,,,,,,0.00,200,196,0.00,0.0
Chris Rodriguez Jr.,2570386,RB,WAS,@NYG,,,,,,,,,,,,,0.00,201,197,0.00,0.0
Brady Russell,2570635,RB,SEA,IND,,,,,,,,,,,,,0.00,202,198,0.00,0.0
Dylan Sampson,2574062,RB,CLE,@CHI,,,,,,,,,,,,,0.00,203,199,0.00,0.0
Miles Sanders,2562722,RB,DAL,MIN,,,,,,,,,,,,,0.00,204,200,0.00,0.0
Raheim Sanders,2574529,RB,CLE,@CHI,,,,12.06,0.16,0.62,6.59,0.05,,,,0.03,3.38,57,201,0.00,-3.38
Jacob Saylors,2570840,RB,DET,@LAR,,,,,,,,,,,,,0.00,205,202,0.00,0.0
Cody Schrader,2573545,RB,DEN,GB,,,,,,,,,,,,,0.00,206,203,0.00,0.0
Lucas Scott,2573951,RB,BAL,@CIN,,,,,,,,,,,,,0.00,207,204,0.00,0.0
Zavier Scott,2570563,RB,MIN,@DAL,,,,2.25,0.02,0.07,0.54,0.01,,,,0.01,0.47,87,205,0.00,-0.47
Trey Sermon,2566544,RB,PIT,MIA,,,,,,,,,,,,,0.00,208,206,0.00,0.0
Aaron Shampklin,2568708,RB,FA,Bye,,,,,,,,,,,,,,209,207,0.00,
Will Shipley,2572390,RB,PHI,LV,,,,4.24,0.05,0.36,3.16,0.03,,,,0.02,1.36,75,208,0.00,-1.36
Cam Skattebo,2574427,RB,NYG,WAS,,,,,,,,,,,,,0.00,210,209,0.00,0.0
Jabari Small,2573479,RB,DET,@LAR,,,,,,,,,,,,,0.00,211,210,0.00,0.0
Carson Steele,2572847,RB,KC,LAC,,,,,,,,,,,,,0.00,212,211,0.00,0.0
Tre Stewart,2574358,RB,FA,Bye,,,,,,,,,,,,,,213,212,0.00,
Pierre Strong,2567952,RB,GB,@DEN,,,,,,,,,,,,,0.00,214,213,0.00,0.0
Toa Taua,2574645,RB,FA,Bye,,,,,,,,,,,,,,215,214,0.00,
J.J. Taylor,2564640,RB,FA,Bye,,,,,,,,,,,,,,216,215,0.00,
Patrick Taylor,2564040,RB,SF,TEN,,,,,,,,,,,,,0.00,217,216,0.00,0.0
Lawrance Toafili,2574648,RB,FA,Bye,,,,,,,,,,,,,,218,217,0.00,
Anthony Tyus III,2574121,RB,CAR,@NO,,,,,,,,,,,,,0.00,219,218,0.00,0.0
Xazavian Valladay,2571014,RB,FA,Bye,,,,,,,,,,,,,,220,219,0.00,
Ben VanSumeren,2570629,RB,PHI,LV,,,,,,,,,,,,,0.00,221,220,0.00,0.0
Deuce Vaughn,2569699,RB,DEN,GB,,,,,,,,,,,,,0.00,222,221,0.00,0.0
Ke'Shawn Vaughn,2565258,RB,FA,Bye,,,,,,,,,,,,,,223,222,0.00,
Jonathan Ward,2564949,RB,BAL,@CIN,,,,,,,,,,,,,0.00,224,223,0.00,0.0
Carlos Washington,2570756,RB,ATL,@TB,,,,,,,,,,,,,0.00,225,224,0.00,0.0
Jordan Waters,2574282,RB,FA,Bye,,,,,,,,,,,,,,226,225,0.00,
Blake Watson,2573106,RB,TEN,@SF,,,,,,,,,,,,,0.00,227,226,0.00,0.0
Shane Watts,2574659,RB,FA,Bye,,,,,,,,,,,,,,228,227,0.00,
Ian Wheeler,2572977,RB,FA,Bye,,,,,,,,,,,,,,229,228,0.00,
Jalen White,2574139,RB,FA,Bye,,,,,,,,,,,,,,230,229,0.00,
Zamir White,2567883,RB,LV,@PHI,,,,,,,,,,,,,0.00,231,230,0.00,0.0
Michael Wiley,2573614,RB,FA,Bye,,,,,,,,,,,,,,232,231,0.00,
Avery Williams,2565833,RB,FA,Bye,,,,,,,,,,,,,,233,232,0.00,
D.J. Williams,2573590,RB,FA,Bye,,,,,,,,,,,,,,234,233,0.00,
Jamaal Williams,2558204,RB,FA,Bye,,,,,,,,,,,,,,235,234,0.00,
Josh Williams,2574602,RB,TB,ATL,,,,,,,,,,,,,0.00,236,235,0.00,0.0
Jeff Wilson,2560938,RB,MIA,@PIT,,,,,,,,,,,,,0.00,237,236,0.00,0.0
Jacardia Wright,2574579,RB,SEA,IND,,,,,,,,,,,,,0.00,238,237,0.00,0.0
Nay'Quan Wright,2574656,RB,FA,Bye,,,,,,,,,,,,,,239,238,0.00,
Owen Wright,2570425,RB,TB,ATL,,,,,,,,,,,,,0.00,240,239,0.00,0.0
