PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Dane Belton,2567988,DB,NYG,WAS,2.37,2.58,0.05,0.05,0.05,0.1,0.05,,,,,,,0.26,,,,6.50,99,1,19.40,12.9
Antonio Johnson,2569879,DB,JAX,NYJ,3.11,1.65,,,0.1,,,,,,,,,,,,,6.01,106,2,18.67,12.66
Jordan Battle,2569648,DB,CIN,BAL,3.88,2.53,0.06,0.24,0.12,,0.06,0.06,,,,,,0.41,,3.76,,9.69,13,3,18.60,8.91
Nick Emmanwori,2574558,DB,SEA,IND,2.3,1.86,0.07,0.15,0.15,0.07,,,,,,,,0.3,0.22,,,6.56,97,4,18.60,12.04
Alohi Gilman,2565042,DB,BAL,@CIN,5.34,1.46,0.08,0.16,0.16,,,,,,,,,0.49,,3.32,,11.18,5,5,18.60,7.42
Xavier McKinney,2564766,DB,GB,@DEN,2.97,1.43,0.06,0.11,0.23,0.06,0.06,0.06,,,,,,0.57,0.11,5.54,,8.58,36,6,18.60,10.02
Riley Moss,2569723,DB,DEN,GB,2.02,0.96,,,,,,,,,,,,0.38,,,,4.56,137,7,17.00,12.44
Derwin James,2560760,DB,LAC,@KC,3.47,1.88,0.18,0.49,0.12,,0.06,,,,,,,0.43,0.36,0.3,,9.17,22,8,16.30,7.13
C.J. Gardner-Johnson,2562588,DB,CHI,CLE,,,,,,,,,,,,,,,,,,0.00,358,9,16.17,16.17
Mike Jackson,2562434,DB,CAR,@NO,3.47,0.94,,0.12,0.12,,,,,,,,,0.88,,0.82,,8.60,33,10,15.60,7.0
Antoine Winfield Jr.,2565261,DB,TB,ATL,3.02,2.22,0.18,0.18,0.12,0.12,0.06,,,,,,,0.31,0.37,1.29,,8.40,42,11,15.00,6.6
Jaycee Horn,2565893,DB,CAR,@NO,2.06,1.03,0.06,0.23,0.17,,,0.06,,,,,,0.69,0.11,3.2,,6.89,81,12,14.60,7.71
Kamari Lassiter,2572102,DB,HOU,ARI,2.64,1.14,,0.18,0.12,,,,,,,,,0.54,,0.84,,6.71,92,13,14.20,7.49
Brandon Stephens,2565851,DB,NYJ,@JAX,2.51,0.64,0.05,0.05,0.05,,,,,,,,,0.53,0.11,1.6,,5.93,108,14,13.50,7.57
Tyler Nubin,2572345,DB,NYG,WAS,3.96,3.12,,0.3,,0.12,0.06,,,,,,,0.18,,,,9.19,21,15,13.20,4.01
Erick Hallett,2569903,DB,TEN,@SF,1.12,0.7,,,,,,,,,,,,,,,,2.10,195,16,13.00,10.9
Tre'Davious White,2557867,DB,BUF,@NE,1.43,1.06,,,0.08,,,,0.08,,,,,0.23,,,0.08,3.96,150,17,13.00,9.04
Marcus Harris,2574151,DB,TEN,@SF,,,,,,,,,,,,,,,,,,0.00,385,18,12.70,12.7
Jaylinn Hawkins,2563500,DB,NE,BUF,3.41,1.27,,0.18,0.04,0.04,,,,,,,,0.18,,1.14,,6.92,80,19,12.70,5.78
Eric Murray,2555173,DB,JAX,NYJ,3.6,1.83,0.07,0.07,0.07,0.07,,,,,,,,0.52,0.2,,,8.63,32,20,12.70,4.07
Malachi Moore,2574444,DB,NYJ,@JAX,2.35,2.03,,0.16,0.05,,,,,,,,,0.16,,0.91,,5.59,114,21,12.63,7.04
Quan Martin,2570377,DB,WAS,@NYG,2.76,1.91,0.03,0.11,0.06,0.11,,,,,,,,0.23,0.06,1.35,,6.76,90,22,12.40,5.64
Mike Sainristil,2572582,DB,WAS,@NYG,3.12,1.59,,0.06,0.06,0.06,0.06,,,,,,,0.73,,1.04,,8.06,55,23,12.33,4.27
Marcus Jones,2567943,DB,NE,BUF,3.38,0.85,,0.08,0.15,0.08,0.08,0.08,,,,,,0.77,,3.69,,8.95,26,24,12.20,3.25
Montaric Brown,2567727,DB,JAX,NYJ,1.18,0.52,,,0.1,,,,,,,,,0.41,,0.62,,3.48,162,25,12.00,8.52
Pat Surtain II,2566043,DB,DEN,GB,2.19,0.73,,0.06,0.17,0.06,,0.06,,,,,,0.62,,4.39,,6.55,98,26,12.00,5.45
Christian Izien,2571593,DB,TB,ATL,1.38,0.78,,0.06,,,,,,,,,,0.06,,0.66,,2.80,182,27,11.90,9.1
Harrison Smith,2532948,DB,MIN,@DAL,3.24,1.68,0.09,0.12,0.12,0.06,,,,,,,,0.48,0.12,0.54,,8.14,54,28,11.80,3.66
Cobee Bryant,2573908,DB,ATL,@TB,,,,,,,,,,,,,,,,,,0.00,298,29,11.50,11.5
Malik Mustapha,2572504,DB,SF,TEN,1.27,0.93,,0.03,0.03,0.03,,,,,,,,0.13,,0.3,,3.05,173,30,11.40,8.35
Isaiah Pola-Mao,2568993,DB,LV,@PHI,3.4,1.58,0.05,0.1,0.05,0.1,0.05,,,,,,,0.3,0.1,1.18,,7.71,65,31,11.40,3.69
Nick Scott,2562905,DB,CAR,@NO,1.68,1.26,,,,,,,,,,,,0.18,,,,3.73,156,32,11.40,7.67
Nick Cross,2567700,DB,IND,@SEA,4.05,2.7,,0.35,0.1,0.05,,,,,,,,0.3,,1.1,,9.53,17,33,11.30,1.77
Avonte Maddox,2560795,DB,DET,@LAR,1.99,0.69,,0.14,0.07,0.14,0.07,,,,,,,0.21,,,,4.94,128,34,11.30,6.36
Bryan Cook,2567787,DB,KC,LAC,2.65,0.95,,0.05,0.05,,0.05,,,,,,,0.2,,0.35,,5.36,121,35,11.20,5.84
Amani Hooker,2562666,DB,TEN,@SF,2.72,1.66,,0.2,0.13,0.07,0.07,,,,,,,0.47,0.07,1.33,,7.40,70,36,11.20,3.8
Jalen Ramsey,2555280,DB,PIT,MIA,3.98,1.48,0.08,0.47,0.16,,,,,,,,,0.78,0.16,3.44,,10.43,9,37,11.20,0.77
Camryn Bynum,2566295,DB,IND,@SEA,4.15,1.45,,0.1,0.15,0.05,0.1,,,,,,,0.4,,0.7,,9.07,24,38,11.10,2.03
Nate Wiggins,2571847,DB,BAL,@CIN,2.26,0.85,,,0.18,0.06,,0.06,,,,,,0.98,,4.69,,7.59,67,39,10.90,3.31
Garrett Williams,2570221,DB,ARI,@HOU,2.03,0.88,,,0.16,0.05,,,,,,,,0.44,,1.26,,5.45,117,40,10.80,5.35
Antonio Hamilton,2556804,DB,WAS,@NYG,1.86,0.59,,,0.1,,,,,,,,,0.2,,,,3.99,148,41,10.70,6.71
Dee Alford,2567244,DB,ATL,@TB,1.29,0.62,,0.06,,,,,,,,,,0.28,,,,3.10,170,42,10.50,7.4
Jessie Bates,2560970,DB,ATL,@TB,4.2,2.1,,0.17,0.22,0.17,0.06,0.06,,,,,,0.55,0.06,3.59,,11.00,6,43,10.20,-0.8
Jack Jones,2567940,DB,MIA,@PIT,2.6,1.13,,0.2,0.2,,,0.07,,,,,,0.87,0.07,4.8,,8.23,50,44,10.20,1.97
Calen Bullock,2572081,DB,HOU,ARI,3.68,1.19,,0.06,0.19,0.06,0.06,,,,,,,0.75,,4.12,,9.27,20,45,10.10,0.83
Byron Murphy,2562318,DB,MIN,@DAL,2.76,1.08,,0.24,0.24,0.06,0.06,0.06,,,,,,0.78,,4.26,,8.59,34,46,10.10,1.51
Xavier Watts,2573921,DB,ATL,@TB,3.75,1.16,,0.11,0.11,,,,,,,,,0.33,0.06,1.99,,7.79,63,47,9.90,2.11
Emmanuel Forbes,2570371,DB,LAR,DET,1.61,0.64,,,,,,,,,,,,0.21,,,,3.32,167,48,9.70,6.38
Marlon Humphrey,2558067,DB,BAL,@CIN,3.3,1.1,,0.19,0.19,0.06,,,,,,,,0.58,0.13,1.62,,8.34,44,49,9.70,1.36
Devon Witherspoon,2570323,DB,SEA,IND,4.14,1.78,0.11,0.36,0.07,0.07,,,,,,,,,,,,8.53,38,50,9.70,1.17
Coby Bryant,2568234,DB,SEA,IND,5.18,1.69,0.06,0.19,0.12,0.06,,,,,,,,0.5,0.19,2.87,,11.26,4,51,9.60,-1.66
Chamarri Conner,2569927,DB,KC,LAC,4.5,1.5,0.09,0.31,0.13,0.13,0.06,,,,,,,0.38,0.38,2.94,,10.50,8,52,9.60,-0.9
Minkah Fitzpatrick,2560725,DB,MIA,@PIT,4.65,1.72,,0.07,0.14,0.07,,,,,,,,0.36,,3.15,,9.85,12,53,9.60,-0.25
Amik Robertson,2564430,DB,DET,@LAR,2.08,0.56,0.06,0.17,0.06,0.06,,,,,,,,0.45,0.06,1.01,,5.44,118,54,9.50,4.06
Ronnie Hickman Jr.,2570867,DB,CLE,@CHI,3.35,1.36,0.06,0.06,0.06,,0.06,,,,,,,0.12,0.19,1.49,,6.77,87,55,9.40,2.63
Budda Baker,2558009,DB,ARI,@HOU,4.29,2.09,0.05,0.33,0.05,0.05,,,,,,,,0.27,0.16,0.77,,9.41,19,56,9.30,-0.11
Johnathan Edwards,2574186,DB,IND,@SEA,,,,,,,,,,,,,,,,,,0.00,341,57,9.10,9.1
Malaki Starks,2573952,DB,BAL,@CIN,4.47,1.95,0.06,0.23,0.06,0.06,0.06,,,,,,,0.29,0.17,0.86,,9.66,15,58,9.10,-0.56
Jaylen Watson,2567811,DB,KC,LAC,1.21,0.67,,0.06,0.06,,,,,,,,,0.3,,1.34,,3.31,168,59,9.10,5.79
Asante Samuel Jr.,2566511,DB,PIT,MIA,2,1.17,,,0.17,,,,,,,,,0.5,,,,5.55,115,60,9.00,3.45
Tony Jefferson,2540164,DB,LAC,@KC,1.04,0.78,,,,,,,,,,,,0.78,,,,3.98,149,61,8.70,4.72
Quincy Riley,2574404,DB,NO,CAR,1.53,0.71,,,,,,,,,,,,,,,,2.72,184,62,8.60,5.88
Donovan Wilson,2562604,DB,DAL,MIN,2.84,2.51,0.2,0.27,0.07,0.14,0.07,,,,,,,0.27,0.34,0.54,,8.24,49,63,8.50,0.26
Noah Igbinoghene,2564457,DB,WAS,@NYG,1.7,1.35,,,0.09,,,,,,,,,0.45,,,,4.80,131,64,8.00,3.2
Paulson Adebo,2566346,DB,NYG,WAS,5.47,1.31,,0.16,0.33,,,0.08,,,,,,1.23,0.08,6.04,,14.02,1,65,7.80,-6.22
Myles Harden,2571952,DB,CLE,@CHI,1.38,0.75,,,,,,,,,,,,0.13,,,,2.85,180,66,7.80,4.95
Josh Metellus,2564568,DB,MIN,@DAL,3.65,2.28,0.05,0.11,0.05,0.11,0.05,0.05,,,,,,0.26,0.16,1.75,,8.71,31,67,7.80,-0.91
Jonas Sanker,2574405,DB,NO,CAR,4.13,1.13,,0.19,0.06,,0.06,,,,,,,0.13,,,,7.75,64,68,7.80,0.05
Will Johnson,2574484,DB,ARI,@HOU,2.59,0.92,,0.05,0.11,,,,,,,,,0.49,,2,,6.19,104,69,7.60,1.41
Kendell Brooks,2571050,DB,TEN,@SF,0.74,0.4,,,,,,,,,,,,,,,,1.35,210,70,7.50,6.15
Jamel Dean,2562556,DB,TB,ATL,2.89,0.98,,,0.06,,,,,,,,,0.49,,1.42,,6.41,101,71,7.50,1.09
Kyle Hamilton,2567274,DB,BAL,@CIN,4.67,2.12,0.12,0.18,0.12,0.06,0.06,0.06,,,,,,0.61,0.3,2.25,,11.47,2,72,7.50,-3.97
Jaylon Johnson,2563701,DB,CHI,CLE,2.22,0.48,,0.12,0.12,0.06,,,,,,,,0.54,,2.28,,5.85,110,73,7.50,1.65
Greg Newsome II,2565980,DB,JAX,NYJ,2,0.69,,0.08,0.08,,,,,,,,,0.46,,1,,5.00,126,74,7.50,2.5
Jeremy Reaves,2561394,DB,WAS,@NYG,2.82,2.33,,0.07,0.07,0.07,,,,,,,,0.21,0.21,,,6.85,83,75,7.50,0.65
Carlton Davis III,2561039,DB,NE,BUF,2.29,0.71,,0.12,0.12,0.06,0.06,,,,,,,0.65,,0.94,,6.39,102,76,7.30,0.91
Maxwell Hairston,2573959,DB,BUF,@NE,2.33,1.06,0.11,0.21,0.11,0.11,,,,,,,,0.53,0.21,2.01,,6.93,79,77,7.20,0.27
Shavon Revel Jr.,2574081,DB,DAL,MIN,,,,,,,,,,,,,,,,,,0.00,531,78,7.20,7.2
Isaiah Rodgers,2564142,DB,MIN,@DAL,1.59,0.65,,0.06,0.06,0.06,,,,,,,,0.29,,0.59,,4.03,147,79,7.20,3.17
Andrew Wingard,2562606,DB,JAX,NYJ,3.78,2.42,0.08,0.15,0.08,0.08,,,,,,,,0.3,0.15,0.91,,8.92,28,80,6.90,-2.02
Craig Woodson,2574389,DB,NE,BUF,3.41,2.12,,0.29,0.06,,,,,,,,,0.12,0.06,1.41,,7.41,69,81,6.90,-0.51
DaRon Bland,2567490,DB,DAL,MIN,3.35,1.16,,0.06,0.18,,,0.06,,,,,,0.61,,5.85,,8.40,41,82,6.70,-1.7
Jalen Pitre,2567688,DB,HOU,ARI,4.1,2.05,0.08,0.41,0.08,0.08,,,,,,,,0.82,0.25,0.9,,10.92,7,83,6.70,-4.22
Darrell Baker Jr.,2569161,DB,TEN,@SF,1.56,0.5,,,,,,,,,,,,0.13,,,,2.97,177,84,6.60,3.63
Keisean Nixon,2562938,DB,GB,@DEN,3.47,1.29,0.06,0.18,0.06,0.06,0.06,,,,,,,0.35,0.12,0.82,,7.81,61,85,6.60,-1.21
Eric Stokes,2566097,DB,LV,@PHI,1.47,0.67,,,,,,,,,,,,0.09,,,,2.83,181,86,6.60,3.77
Christian Gonzalez,2570122,DB,NE,BUF,2.94,0.65,0.06,0.06,0.18,,0.06,0.06,,,,,,0.71,0.12,4.06,,7.91,58,87,6.40,-1.51
Kam Curl,2565270,DB,LAR,DET,3.59,1.96,0.07,0.14,0.07,0.07,0.07,,,,,,,0.54,0.2,1.15,,8.96,25,88,6.30,-2.66
Darren Hall,2565821,DB,ARI,@HOU,,,,,,,,,,,,,,,,,,0.00,375,89,6.30,6.3
Malik Hooker,2558060,DB,DAL,MIN,3.12,1.69,,0.14,0.14,,0.07,,,,,,,0.27,,2.23,,7.21,73,90,6.30,-0.91
Chau Smith-Wade,2571895,DB,CAR,@NO,1.68,0.96,,0.12,0.06,0.06,,,,,,,,0.24,,,,4.30,143,91,6.30,2.0
Adoree' Jackson,2558065,DB,PHI,LV,2.08,0.91,,0.07,0.07,0.07,0.07,,,,,,,0.46,,,,5.48,116,92,6.10,0.62
Kevin Knowles,2574249,DB,KC,LAC,,,,,,,,,,,,,,,,,,0.00,440,93,6.10,6.1
A.J. Terrell,2563527,DB,ATL,@TB,2.35,0.82,,0.18,0.06,,,,,,,,,0.47,,1.06,,5.71,112,94,6.10,0.39
Cooper DeJean,2572375,DB,PHI,LV,3.65,1.58,0.08,0.33,0.08,0.08,0.17,,,,,,,0.58,0.17,2.24,,9.42,18,95,6.00,-3.42
Talanoa Hufanga,2566529,DB,DEN,GB,4.71,2.09,,0.09,0.09,,,,,,,,,0.44,0.09,,,9.91,11,96,6.00,-3.91
Cam Lewis,2563205,DB,BUF,@NE,,,,,,,,,,,,,,,,,,0.00,448,97,6.00,6.0
Markquese Bell,2568666,DB,DAL,MIN,1.37,0.89,,,,,,,,,,,,,,,,2.59,186,98,5.70,3.11
Tyson Campbell,2566151,DB,CLE,@CHI,3.04,1.37,,0.14,0.14,,,,,,,,,0.51,,1.01,,7.39,71,99,5.70,-1.69
Jevon Holland,2566283,DB,NYG,WAS,3.36,1.44,0.06,0.18,0.06,0.06,0.06,,,,,,,0.3,0.18,2.04,,7.68,66,100,5.70,-1.98
Jordan Howden,2570140,DB,NO,CAR,0.65,0.53,0.06,,0.12,,,,,,,,,0.41,,,,2.86,179,101,5.70,2.84
Taron Johnson,2560766,DB,BUF,@NE,3.54,1.44,0.06,0.12,0.12,0.06,0.06,,,,,,,0.42,0.06,1.62,,8.30,47,102,5.70,-2.6
Tre'von Moehrig,2566268,DB,CAR,@NO,3.94,2.19,0.06,0.34,0.17,,0.06,0.06,,,,,,0.56,0.11,3.15,,10.31,10,103,5.70,-4.61
D.J. Reed,2560850,DB,DET,@LAR,3.18,0.9,,0.24,0.12,0.06,,,,,,,,0.72,0.06,0.42,,8.14,53,104,5.70,-2.44
Evan Williams,2572057,DB,GB,@DEN,3.66,2.1,,0.12,0.12,0.06,,,,,,,,0.3,,0.9,,8.34,45,105,5.70,-2.64
Julian Love,2562414,DB,SEA,IND,4.81,1.94,,0.19,0.19,0.12,0.06,,,,,,,0.62,,2.62,,11.45,3,106,5.60,-5.85
Qwan'tez Stiggers,2572369,DB,NYJ,@JAX,0.79,0.59,,,,,0.07,,,,,,,0.13,,,,1.93,201,107,5.50,3.57
Carrington Valentine,2569774,DB,GB,@DEN,1.75,1,,,0.17,0.08,,,,,,,,0.5,,1.83,,5.41,120,108,5.50,0.09
Ashtyn Davis,2564793,DB,MIA,@PIT,0.45,0.32,,0.02,0.02,0.02,0.02,0.02,,,,,,0.04,,1.26,,1.28,212,109,5.40,4.12
Nahshon Wright,2566022,DB,CHI,CLE,2.74,0.94,,0.17,0.17,,,0.09,,,,,,0.26,,9.51,,6.85,84,110,5.20,-1.65
Kool-Aid McKinstry,2572321,DB,NO,CAR,2.18,0.71,,0.16,0.11,,,0.05,,,,,,0.54,,2.5,,5.95,107,111,5.10,-0.85
Derek Stingley Jr.,2567694,DB,HOU,ARI,1.94,0.77,,0.12,0.24,,,,,,,,,0.88,,1.71,,6.65,95,112,5.10,-1.55
Geno Stone,2563584,DB,CIN,BAL,2.47,1.88,0.09,,0.18,,0.06,0.06,,,,,,0.47,0.24,3.76,,7.36,72,113,5.10,-2.26
Kindle Vildor,2563713,DB,TB,ATL,1.52,0.35,,,0.07,,,,,,,,,0.28,,,,3.44,163,114,5.10,1.66
Nohl Williams,2574260,DB,KC,LAC,2.67,1.14,,,0.19,,,,,,,,,0.57,,,,6.78,86,115,5.10,-1.68
Cole Bishop,2571850,DB,BUF,@NE,2.69,1.94,,0.19,0.06,0.06,,,,,,,,0.31,,1,,6.71,91,116,4.80,-1.91
Jaquan Brisker,2567370,DB,CHI,CLE,3.77,1.53,0.09,0.24,0.06,0.06,0.06,,,,,,,0.24,0.24,,,8.31,46,117,4.80,-3.51
Rock Ya-Sin,2562614,DB,DET,@LAR,1.93,0.5,,,0.07,,,,,,,,,0.43,,1,,4.55,138,118,4.80,0.25
Cam Hart,2572471,DB,LAC,@KC,2.01,0.54,0.05,,0.05,0.05,0.05,,,,,,,0.44,0.16,0.76,,5.04,124,119,4.60,-0.44
Sam Webb,2569005,DB,CLE,@CHI,,,,,,,,,,,,,,,,,,0.00,617,120,4.60,4.6
Tony Adams,2568444,DB,NYJ,@JAX,3.35,2.14,0.07,0.21,0.14,,,,,,,,,0.43,0.14,0.57,,8.42,40,121,4.50,-3.92
Cobie Durant,2567826,DB,LAR,DET,2.32,1.08,0.08,0.23,0.15,0.08,,0.08,,,,,,0.77,0.23,5.19,,7.97,56,122,4.50,-3.47
Kelee Ringo,2570197,DB,PHI,LV,0.68,0.25,0.02,,0.02,0.02,0.02,,,,,,,0.08,0.06,,,1.60,208,123,4.50,2.9
Josh Wallace,2573749,DB,LAR,DET,,,,,,,,,,,,,,,,,,0.00,608,124,4.50,4.5
Charles Woods,2573755,DB,NE,BUF,,,,,,,,,,,,,,,,,,0.00,630,125,4.50,4.5
Kitan Crawford,2574481,DB,ARI,@HOU,1.87,1.65,,0.11,,,0.11,,,,,,,0.22,0.11,,,4.68,135,126,4.20,-0.48
Renardo Green,2572495,DB,SF,TEN,3.61,1.03,,0.06,0.13,0.13,0.06,0.06,,,,,,0.9,,2.32,,9.66,14,127,4.20,-5.46
Brandon Jones,2564469,DB,DEN,GB,3.76,1.4,,0.1,0.14,0.05,0.05,,,,,,,0.43,0.05,3.47,,8.56,37,128,4.20,-4.36
Darien Porter,2574306,DB,LV,@PHI,2.71,0.85,,,0.15,0.08,,,,,,,,0.62,,1.47,,6.98,78,129,4.20,-2.78
Benjamin St-Juste,2566604,DB,LAC,@KC,1.06,0.53,,,,,,,,,,,,0.18,,,,2.36,190,130,4.20,1.84
Marcus Williams,2558847,DB,LAC,@KC,,,,,,,,,,,,,,,,,,0.00,623,131,4.20,4.2
Denzel Burke,2574477,DB,ARI,@HOU,1,2.36,,0.09,0.27,,,,,,,,,0.18,,,,4.45,139,132,4.00,-0.45
Jaylen McCollough,2573734,DB,LAR,DET,1.87,0.67,0.07,,0.13,,,,,,,,,0.33,0.07,1.27,,4.70,134,133,4.00,-0.7
Quinyon Mitchell,2572387,DB,PHI,LV,2.49,0.93,,,0.12,0.06,0.06,0.06,,,,,,0.87,,3.67,,7.52,68,134,4.00,-3.52
Jacob Parrish,2574594,DB,TB,ATL,2.94,0.94,0.16,0.38,0.06,,,,,,,,,0.25,,,,6.70,93,135,4.00,-2.7
Andru Phillips,2572348,DB,NYG,WAS,2.76,1.59,0.06,0.29,0.06,0.06,,0.06,,,,,,0.18,0.12,1.65,,6.87,82,136,4.00,-2.87
Rasul Douglas,2558168,DB,MIA,@PIT,1.65,0.53,,,0.12,0.06,,,,,,,,0.29,,2.12,,4.22,144,137,3.90,-0.32
Jordan Poyer,2539290,DB,BUF,@NE,2.51,1.05,,,,,,,,,,,,,0.06,,,4.43,140,138,3.90,-0.53
Jaden Hicks,2572171,DB,KC,LAC,4,1.12,,0.35,0.12,,,,,,,,,0.41,,2.71,,8.73,30,139,3.60,-5.13
R.J. Mickens,2574522,DB,LAC,@KC,2.46,1,,,,,,,,,,,,0.27,,,,4.97,127,140,3.60,-1.37
Alontae Taylor,2567979,DB,NO,CAR,3.16,1.25,0.11,0.33,0.05,0.05,,,,,,,,0.76,0.22,0.6,,8.59,35,141,3.60,-4.99
Kaiir Elam,2567331,DB,TEN,@SF,1.28,0.64,,0.12,0.06,,,,,,,,,0.29,,,,3.42,164,142,3.40,-0.02
Mekhi Blackmon,2570086,DB,IND,@SEA,1.63,0.54,,0.18,0.12,0.06,0.06,0.06,,,,,,0.54,,2.72,,5.41,119,143,3.30,-2.11
Kamren Kinchens,2572204,DB,LAR,DET,3.68,1.79,,0.05,0.11,0.05,0.05,,,,,,,0.33,,3.2,,8.21,51,144,3.30,-4.91
Deommodore Lenoir,2566535,DB,SF,TEN,3.39,1.97,,0.12,0.12,,,,,,,,,0.62,,2.22,,8.49,39,145,3.30,-5.19
Cordale Flott,2567997,DB,NYG,WAS,1.91,1.22,,0.09,0.17,,,,,,,,,0.61,,1.04,,5.89,109,146,3.10,-2.79
P.J. Locke,2563012,DB,DEN,GB,1.49,0.97,0.06,0.06,0.06,0.06,,,,,,,,0.06,0.06,,,3.63,158,147,3.10,-0.53
Tremon Smith,2561103,DB,HOU,ARI,0.53,0.34,,,0.05,,,0.05,,,,,,0.29,,,,2.10,196,148,3.10,1.0
Christian Braswell,2569876,DB,JAX,NYJ,,,,,,,,,,,,,,,,,,0.00,286,149,3.00,3.0
Kevin Byard,2555158,DB,CHI,CLE,4.57,2.43,0.06,0.12,0.06,,0.06,,,,,,,0.24,0.12,0.53,,9.56,16,150,3.00,-6.56
Dean Clark,2574433,DB,NYJ,@JAX,0.34,0.46,,0.11,,0.06,,,,,,,,0.06,0.06,,,1.34,211,151,3.00,1.66
Kyle Dugger,2564601,DB,PIT,MIA,,,,,,,,,,,,,,,,,,0.00,337,152,3.00,3.0
Brandin Echols,2565726,DB,PIT,MIA,1.92,0.66,,0.06,0.06,,,,,,,,,0.3,,0.96,,4.36,141,153,3.00,-1.36
Isaiah Johnson,2573265,DB,MIA,@PIT,0.15,0.2,,,,,,,,,,,,0.1,,,,0.60,242,154,3.00,2.4
Jarrian Jones,2572144,DB,JAX,NYJ,3.22,0.82,0.06,0.13,0.13,,,,,,,,,0.76,0.19,1.83,,8.15,52,155,3.00,-5.15
Ja'Quan McMillian,2568747,DB,DEN,GB,3.15,1.07,0.06,0.28,0.11,0.06,0.06,,,,,,,0.45,0.11,1.69,,7.80,62,156,3.00,-4.8
Ty Okada,2571354,DB,SEA,IND,1.49,0.69,0.09,0.1,0.03,,,,,,,,,0.21,0.17,0.52,,3.71,157,157,3.00,-0.71
DJ Turner II,2569654,DB,CIN,BAL,2.53,0.71,0.08,0.16,0.08,,,,,,,,,0.63,0.08,1.82,,6.58,96,158,3.00,-3.58
Zayne Anderson,2566977,DB,GB,@DEN,0.35,0.24,0.06,,0.06,,,,,,,,,,0.06,,,1.03,223,159,2.70,1.67
Reed Blankenship,2568057,DB,PHI,LV,3.82,2.05,,0.07,0.21,,0.07,,,,,,,0.42,,,,8.92,27,160,2.70,-6.22
Myles Bryant,2564592,DB,HOU,ARI,1.91,0.64,,0.09,,,,,,,,,,0.18,,,,3.83,153,161,2.70,-1.13
Javon Bullard,2572027,DB,GB,@DEN,2.39,0.88,,0.06,,0.06,,,,,,,,0.13,,,,4.74,132,162,2.70,-2.04
Caelen Carson,2571967,DB,DAL,MIN,0.71,0.41,,0.06,0.06,,0.06,,,,,,,0.12,,,,1.97,199,163,2.70,0.73
Jeremy Chinn,2563632,DB,LV,@PHI,3.66,2.01,0.05,0.26,0.05,0.05,0.1,,,,,,,0.21,0.15,,,8.24,48,164,2.70,-5.54
Will Harris,2562395,DB,WAS,@NYG,3.66,1.5,,0.12,0.06,,0.06,,,,,,,0.42,,0.48,,7.91,59,165,2.70,-5.21
Ifeatu Melifonwu,2566064,DB,MIA,@PIT,0.48,0.28,0.02,0.03,0.02,0.01,0.01,,,,,,,0.05,0.04,,,1.23,216,166,2.70,1.47
Jason Pinnock,2565753,DB,SF,TEN,1.66,0.48,0.08,0.11,,0.05,,,,,,,,0.16,0.21,,,3.78,154,167,2.70,-1.08
Lathan Ransom,2573997,DB,CAR,@NO,2.06,0.88,,0.06,,0.13,0.06,,,,,,,0.13,0.06,,,4.58,136,168,2.70,-1.88
Kris Abrams-Draine,2571988,DB,DEN,GB,0.93,0.36,,,0.05,,,,,,,,,0.05,,,,1.91,203,169,2.10,0.19
Ji'Ayir Brown,2570287,DB,SF,TEN,3.22,1.71,,0.21,0.14,,,,,,,,,0.48,,0.82,,7.89,60,170,2.10,-5.79
Elijah Hicks,2567397,DB,CHI,CLE,0.35,0.29,,,,,,,,,,,,0.18,,,,1.15,217,171,2.10,0.95
Lonnie Johnson,2562295,DB,LV,@PHI,0.35,0.24,,,,,,,,,,,,0.29,,,,1.39,209,172,2.10,0.71
Robert Rochell,2566241,DB,CAR,@NO,,,,,,,,,,,,,,,,,,0.00,542,173,2.10,2.1
Daniel Thomas,2564238,DB,DET,@LAR,1.03,0.52,,,,,0.09,,,,,,,0.26,,,,2.60,185,174,2.10,-0.5
Dante Trader Jr.,2574334,DB,MIA,@PIT,1.94,1.47,,,,0.12,0.06,,,,,,,0.18,,,,4.72,133,175,2.10,-2.62
Kendall Williamson,2569639,DB,LAC,@KC,0.18,0.24,,,,,,,,,,,,0.18,0.06,,,0.89,227,176,2.10,1.21
Grant Delpit,2563773,DB,CLE,@CHI,3.69,2.03,0.05,0.32,0.05,,0.05,,,,,,,0.11,0.21,0.75,,7.96,57,177,1.80,-6.16
Jamal Adams,2557979,DB,LV,@PHI,2.59,0.53,0.15,0.23,0.08,0.08,0.08,,,,,,,0.3,0.38,1.07,,6.46,100,178,1.50,-4.96
Chidobe Awuzie,2557840,DB,BAL,@CIN,1.3,0.65,,0.05,0.05,0.05,,,,,,,,0.3,,0.6,,3.54,161,179,1.50,-2.04
Jahdae Barron,2574084,DB,DEN,GB,2.59,0.96,,0.06,0.06,,,,,,,,,0.39,0.06,,,5.77,111,180,1.50,-4.27
Josh Blackwell,2568054,DB,CHI,CLE,,,,,,,,,,,,,,,,,,0.00,273,181,1.50,1.5
