PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Isaiah Williams,2573154,WR,NYJ,NE,,,,1.52,0.01,2.81,27.56,0.21,,,,0.03,5.57,67,50,5.50,-0.07
David Sills,2562732,WR,ATL,LAR,,,,0.06,,0.9,10.91,0.1,,,,,2.15,106,51,5.20,3.05
Jalen Tolbert,2567508,WR,DAL,@WAS,,,,,,,,,,,,,0.00,405,52,5.10,5.1
Justin Jefferson,2564556,WR,MIN,DET,,,,0.2,,3.98,65.74,0.4,,,,0.05,10.88,17,53,5.00,-5.88
Jakobi Meyers,2562492,WR,JAX,@IND,,,,1.15,0.01,4.26,59.22,0.38,,,,0.07,10.37,25,54,4.90,-5.47
Dante Pettis,2560836,WR,NO,@TEN,,,,,,0.91,12.1,0.1,,,,0.01,2.25,105,55,4.80,2.55
Cedric Tillman,2569681,WR,CLE,PIT,,,,0.03,,1.16,14.95,0.12,,,,0.01,2.78,97,56,4.70,1.92
Jameson Williams,2567565,WR,DET,@MIN,,,,1.73,0.01,3.78,66.12,0.51,,,,0.06,11.68,13,57,4.70,-6.98
Tyrell Shavers,2571425,WR,BUF,PHI,,,,,,1.31,20.83,0.16,,,,0.02,3.66,85,58,4.60,0.94
Darius Slayton,2562736,WR,NYG,@LV,,,,0.13,,3.36,51.46,0.24,,,,0.04,8.20,39,59,4.60,-3.6
Darnell Mooney,2563707,WR,ATL,LAR,,,,0.12,,2.52,37.25,0.22,,,,0.05,6.22,59,60,4.50,-1.72
Scott Miller,2562865,WR,PIT,@CLE,,,,0.01,,1.54,19.34,0.16,,,,,3.67,84,61,4.00,0.33
Demarcus Robinson,2555478,WR,SF,CHI,,,,,,1.12,17.2,0.13,,,,0.02,3.02,95,62,4.00,0.98
Jahdae Walker,2574021,WR,CHI,@SF,,,,,,,,,,,,,0.00,415,63,4.00,4.0
Xavier Hutchinson,2569825,WR,HOU,@LAC,,,,0.14,,1.07,13.52,0.09,,,,,2.44,101,64,3.90,1.46
Mason Kinsey,2565459,WR,TEN,NO,,,,,,0.41,4.19,0.03,,,,,0.80,126,65,3.90,3.1
Bo Melton,2568261,WR,GB,BAL,,,,,,,,,,,,,0.00,320,66,3.90,3.9
Troy Franklin,2571997,WR,DEN,@KC,,,,0.61,0.01,3.15,35.02,0.29,,,,0.04,6.86,54,67,3.70,-3.16
Adonai Mitchell,2572129,WR,NYJ,NE,,,,1.01,0.01,3.29,47.15,0.33,,,,0.05,8.40,38,68,3.70,-4.7
Ladd McConkey,2572477,WR,LAC,HOU,,,,0.34,,3.79,52.32,0.4,,,,0.05,9.46,28,69,3.60,-5.86
Emeka Egbuka,2574585,WR,TB,@MIA,,,,0.65,,2.61,39.03,0.28,,,,0.05,6.85,55,70,3.50,-3.35
Chris Moore,2555209,WR,WAS,DAL,,,,,,0.91,14.22,0.09,,,,,2.42,102,71,3.50,1.08
DeVonta Smith,2566409,WR,PHI,@BUF,,,,0.15,,4.41,60.17,0.41,,,,0.06,10.58,23,72,3.50,-7.08
Kyle Williams,2574387,WR,NE,@NYJ,,,,,,2.83,48.98,0.42,,,,0.04,8.75,35,73,3.50,-5.25
Xavier Weaver,2573412,WR,ARI,@CIN,,,,0.37,,1.4,17.91,0.13,,,,,3.31,92,74,3.40,0.09
Lil'Jordan Humphrey,2562668,WR,DEN,@KC,,,,,,1.7,19.17,0.15,,,,0.02,3.63,87,75,3.30,-0.33
Matthew Golden,2574130,WR,GB,BAL,,,,1.2,0.01,0.98,11.91,0.07,,,,0.01,2.26,104,76,3.20,0.94
JuJu Smith-Schuster,2558149,WR,KC,DEN,,,,0.2,,2.23,25.94,0.16,,,,0.02,4.65,75,77,3.10,-1.55
Kendrick Bourne,2558914,WR,SF,CHI,,,,,,1.45,22.34,0.12,,,,0.02,3.64,86,78,3.00,-0.64
Shedrick Jackson,2570828,WR,LV,NYG,,,,,,,,,,,,,0.00,272,79,3.00,3.0
Tez Johnson,2574589,WR,TB,@MIA,,,,0.12,,0.31,3.64,0.04,,,,,0.77,127,80,2.90,2.13
Jalen Coker,2572920,WR,CAR,SEA,,,,0.11,,3.63,48.09,0.26,,,,0.05,8.10,40,81,2.60,-5.5
Christian Kirk,2560781,WR,HOU,@LAC,,,,0.23,,1.73,22.83,0.16,,,,0.03,4.07,80,82,2.60,-1.47
Michael Pittman,2564136,WR,IND,JAX,,,,0.28,,4.05,48.8,0.37,,,,0.06,9.03,30,83,2.60,-6.43
Marquez Valdes-Scantling,2560907,WR,PIT,@CLE,,,,,,1.37,25.11,0.21,,,,0.02,4.42,78,84,2.60,-1.82
Tetairoa McMillan,2573992,WR,CAR,SEA,,,,0.51,,4.35,62.54,0.41,,,,0.06,10.82,18,85,2.50,-8.32
Marvin Mims Jr.,2569717,WR,DEN,@KC,,,,3.34,0.03,2.33,26.92,0.23,0.07,,,0.08,6.01,63,86,2.50,-3.51
Michael Bandy,2567175,WR,DEN,@KC,,,,,,,,,,,,,0.00,158,87,2.40,2.4
Gunner Olszewski,2563329,WR,NYG,@LV,,,,0.61,,0.2,2.4,0.02,,,,,0.52,132,88,2.40,1.88
Adam Thielen,2541785,WR,PIT,@CLE,,,,,,2.6,31.88,0.3,,,,0.07,6.15,62,89,2.40,-3.75
Keenan Allen,2540154,WR,LAC,HOU,,,,0.11,,2.98,35.82,0.32,,,,0.06,6.88,53,90,2.20,-4.68
Dont'e Thornton Jr.,2574312,WR,LV,NYG,,,,0.23,,0.61,9.01,0.06,,,,0.01,1.57,112,91,2.20,0.63
Jake Bobo,2571378,WR,SEA,@CAR,,,,,,0.22,2.65,0.02,,,,,0.50,133,92,2.10,1.6
Isaiah Bond,2574663,WR,CLE,PIT,,,,0.54,,1.8,30.69,0.15,,,,0.03,4.86,71,93,2.10,-2.76
Ashton Dulin,2562646,WR,IND,JAX,,,,,,0.26,4,0.03,,,,0.01,0.69,129,94,2.10,1.41
Tre Harris,2574515,WR,LAC,HOU,,,,0.22,,2.7,31.04,0.21,,,,0.05,5.64,65,95,2.00,-3.64
Konata Mumpfield,2574272,WR,LAR,@ATL,,,,,,1.75,23.2,0.24,,,,0.03,4.58,77,96,2.00,-2.58
Jimmy Horn Jr.,2573985,WR,CAR,SEA,,,,2.08,0.01,0.6,6.47,0.04,,,,0.01,1.44,114,97,1.90,0.46
Josh Palmer,2566502,WR,BUF,PHI,,,,,,1.46,23.65,0.15,,,,0.02,3.96,83,98,1.70,-2.26
Treylon Burks,2567643,WR,WAS,DAL,,,,0.58,,2.33,35.51,0.26,,,,,6.33,58,99,1.60,-4.73
Chris Blair,2565588,WR,ATL,LAR,,,,,,,,,,,,,0.00,167,100,1.50,1.5
DeMario Douglas,2570119,WR,NE,@NYJ,,,,,,1.68,22.25,0.16,,,,0.03,3.97,82,101,1.50,-2.47
Laquon Treadwell,2555214,WR,IND,JAX,,,,,,0.18,2.23,0.02,,,,,0.43,135,102,1.50,1.07
Brycen Tremayne,2571665,WR,CAR,SEA,,,,0.1,,0.46,4.89,0.03,,,,0.01,0.89,124,103,1.50,0.61
Dareke Young,2568291,WR,SEA,@CAR,,,,,,0.42,5.64,0.04,,,,,1.01,122,104,1.50,0.49
Isaiah Hodgins,2563611,WR,NYG,@LV,,,,,,2.15,23.82,0.2,,,,,4.66,74,105,1.30,-3.36
Rashid Shaheed,2569110,WR,SEA,@CAR,,,,4.65,0.03,3.07,48.68,0.28,0.07,,,0.11,8.93,33,106,1.30,-7.63
Cedrick Wilson Jr.,2560936,WR,MIA,TB,,,,0.1,,0.41,5.16,0.04,,,,0.01,0.95,123,107,1.30,0.35
Rashod Bateman,2565836,WR,BAL,@GB,,,,,,1.72,24.93,0.27,,,,0.02,4.93,70,108,1.20,-3.73
Marquise Brown,2562379,WR,KC,DEN,,,,0.1,,2.13,26.29,0.17,,,,0.02,4.68,73,109,1.20,-3.48
DJ Moore,2560813,WR,CHI,@SF,,,,5.8,0.05,3.95,48.66,0.36,,,,0.05,9.78,27,110,1.20,-8.58
Dontayvion Wicks,2569759,WR,GB,BAL,,,,,,0.99,12.66,0.1,,,,0.01,2.34,103,111,1.20,-1.14
Cooper Kupp,2557898,WR,SEA,@CAR,,,,0.14,,2.95,40.04,0.25,,,,0.05,6.89,52,112,1.10,-5.79
Skyy Moore,2567805,WR,SF,CHI,,,,0.28,,0.11,1.6,0.01,,,,,0.30,140,113,1.00,0.7
James Proche,2563572,WR,TEN,NO,,,,0.31,,0.39,4.31,0.03,,,,,0.84,125,114,1.00,0.16
Kalif Raymond,2556661,WR,DET,@MIN,,,,0.28,,1.33,17.01,0.1,0.06,,,0.1,3.15,94,115,1.00,-2.15
Arian Smith,2574450,WR,NYJ,NE,,,,0.01,,0.7,7.6,0.06,,,,0.01,1.45,113,116,1.00,-0.45
Malik Washington,2572255,WR,MIA,TB,,,,3.23,0.03,2.07,21.17,0.13,0.06,,,0.05,4.70,72,117,1.00,-3.7
Ke'Shawn Williams,2574505,WR,CIN,ARI,,,,,,,,,,,,,0.00,431,118,1.00,1.0
Darius Cooper,2574456,WR,PHI,@BUF,,,,,,0.59,6.42,0.04,,,,,1.18,118,119,0.90,-0.28
Malachi Corley,2572357,WR,CLE,PIT,,,,7.73,0.04,1.04,11.74,0.08,,,,0.01,3.17,93,120,0.90,-2.27
Drake London,2567250,WR,ATL,LAR,,,,0.34,,5.11,71.71,0.61,,,,0.05,13.32,7,121,0.90,-12.42
Tyler Johnson,2565225,WR,NYJ,NE,,,,0.01,,0.02,0.24,,,,,,0.04,141,122,0.80,0.76
Xavier Legette,2571889,WR,CAR,SEA,,,,0.56,,2.19,24.41,0.18,,,,0.04,4.59,76,123,0.80,-3.79
Jaylen Waddle,2566292,WR,MIA,TB,,,,0.49,,5.21,79.08,0.41,,,,0.07,12.88,10,124,0.70,-12.18
Ronnie Bell,2570290,WR,NO,@TEN,,,,,,,,,,,,,0.00,163,125,0.60,0.6
Jordan Whittington,2572216,WR,LAR,@ATL,,,,0.48,,0.18,2.2,0.01,,,,,0.42,136,126,0.60,0.18
Xavier Worthy,2572186,WR,KC,DEN,,,,5.76,0.04,3.15,40.11,0.16,,,,0.05,7.26,50,127,0.10,-7.16
Davante Adams,2543495,WR,LAR,@ATL,,,,,,,,,,,,,0.00,142,128,0.00,0.0
Ife Adeyi,2574628,WR,FA,Bye,,,,,,,,,,,,,,143,129,0.00,
Nelson Agholor,2552600,WR,FA,Bye,,,,,,,,,,,,,,144,130,0.00,
Jamal Agnew,2558821,WR,FA,Bye,,,,,,,,,,,,,,145,131,0.00,
Brandon Aiyuk,2565093,WR,FA,Bye,,,,,,,,,,,,,,146,132,0.00,
Ajou Ajou,2574182,WR,FA,Bye,,,,,,,,,,,,,,147,133,0.00,
Kelly Akharaiyi,2573955,WR,FA,Bye,,,,,,,,,,,,,,148,134,0.00,
Maurice Alexander,2569528,WR,CHI,@SF,,,,,,,,,,,,,0.00,149,135,0.00,0.0
Kazmeir Allen,2571641,WR,FA,Bye,,,,,,,,,,,,,,150,136,0.00,
Andrew Armstrong,2574316,WR,FA,Bye,,,,,,,,,,,,,,151,137,0.00,
Tutu Atwell,2566196,WR,LAR,@ATL,,,,0.36,,0.93,15.14,0.11,,,,0.01,2.66,99,138,0.00,-2.66
Calvin Austin III,2568132,WR,PIT,@CLE,,,,,,,,,,,,,0.00,152,139,0.00,0.0
Andre Baccellia,2564250,WR,ARI,@CIN,,,,,,,,,,,,,0.00,153,140,0.00,0.0
Alex Bachman,2563301,WR,LV,NYG,,,,0.01,,0.94,10.06,0.07,,,,0.01,1.88,109,141,0.00,-1.88
Elijhah Badger,2574238,WR,FA,Bye,,,,,,,,,,,,,,154,142,0.00,
Javon Baker,2572285,WR,SF,CHI,,,,,,,,,,,,,0.00,155,143,0.00,0.0
Kawaan Baker,2566349,WR,FA,Bye,,,,,,,,,,,,,,156,144,0.00,
Monaray Baldwin,2574318,WR,FA,Bye,,,,,,,,,,,,,,157,145,0.00,
Jahmal Banks,2573923,WR,FA,Bye,,,,,,,,,,,,,,159,146,0.00,
Jack Bech,2574285,WR,LV,NYG,,,,,,,,,,,,,0.00,160,147,0.00,0.0
Odell Beckham Jr.,2543496,WR,FA,Bye,,,,,,,,,,,,,,161,148,0.00,
David Bell,2567460,WR,FA,Bye,,,,,,,,,,,,,,162,149,0.00,
Junior Bergen,2574535,WR,SF,CHI,,,,,,,,,,,,,0.00,164,150,0.00,0.0
Braxton Berrios,2560975,WR,HOU,@LAC,,,,,,,,,,,,,0.00,165,151,0.00,0.0
Tarik Black,2565594,WR,FA,Bye,,,,,,,,,,,,,,166,152,0.00,
DeMeer Blankumsee,2574364,WR,FA,Bye,,,,,,,,,,,,,,168,153,0.00,
Jordan Bly,2574415,WR,FA,Bye,,,,,,,,,,,,,,169,154,0.00,
Silas Bolden,2574339,WR,FA,Bye,,,,,,,,,,,,,,170,155,0.00,
Kayshon Boutte,2570092,WR,NE,@NYJ,,,,,,,,,,,,,0.00,171,156,0.00,0.0
Tyler Boyd,2555466,WR,FA,Bye,,,,,,,,,,,,,,172,157,0.00,
Miles Boykin,2562631,WR,FA,Bye,,,,,,,,,,,,,,173,158,0.00,
Chandler Brayboy,2574208,WR,JAX,@IND,,,,,,,,,,,,,0.00,174,159,0.00,0.0
Tyrone Broden,2574555,WR,SEA,@CAR,,,,,,,,,,,,,0.00,175,160,0.00,0.0
Ja'Corey Brooks,2574606,WR,WAS,DAL,,,,,,,,,,,,,0.00,176,161,0.00,0.0
Jalen Brooks,2569696,WR,ARI,@CIN,,,,,,0.51,6.99,0.04,,,,0.01,1.17,119,162,0.00,-1.17
Dyami Brown,2566586,WR,JAX,@IND,,,,0.23,,0.18,2.41,0.02,,,,,0.47,134,163,0.00,-0.47
Noah Brown,2558091,WR,WAS,DAL,,,,,,,,,,,,,0.00,177,164,0.00,0.0
Sam Brown Jr.,2574623,WR,FA,Bye,,,,,,,,,,,,,,178,165,0.00,
Jason Brownlee,2570608,WR,KC,DEN,,,,,,,,,,,,,0.00,179,166,0.00,0.0
Pat Bryant,2574086,WR,DEN,@KC,,,,,,,,,,,,,0.00,180,167,0.00,0.0
Cole Burgess,2572983,WR,FA,Bye,,,,,,,,,,,,,,181,168,0.00,
Jermaine Burton,2571922,WR,FA,Bye,,,,,,,,,,,,,,182,169,0.00,
Deon Cain,2560987,WR,FA,Bye,,,,,,,,,,,,,,183,170,0.00,
Marquez Callaway,2565310,WR,FA,Bye,,,,,,,,,,,,,,184,171,0.00,
Dalen Cambre,2574416,WR,NYG,@LV,,,,,,,,,,,,,0.00,185,172,0.00,0.0
Dalevon Campbell,2574508,WR,LAC,HOU,,,,,,,,,,,,,0.00,186,173,0.00,0.0
Parris Campbell,2562495,WR,DAL,@WAS,,,,,,,,,,,,,0.00,187,174,0.00,0.0
Cam Camper,2574209,WR,FA,Bye,,,,,,,,,,,,,,188,175,0.00,
DeAndre Carter,2553502,WR,CLE,PIT,,,,,,,,,,,,,0.00,189,176,0.00,0.0
Joshua Cephus,2573193,WR,JAX,@IND,,,,,,,,,,,,,0.00,190,177,0.00,0.0
Quintez Cephus,2563926,WR,HOU,@LAC,,,,,,,,,,,,,0.00,191,178,0.00,0.0
DJ Chark,2561018,WR,FA,Bye,,,,,,,,,,,,,,192,179,0.00,
Irvin Charles,2568021,WR,NYJ,NE,,,,,,,,,,,,,0.00,193,180,0.00,0.0
Dan Chisena,2564514,WR,CAR,SEA,,,,,,,,,,,,,0.00,194,181,0.00,0.0
Robbie Chosen,2556462,WR,WAS,DAL,,,,,,,,,,,,,0.00,196,182,0.00,0.0
Chase Claypool,2564970,WR,FA,Bye,,,,,,,,,,,,,,197,183,0.00,
Keon Coleman,2571859,WR,BUF,PHI,,,,,,,,,,,,,0.00,198,184,0.00,0.0
Beaux Collins,2574418,WR,NYG,@LV,,,,,,,,,,,,,0.00,199,185,0.00,0.0
Elijah Cooks,2571029,WR,NO,@TEN,,,,,,,,,,,,,0.00,200,186,0.00,0.0
Amari Cooper,2552487,WR,FA,Bye,,,,,,,,,,,,,,201,187,0.00,
Chase Cota,2570948,WR,FA,Bye,,,,,,,,,,,,,,202,188,0.00,
Britain Covey,2568066,WR,PHI,@BUF,,,,,,,,,,,,,0.00,203,189,0.00,0.0
Jacob Cowing,2572492,WR,SF,CHI,,,,,,,,,,,,,0.00,204,190,0.00,0.0
River Cracraft,2559485,WR,WAS,DAL,,,,,,,,,,,,,0.00,205,191,0.00,0.0
Jalen Cropper,2570870,WR,DAL,@WAS,,,,,,,,,,,,,0.00,206,192,0.00,0.0
Malik Cunningham,2571222,WR,DET,@MIN,,,,,,,,,,,,,0.00,207,193,0.00,0.0
Mac Dalena,2574244,WR,FA,Bye,,,,,,,,,,,,,,208,194,0.00,
Roderick Daniels Jr.,2574660,WR,FA,Bye,,,,,,,,,,,,,,209,195,0.00,
Derius Davis,2570272,WR,LAC,HOU,,,,,,,,,,,,,0.00,210,196,0.00,0.0
Gabe Davis,2563602,WR,BUF,PHI,,,,,,1.1,18.72,0.17,,,,0.02,3.40,90,197,0.00,-3.4
Joaquin Davis,2574089,WR,MIN,DET,,,,,,,,,,,,,0.00,211,198,0.00,0.0
Kaden Davis,2568732,WR,CLE,PIT,,,,,,,,,,,,,0.00,212,199,0.00,0.0
Tank Dell,2569813,WR,HOU,@LAC,,,,,,,,,,,,,0.00,213,200,0.00,0.0
Moochie Dixon,2574399,WR,FA,Bye,,,,,,,,,,,,,,214,201,0.00,
Phillip Dorsett,2552424,WR,LV,NYG,,,,,,,,,,,,,0.00,215,202,0.00,0.0
Greg Dortch,2562645,WR,ARI,@CIN,,,,,,,,,,,,,0.00,216,203,0.00,0.0
Jahan Dotson,2568321,WR,PHI,@BUF,,,,0.32,,1.03,13.96,0.11,,,,0.01,2.58,100,204,0.00,-2.58
Colton Dowell,2569801,WR,FA,Bye,,,,,,,,,,,,,,217,205,0.00,
Dylan Drummond,2571446,WR,ATL,LAR,,,,,,,,,,,,,0.00,218,206,0.00,0.0
Grant DuBose,2569786,WR,FA,Bye,,,,,,,,,,,,,,219,207,0.00,
Devin Duvernay,2563551,WR,CHI,@SF,,,,0.29,,0.42,3.99,0.03,0.06,0.01,,0.36,0.52,131,208,0.00,-0.52
Tru Edwards,2574266,WR,LAR,@ATL,,,,,,,,,,,,,0.00,220,209,0.00,0.0
Dee Eskridge,2566553,WR,MIA,TB,,,,,,,,,,,,,0.00,221,210,0.00,0.0
Erik Ezukanma,2567889,WR,FA,Bye,,,,,,,,,,,,,,222,211,0.00,
Simi Fehoko,2566004,WR,ARI,@CIN,,,,,,,,,,,,,0.00,223,212,0.00,0.0
Da'Quan Felton,2574420,WR,NYG,@LV,,,,,,,,,,,,,0.00,224,213,0.00,0.0
Tai Felton,2574344,WR,MIN,DET,,,,0.06,,0.58,6.52,0.04,,,,0.01,1.17,120,214,0.00,-1.17
Dez Fitzpatrick,2566109,WR,FA,Bye,,,,,,,,,,,,,,225,215,0.00,
Dontae Fleming,2574345,WR,MIN,DET,,,,,,,,,,,,,0.00,226,216,0.00,0.0
Luke Floriea,2574044,WR,CLE,PIT,,,,,,,,,,,,,0.00,227,217,0.00,0.0
Ryan Flournoy,2571970,WR,DAL,@WAS,,,,,,,,,,,,,0.00,228,218,0.00,0.0
Bryce Ford-Wheaton,2570590,WR,NYG,@LV,,,,,,,,,,,,,0.00,229,219,0.00,0.0
Montorie Foster Jr,2574559,WR,SEA,@CAR,,,,,,,,,,,,,0.00,230,220,0.00,0.0
Zakhari Franklin,2574291,WR,FA,Bye,,,,,,,,,,,,,,231,221,0.00,
Russell Gage,2561061,WR,FA,Bye,,,,,,,,,,,,,,232,222,0.00,
Michael Gallup,2560735,WR,FA,Bye,,,,,,,,,,,,,,233,223,0.00,
Jacolby George,2573981,WR,FA,Bye,,,,,,,,,,,,,,234,224,0.00,
Jaelen Gill,2573785,WR,FA,Bye,,,,,,,,,,,,,,235,225,0.00,
Xavier Gipson,2570614,WR,NYG,@LV,,,,,,,,,,,,,0.00,236,226,0.00,0.0
Stephen Gosnell,2573958,WR,BUF,PHI,,,,,,,,,,,,,0.00,237,227,0.00,0.0
Anthony Gould,2572120,WR,IND,JAX,,,,,,,,,,,,,0.00,238,228,0.00,0.0
Danny Gray,2568210,WR,PHI,@BUF,,,,,,,,,,,,,0.00,239,229,0.00,0.0
Bryson Green,2574483,WR,ARI,@CIN,,,,,,,,,,,,,0.00,240,230,0.00,0.0
Garrett Greene,2574586,WR,TB,@MIA,,,,,,,,,,,,,0.00,241,231,0.00,0.0
Luke Grimm,2574512,WR,LAC,HOU,,,,,,,,,,,,,0.00,242,232,0.00,0.0
