PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Mason Graham,2574046,DL,CLE,PIT,1.37,1,0.05,0.26,,0.05,0.05,,,,,,,0.16,0.21,,,3.88,65,22,8.70,4.82
Danielle Hunter,2552603,DL,HOU,@LAC,1.86,0.98,0.6,0.98,,0.05,,,,,,,,0.11,1.2,,,7.10,6,23,8.70,1.6
Javon Kinlaw,2565117,DL,WAS,DAL,1.09,0.97,0.2,0.29,,,,,,,,,,0.11,0.34,,,3.50,76,24,8.70,5.2
Denico Autry,2550646,DL,HOU,@LAC,1.12,0.53,0.29,0.41,,0.06,0.06,,0.06,,,,,0.24,0.71,,0.06,4.66,46,25,8.50,3.84
Travis Jones,2567277,DL,BAL,@GB,1.29,1.01,0.08,0.23,,,,,,,,,,0.06,0.28,,,3.34,80,26,8.30,4.96
Cedric Johnson,2571931,DL,CIN,ARI,0.12,0.18,,,,,0.06,,,,,,,,,,,0.35,184,27,8.20,7.85
Darius Alexander,2574412,DL,NYG,@LV,0.18,0.24,0.06,0.12,,,,,,,,,,,,,,0.71,161,28,8.10,7.39
Will Anderson Jr.,2569834,DL,HOU,@LAC,1.8,0.66,0.6,0.9,,0.12,0.06,,,,,,,0.06,1.32,,,6.94,8,29,8.10,1.16
Lukas Van Ness,2569792,DL,GB,BAL,0.94,0.47,0.18,0.29,,0.06,,,,,,,,0.06,0.41,,,3.05,92,30,7.70,4.65
Adetomiwa Adebawore,2569843,DL,IND,JAX,0.12,0.24,0.09,,,0.06,,,,,,,,,0.18,,,0.80,152,31,7.60,6.8
Calais Campbell,744,DL,ARI,@CIN,0.12,0.18,,,,0.06,0.06,,,,0.06,,,,0.12,,,0.86,147,32,7.60,6.74
Chris Jones,2556369,DL,KC,DEN,1.11,0.63,0.42,0.53,,0.05,,,,,,,,0.16,1.16,,,4.83,41,33,7.60,2.77
Tedarrell Slaton,2566094,DL,CIN,ARI,0.94,0.94,0.06,0.12,,,,,,,,,,0.06,0.18,,,2.51,111,34,7.60,5.09
Jonah Williams,2564403,DL,NO,@TEN,1.54,0.74,,,,,,,,,,,,0.17,,,,3.18,85,35,7.60,4.42
Cameron Heyward,2508109,DL,PIT,@CLE,1.91,1.54,0.37,0.43,,,,,,,,,,0.37,0.86,,,6.53,13,36,7.20,0.67
Moro Ojomo,2570209,DL,PHI,@BUF,1.18,1.12,0.29,0.35,,,,,,,,,,0.06,0.71,,,4.05,59,37,7.20,3.15
Malcolm Koonce,2566262,DL,LV,NYG,1.53,0.71,0.29,0.35,,0.12,,,,,,,,,0.94,,,4.72,44,38,7.10,2.38
Jermaine Johnson II,2568033,DL,NYJ,NE,1.46,0.92,0.22,0.11,,0.05,0.05,,,,,,,0.16,0.54,,,4.24,54,39,7.00,2.76
Jalen Redmond,2570792,DL,MIN,DET,,,,,,,,,,,,,,,,,,0.00,415,40,7.00,7.0
Jonathan Allen,2557844,DL,MIN,DET,1.91,0.79,0.39,0.45,,,,,,,,,,0.06,0.9,,,5.39,25,41,6.90,1.51
Gervon Dexter Sr.,2569621,DL,CHI,@SF,1.69,1.46,0.34,0.28,,,0.06,,,,,,,0.06,1.13,,,5.29,29,42,6.90,1.61
Derrick Brown,2563629,DL,CAR,SEA,2.02,1.47,0.11,0.33,0.05,,,,,,,,,0.27,0.54,,,5.75,20,43,6.80,1.05
Jonathan Bullard,2555335,DL,NO,@TEN,,,,,,,,,,,,,,,,,,0.00,223,44,6.60,6.6
Leonard Floyd,2555285,DL,ATL,LAR,1.35,0.88,0.47,0.47,,0.06,,,,,,,,0.06,1,,,5.06,34,45,6.60,1.54
Montez Sweat,2562749,DL,CHI,@SF,1.13,0.9,0.39,0.56,,0.11,,,,,,,,0.17,0.79,,,5.06,35,46,6.60,1.54
Colby Wooden,2569783,DL,GB,BAL,1.12,1,0.06,0.47,,,0.06,,,,,,,0.06,0.12,,,3.38,79,47,6.30,2.92
Charles Omenihu,2562324,DL,KC,DEN,0.66,0.38,,0.05,,,,,0.05,,,,,,,,0.05,1.49,132,48,6.20,4.71
Kobie Turner,2569954,DL,LAR,@ATL,2.07,1.81,0.52,0.58,,0.06,,,,,,,,0.19,0.97,,,7.27,5,49,6.20,-1.07
Ruke Orhorhoro,2571811,DL,ATL,LAR,0.96,0.9,0.09,0.18,,,,,,,,,,0.12,0.18,,,2.82,105,50,6.10,3.28
Shemar Stewart,2574039,DL,CIN,ARI,1.84,1.28,0.37,0.37,,0.09,,,,,,,,0.09,1.01,,,5.87,17,51,6.10,0.23
Dalvin Tomlinson,2557846,DL,ARI,@CIN,0.9,0.96,0.17,0.23,,,,,,,,,,,0.79,,,3.01,94,52,6.10,3.09
Bobby Brown III,2566199,DL,CAR,SEA,1.38,1.68,,0.3,,,,,,,,,,,,,,3.53,74,53,5.80,2.27
Jowon Briggs,2571946,DL,NYJ,NE,,,,,,,,,,,,,,,,,,0.00,215,54,5.70,5.7
Jordan Davis,2568069,DL,PHI,@BUF,1.5,1.75,0.25,0.31,,0.06,0.06,,,,,,,0.31,0.63,,,5.63,22,55,5.70,0.07
D.J. Jones,2558265,DL,DEN,@KC,1.35,1.13,0.11,0.11,,0.06,0.06,,,,,,,0.11,0.17,,,3.72,67,56,5.70,1.98
Jonah Laulu,2572126,DL,LV,NYG,1,0.94,0.12,0.24,,,,,,,,,,0.24,0.35,,,3.44,78,57,5.70,2.26
Brandon Dorlus,2571802,DL,ATL,LAR,0.12,0.24,0.06,,,,,,,,,,,,,,,0.44,181,58,5.50,5.06
Da'Shawn Hand,2561004,DL,LAC,HOU,0.88,0.47,0.06,0.18,,0.06,,,,,,,,0.06,0.18,,,2.44,112,59,5.50,3.06
Khalen Saunders,2562723,DL,NYJ,NE,1.1,1.19,0.14,0.14,,,,,,,,,,0.05,0.27,,,3.11,89,60,5.50,2.39
Sam Williams,2567514,DL,DAL,@WAS,,,,,,,,,,,,,,,,,,0.00,486,61,5.50,5.5
Javon Hargrave,2555239,DL,MIN,DET,1.62,1.26,0.36,0.48,,,,,,,,,,0.12,0.84,,,5.35,27,62,5.30,-0.05
Harrison Phillips,2560840,DL,NYJ,NE,1.32,1.43,0.13,0.16,,,0.05,,,,,,,0.16,0.32,,,3.95,64,63,5.30,1.35
Teair Tart,2565474,DL,LAC,HOU,1.18,0.76,0.07,0.28,,,,,,,,,,0.07,0.35,,,3.14,87,64,5.20,2.06
Kalia Davis,2568204,DL,SF,CHI,0.29,0.12,,0.06,,,,,,,,,,,,,,0.60,172,65,5.10,4.5
Dexter Lawrence,2562301,DL,NYG,@LV,1.56,1.5,0.48,0.42,0.06,,,,,,,,,0.06,1.32,,,5.85,18,66,5.10,-0.75
Deone Walker,2573975,DL,BUF,PHI,,,,,,,,,,,,,,,,,,0.00,471,67,5.10,5.1
A'Shawn Robinson,2555265,DL,CAR,SEA,1.2,0.97,0.06,0.23,,0.06,,,,,,,,0.06,0.17,,,3.29,83,68,5.00,1.71
Karl Brooks,2569753,DL,GB,BAL,0.93,0.73,0.17,0.33,,0.07,0.13,,,,,,,0.13,0.4,,,3.57,72,69,4.80,1.23
Zachary Carter,2567445,DL,ARI,@CIN,,,,,,,,,,,,,,,,,,0.00,230,70,4.80,4.8
Jalyn Holmes,2560744,DL,WAS,DAL,0.36,0.3,,,,,,,,,,,,,0.12,,,0.78,155,71,4.80,4.02
Malcolm Roach,2564688,DL,DEN,@KC,0.12,0.18,0.12,0.06,,0.06,,,,,,,,,,,,0.83,150,72,4.80,3.97
Tyree Wilson,2570050,DL,LV,NYG,0.18,0.18,0.06,0.18,,,,,,,,,,,0.12,,,0.83,151,73,4.80,3.97
Greg Rousseau,2565875,DL,BUF,PHI,1.74,0.62,0.39,0.84,,0.11,0.06,,,,,,,0.23,1.29,,,6.69,11,74,4.70,-1.99
Jamaree Caldwell,2574507,DL,LAC,HOU,0.12,0.18,0.12,0.06,,,0.06,,,,,,,,,,,0.68,164,75,4.50,3.82
Chauncey Golston,2566007,DL,NYG,@LV,1.64,1.07,0.21,0.14,,,,,,,,,,0.21,0.5,,,4.51,50,76,4.50,-0.01
Roy Robertson-Harris,2556665,DL,NYG,@LV,0.94,0.88,0.18,0.24,,,,,,,,,,0.06,0.47,,,3.04,93,77,4.50,1.46
Levi Drake Rodriguez,2572276,DL,MIN,DET,,,,,,,,,,,,,,,,,,0.00,421,78,4.50,4.5
Andrew Billings,2555267,DL,CHI,@SF,1.07,0.66,,0.16,,,,,,,,,,,,,,2.24,118,79,4.20,1.96
Marcus Davenport,2561037,DL,DET,@MIN,1.06,0.83,0.17,0.17,,,,,,,,,,,0.56,,,2.96,97,80,4.20,1.24
Zeek Biggers,2574319,DL,MIA,TB,0.18,0.12,,,,,,,,,,,,0.12,,,,0.64,168,81,4.10,3.46
Cory Durden,2570951,DL,NE,@NYJ,0.19,0.25,,0.13,,,,,,,,,,,,,,0.63,169,82,4.10,3.47
Dre'Mont Jones,2562412,DL,BAL,@GB,1.75,1.13,0.38,0.56,,0.06,,,,,,,,0.06,0.81,,,5.67,21,83,4.10,-1.57
John Ridgeway,2567502,DL,NO,@TEN,0.59,0.29,0.06,0.12,,,,,,,,,,0.06,0.24,,,1.63,127,84,4.10,2.47
Quinnen Williams,2562599,DL,DAL,@WAS,2.36,1.21,0.47,0.67,,0.07,0.07,,,,,,,0.2,1.42,,,7.74,3,85,4.10,-3.64
Tyleik Williams,2574122,DL,DET,@MIN,0.51,0.45,0.06,0.11,,,,,,,,,,0.06,0.17,,,1.56,129,86,4.00,2.44
Cam Jackson,2573987,DL,CAR,SEA,,,,,,,,,,,,,,,,,,0.00,321,87,3.90,3.9
Darius Robinson,2572429,DL,ARI,@CIN,0.93,0.64,0.15,0.12,,,,,,,,,,0.06,0.29,,,2.55,110,88,3.90,1.35
Jacob Martin,2561092,DL,WAS,DAL,0.51,0.34,0.11,0.11,,,,,,,,,,,0.29,,,1.50,131,89,3.80,2.3
Alfred Collins,2574539,DL,SF,CHI,0.54,0.3,0.06,0.06,,,,,,,,,,0.06,0.18,,,1.44,133,90,3.70,2.26
Joey Bosa,2555249,DL,BUF,PHI,1.17,0.47,0.32,0.29,,0.06,,,,,,,,,0.64,,,3.64,71,91,3.60,-0.04
Kenneth Grant,2574323,DL,MIA,TB,1.26,0.96,0.06,0.12,,,,,,,,,,0.12,0.12,,,3.13,88,92,3.60,0.47
Adin Huntington,2574048,DL,CLE,PIT,,,,,,,,,,,,,,,,,,0.00,313,93,3.60,3.6
Arden Key,2560779,DL,TEN,NO,1.18,0.84,0.34,0.45,,0.06,0.06,,,,,,,0.11,0.79,,,4.57,48,94,3.60,-0.97
Mike Morris,2570317,DL,SEA,@CAR,,,,,,,,,,,,,,,,,,0.00,375,95,3.60,3.6
Otito Ogbonnia,2568183,DL,LAC,HOU,1.03,0.96,0.06,0.06,,,,,,,,,,,0.19,,,2.43,113,96,3.60,1.17
JJ Pegues,2574305,DL,LV,NYG,,,,,,,,,,,,,,,,,,0.00,404,97,3.60,3.6
Nathan Shepherd,2560873,DL,NO,@TEN,0.59,0.29,0.12,0.12,,,0.06,,,,,,,0.12,0.18,,,1.93,125,98,3.60,1.67
Dante Stills,2570218,DL,ARI,@CIN,0.12,0.18,0.06,,,,,,,,,,,,0.12,,,0.47,180,99,3.60,3.13
B.J. Hill,2560740,DL,CIN,ARI,1.58,1.77,0.19,0.32,,,,,,,,,,0.25,0.63,,,5.23,30,100,3.50,-1.73
Roy Lopez,2566133,DL,DET,@MIN,,,,,,,,,,,,,,,,,,0.00,357,101,3.50,3.5
Sam Okuayinonu,2568831,DL,SF,CHI,0.29,0.12,0.12,,,,,,,,,,,,,,,0.75,159,102,3.50,2.75
Grover Stewart,2558766,DL,IND,JAX,1.76,1.82,0.21,0.47,,,0.06,,,,,,,0.12,0.29,,,5.36,26,103,3.40,-1.96
Ashton Gillotte,2574246,DL,KC,DEN,,,,,,,,,,,,,,,,,,0.00,276,104,3.30,3.3
LaCale London,2565405,DL,ATL,LAR,,,,,,,,,,,,,,,,,,0.00,356,105,3.30,3.3
T'Vondre Sweat,2572075,DL,TEN,NO,1.29,1.46,0.06,0.34,,0.06,0.06,,,,,,,0.11,0.23,,,4.10,57,106,3.30,-0.8
Leonard Taylor III,2572720,DL,NE,@NYJ,,,,,,,,,,,,,,,,,,0.00,453,107,3.30,3.3
Tommy Togiai,2565989,DL,HOU,@LAC,0.12,0.24,0.06,,,,,,,,,,,,0.12,,,0.50,177,108,3.30,2.8
Thomas Booker,2567670,DL,LV,NYG,,,,,,,,,,,,,,,,,,0.00,209,109,3.20,3.2
Neville Gallimore,2563842,DL,IND,JAX,,,,,,,,,,,,,,,,,,0.00,271,110,3.10,3.1
Sheldon Rankins,2555242,DL,HOU,@LAC,1.09,0.9,0.1,0.26,,,0.06,,,,,,,,0.26,,,2.96,98,111,3.10,0.14
Jordan Elliott,2563779,DL,SF,CHI,0.73,0.39,0.06,0.17,,,,,,,,,,0.06,0.17,,,1.94,124,112,3.00,1.06
Shelby Harris,2549926,DL,CLE,PIT,0.84,0.84,0.06,0.18,,,0.06,,,,,,,0.18,0.36,,,2.84,104,113,3.00,0.16
Larry Ogunjobi,2557836,DL,BUF,PHI,2.22,0.89,0.17,0.22,,,0.11,,,,,,,,0.44,,,4.86,39,114,3.00,-1.86
Solomon Thomas,2558018,DL,DAL,@WAS,1.18,0.9,0.21,0.28,,,,,,,,,,0.07,0.42,,,3.54,73,115,3.00,-0.54
Eric Watts,2572726,DL,NYJ,NE,0.27,0.32,0.11,,,0.05,0.05,,,,,,,,,,,1.04,141,116,3.00,1.96
Keeanu Benton,2570260,DL,PIT,@CLE,1.12,1.29,0.12,0.18,,0.06,0.06,,,,,,,0.35,0.47,,,4.34,52,117,2.70,-1.64
James Houston,2567544,DL,DAL,@WAS,,,,,,,,,,,,,,,,,,0.00,311,118,2.70,2.7
Preston Smith,2552276,DL,WAS,DAL,,,,,,,,,,,,,,,,,,0.00,438,119,2.70,2.7
Shy Tuttle,2563242,DL,WAS,DAL,0.79,0.95,,0.05,,,0.05,,,,,,,0.05,0.05,,,2.03,123,120,2.70,0.67
Eyioma Uwazurike,2567535,DL,DEN,@KC,0.12,0.18,0.12,0.12,,0.06,0.06,,,,,,,,0.06,,,1.01,144,121,2.70,1.69
Vita Vea,2560909,DL,TB,@MIA,1.68,0.78,0.36,0.48,,,,,,,,,,,0.66,,,4.76,43,122,2.70,-2.06
Zach Allen,2562219,DL,DEN,@KC,1.8,1.62,0.45,0.72,,,,,,,,,,0.12,1.5,,,6.70,10,123,2.50,-4.2
Logan Lee,2572444,DL,PIT,@CLE,,,,,,,,,,,,,,,,,,0.00,350,124,2.50,2.5
Jason Pierre-Paul,496843,DL,TB,@MIA,,,,,,,,,,,,,,,,,,0.00,410,125,2.50,2.5
L.J. Collier,2562248,DL,ARI,@CIN,,,,,,,,,,,,,,,,,,0.00,235,126,2.30,2.3
Quinton Bohanna,2565995,DL,FA,Bye,,,,,,,,,,,,,,,,,,,207,127,2.10,
Justin Eboigbe,2572468,DL,LAC,HOU,1,0.65,0.18,0.12,,0.06,,,,,,,,,0.59,,,2.94,99,128,2.10,-0.84
Greg Gaines,2562391,DL,TB,@MIA,0.51,0.77,0.06,0.13,,0.06,,,,,0.06,,,,0.26,,,2.12,121,129,2.10,-0.02
DaVon Hamilton,2564190,DL,JAX,@IND,1.65,1.53,0.06,0.12,,,,,,,,,,,0.12,,,3.75,66,130,2.10,-1.65
George Karlaftis,2567796,DL,KC,DEN,1.16,0.74,0.5,0.37,,,,,,,,,,0.26,1.22,,,5.00,37,131,2.10,-2.9
James Lynch,2564565,DL,TEN,NO,0.35,0.18,0.06,0.18,,,,,,,,,,,,,,1.02,143,132,2.10,1.08
Rylie Mills,2574569,DL,SEA,@CAR,1.2,0.34,0.2,0.17,,0.06,,,,,,,,0.17,0.34,,,3.46,77,133,2.10,-1.36
David Onyemata,2556274,DL,ATL,LAR,1.2,1.14,0.23,0.34,,,,,,,,,,0.17,0.46,,,4.11,56,134,2.10,-2.01
Jordan Phillips,2574329,DL,MIA,TB,0.77,0.71,0.12,0.18,,,,,,,,,,,0.41,,,2.30,117,135,2.10,-0.2
Zach Sieler,2561129,DL,MIA,TB,1.69,1.63,0.51,0.62,,0.06,0.06,,,,,,,0.17,1.01,,,6.66,12,136,2.10,-4.56
Elijah Simmons,2574487,DL,TB,@MIA,,,,,,,,,,,,,,,,,,0.00,432,137,2.10,2.1
Tuli Tuipulotu,2570266,DL,LAC,HOU,1.59,1,0.38,0.59,,0.06,,,,,,,,0.18,0.94,,,5.76,19,138,2.10,-3.66
A.J. Epenesa,2563605,DL,BUF,PHI,1.07,0.62,0.25,0.34,,,,,,,,,,0.11,0.51,,,3.52,75,139,2.00,-1.52
Myles Garrett,2557965,DL,CLE,PIT,1.54,0.69,0.64,0.94,,0.15,0.05,,,,,,,0.1,1.39,,,6.93,9,140,2.00,-4.93
Byron Murphy II,2572531,DL,SEA,@CAR,1.09,1.14,0.06,0.17,,,,,,,,,,0.06,0.17,,,2.93,101,141,2.00,-0.93
Osa Odighizuwa,2566016,DL,DAL,@WAS,1.69,1.3,0.39,0.46,,0.07,,,,,,,,0.07,1.43,,,5.92,15,142,2.00,-3.92
Tyler Davis,2572192,DL,LAR,@ATL,0.24,0.18,,,,,,,,,0.06,,,,,,,0.71,162,143,1.80,1.09
Bryce Huff,2565510,DL,SF,CHI,0.46,0.57,0.17,0.29,,0.06,,,,,,,,0.06,0.4,,,2.37,115,144,1.80,-0.57
Grady Jarrett,2552327,DL,CHI,@SF,1.47,1.24,0.21,0.41,,,,,,,,,,0.06,0.59,,,4.43,51,145,1.80,-2.63
Leonard Williams,2552486,DL,SEA,@CAR,1.98,1.38,0.36,0.66,,,,,,,,,,0.12,0.96,,,6.29,14,146,1.80,-4.49
Micheal Clemons,2568024,DL,NYJ,NE,1.13,0.51,0.17,0.17,,0.06,,,,,,,,,0.39,,,3.00,95,147,1.70,-1.3
Poona Ford,2561195,DL,LAR,@ATL,1.41,0.82,0.18,0.35,,,,,,,,,,0.12,0.47,,,4.03,60,148,1.70,-2.33
Matthew Butler,2567871,DL,MIA,TB,0.18,0.12,0.09,0.12,,,,,,,,,,,0.12,,,0.76,158,149,1.50,0.74
Isaiah Foskey,2570134,DL,CIN,ARI,1.45,0.7,,,,,,,,,,,,0.16,,,,3.00,96,150,1.50,-1.5
Mike Hall Jr.,2571949,DL,CLE,PIT,0.12,0.18,0.12,0.12,,,,,0.06,,,,,,0.06,,0.06,0.98,146,151,1.50,0.52
Naquan Jones,2566953,DL,HOU,@LAC,0.11,0.16,0.11,0.05,,,,,,,,,,,,,,0.56,175,152,1.50,0.94
James Pearce Jr.,2573916,DL,ATL,LAR,1.41,0.65,0.15,0.18,,0.06,,,,,,,,0.06,1.12,,,4.00,61,153,1.50,-2.5
T.J. Sanders,2573972,DL,BUF,PHI,,,,,,,,,,,,,,,,,,0.00,428,154,1.50,1.5
Jalon Walker,2573920,DL,ATL,LAR,3.31,1.15,0.23,0.31,,0.08,0.08,,,,,,,0.23,1.15,,,8.09,1,155,1.50,-6.59
CJ West,2574551,DL,SF,CHI,0.49,0.37,0.06,0.06,,,,,,,,,,0.06,0.18,,,1.41,135,156,1.50,0.09
Yahya Black,2574489,DL,PIT,@CLE,1.07,1.14,0.07,0.21,,,0.07,,,,,,,,0.14,,,2.88,103,157,1.20,-1.68
Matt Dickerson,2561044,DL,JAX,@IND,0.16,0.11,0.08,0.11,,,,,,,,,,,0.11,,,0.69,163,158,1.20,0.51
Leki Fotu,2564910,DL,HOU,@LAC,,,,,,,,,,,,,,,,,,0.00,267,159,1.20,1.2
Davon Godchaux,2558012,DL,NO,@TEN,1.53,1.88,,0.12,,,,,,,,,,,0.12,,,3.66,69,160,1.20,-2.46
Ty Hamilton,2574268,DL,LAR,@ATL,0.24,0.18,0.06,,,,,,,,,,,,,,,0.59,173,161,1.20,0.61
Desjuan Johnson,2569969,DL,LAR,@ATL,0.24,0.18,0.06,0.06,,,,,,,,,,,,,,0.68,166,162,1.20,0.52
Phidarian Mathis,2568339,DL,BUF,PHI,0.11,0.17,,0.11,,,0.06,,,,,,,,0.06,,,0.52,176,163,1.20,0.68
Jarran Reed,2555238,DL,SEA,@CAR,1.35,1.29,0.23,0.28,,0.06,0.06,,,,,,,0.11,0.73,,,4.59,47,164,1.20,-3.39
Jerry Tillery,2562763,DL,KC,DEN,0.88,0.41,0.06,0.06,,0.06,,,,,,,,0.06,0.18,,,2.23,119,165,1.20,-1.03
Rashan Gary,2562376,DL,GB,BAL,1.59,1.06,0.47,0.41,,0.06,0.06,,,,,,,0.06,1.12,,,5.56,24,166,1.10,-4.46
Yetur Gross-Matos,2563641,DL,SF,CHI,0.93,0.41,0.18,0.35,,,,,,,,,,,0.47,,,2.76,106,167,1.10,-1.66
Sebastian Joseph-Day,2561079,DL,TEN,NO,1.13,1.07,0.14,0.17,,,,,,,,,,0.06,0.34,,,3.19,84,168,1.10,-2.09
Kwity Paye,2565612,DL,IND,JAX,1.62,0.6,0.39,0.42,,0.12,0.06,,,,,,,,0.66,,,5.01,36,169,1.10,-3.91
Elijah Ponder,2574381,DL,NE,@NYJ,0.82,0.35,,,,,,,,,,,,,,,,1.44,134,170,1.10,-0.34
Mike Green,2573928,DL,BAL,@GB,0.82,0.77,0.11,0.16,,,,,,,,,,,,,,2.15,120,171,1.00,-1.15
Adam Butler,2558924,DL,LV,NYG,1.41,1.06,0.18,0.24,,,,,,,,,,0.18,0.41,,,4.13,55,172,0.60,-3.53
Kenny Clark,2555282,DL,DAL,@WAS,1.5,1.11,0.2,0.33,,0.07,0.07,,,,,,,0.13,0.52,,,4.71,45,173,0.60,-4.11
Sheldon Day,2555241,DL,WAS,DAL,,,,,,,,,,,,,,,,,,0.00,250,174,0.60,0.6
Donovan Ezeiruaku,2574073,DL,DAL,@WAS,1.4,0.67,0.37,0.47,,0.07,0.07,,,,,,,0.07,0.8,,,4.84,40,175,0.60,-4.24
Braden Fiske,2572195,DL,LAR,@ATL,1.26,1.32,0.38,0.5,,0.13,0.06,,,,,,,0.06,0.88,,,5.30,28,176,0.60,-4.7
Elijah Garcia,2567829,DL,ATL,LAR,0.17,0.23,0.06,,,0.06,0.06,,,,,,,,,,,0.78,154,177,0.60,-0.18
Carl Granderson,2562273,DL,NO,@TEN,2.29,1.59,0.32,0.59,,0.06,,,,,,,,0.18,0.82,,,6.98,7,178,0.60,-6.38
Eric Gregory,2574030,DL,NE,@NYJ,0.31,0.47,,0.16,,,,,,,,,,,,,,0.99,145,179,0.60,-0.39
Daniel Hardy,2567832,DL,CHI,@SF,0.18,0.24,,0.06,,0.06,0.06,,,,,,,,,,,0.77,156,180,0.60,-0.17
Derrick Harmon,2574493,DL,PIT,@CLE,1.87,1.27,0.13,0.27,,0.07,0.07,,,,,,,0.13,0.4,,,5.07,33,181,0.60,-4.47
Drake Jackson,2568213,DL,WAS,DAL,,,,,,,,,,,,,,,,,,0.00,322,182,0.60,0.6
John Jenkins,2539231,DL,BAL,@GB,1.64,1.07,0.07,0.29,,,,,,,,,,0.07,0.21,,,3.96,63,183,0.60,-3.36
Austin Johnson,2556368,DL,JAX,@IND,,,,,,,,,,,,,,,,,,0.00,331,184,0.60,0.6
Andre Jones Jr.,2570383,DL,BUF,PHI,,,,,,,,,,,,,,,,,,0.00,335,185,0.60,0.6
Truman Jones,2570734,DL,TEN,NO,0.8,0.34,,,,,,,,,,,,,,,,1.40,136,186,0.60,-0.8
Larrell Murchison,2564055,DL,LAR,@ATL,0.24,0.18,0.06,,,,,,,,,,,,,,,0.59,174,187,0.60,0.01
Mike Pennel,2550242,DL,KC,DEN,0.46,0.29,0.04,0.07,,,,,,,,,,,0.07,,,1.08,140,188,0.60,-0.48
Jeremiah Pharms Jr.,2569505,DL,NE,@NYJ,,,,,,,,,,,,,,,,,,0.00,407,189,0.60,0.6
